name,count
中关村核心区,7544
Beijing Sport University,507
北京体育大学颐清园小区,481
海淀文化艺术大厦,444
Sigma Building,334
Beijingbei Railway Station,316
北京卫星制造厂,299
银网中心,274
北京数字电视国家工程实验室有限公司,236
China Aviation Tech Building,192
Tsinghua University,154
领航科技大厦（原中国艺术品大厦）,148
知春路,120
清华园-中关村边界,94
CapitaMall Xizhimen,58
High School Affiliated to Renmin University,47
The Affiliated High School of Peking University,47
大钟寺站,45
金尚嘉园,44
Crowne Plaza Beijing Zhongguancun,40
蓝旗营教师住宅区,34
中关村海关辑私分局,31
中兴大厦,27
京张铁路遗址公园,24
五道口,20
"DaYunCun, Dorms",18
理想大厦,18
豪景大厦,15
海淀南路6号楼,15
花园东路3号院,15
大运村公交场站,15
物理学院楼,13
"Institute of Physics, Chinese Academy of Sciences",13
人大附中实验小学,12
中城写字楼,11
花园路-北太平庄边界,10
科技大厦,9
乐澜宝邸,9
中国卫星通信大厦,8
"Zhongguancun Campus, University of Chinese Academy of Sciences",8
清华园-东升边界,8
Xizhimen,7
海淀交通支队中关村大队,7
翠微商厦,5
转河,5
智能化大厦,5
花园路-中关村边界,4
四道口北街36号院,4
怡升园,3
清华园-海淀边界,3
北京公交集团西直门北场站,2
清春一回;清春二回,2
东源停车场,2
北京中科启元学校,2
中国科学院大学（中关村校区）,2
京东科技大厦（原翠宫饭店）,1
花园北路35号院,1
中关村中学,1
科馨社区,1
中国科学院国家空间科学中心（九章大厦B座）,1
护城河（已盖板）,1
Qing river,1
声学所节能小区,1
CNIC,1
