name,count
北京中央商务区,3646
京张铁路遗址公园,2736
Beihang University,1573
清华科技园,1503
Beijingbei Railway Station,1425
中关村核心区,1135
护城河（已盖板）,1135
北京市日坛中学（初中部）,861
花园路-中关村边界,761
大钟寺站,717
知春路,707
CapitaMall Xizhimen,705
"PBC School of Finance, Tsinghua University",657
双子座购物中心,638
清华园-东升边界,636
Nanxinhao Station,597
五道口,565
双桥站,495
清华园-中关村边界,441
转河,366
华清嘉园,363
北京东站,347
建国门桥,317
花园路-学院路边界,277
北京西站,254
清春一回;清春二回,231
蓝景丽家 大钟寺家居广场,192
宣武门路口,178
东源停车场,154
Tsinghua University,146
北京机务段北京西运用车间,139
北京热力,135
Xizhimen,130
Beijing West Railway Station,115
花园路-北太平庄边界,112
东源大厦,111
海淀文化艺术大厦,108
Ming Dynasty Wall Ruins Park,99
北京公交集团西直门北场站,90
西王庄小区,87
新科祥园,82
China University of Geosciences at Beijing,76
海淀丰台界线,73
科馨社区,73
Beijingxi Depot,70
新起点嘉园,66
Beijing Language and Culture University,65
西单商业区,63
东方新天地,61
银网中心,54
中关村e世界,52
Northern Territory,51
六道口,48
四道口北街36号院,46
冬奥公园,46
第五大道购物广场,45
China Youth University of Political Studies,44
丰草河,44
中国科学院东南小区,41
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,40
Beijing Friendship Hotel,38
"Institute of Process Engineering, Chinese Academy of Sciences",37
南水北调中线工程总干渠,35
中国人民解放军海军总部,34
"DaYunCun, Dorms",32
Huode Zhenjun Temple,29
Old Summer Palace Park,29
丰桥路7号院,29
元大都城垣遗址公园,28
Chinese Academy of Agricultural Sciences,27
小天鹅公园,27
苹果社区北区,25
北京·国际,25
看丹公园,25
荣丰2008,24
和平门路口,24
Dongdan,24
中央民族乐团,23
华清商务会馆,23
Jinding Bridge,21
明光村棚户区改造,18
天恒·学院里,18
莲花河,18
小月河,18
9,18
Renmin University of China,17
Capital Normal University,17
莲花小区,17
Peking University Hospital of Stomatology,16
New China Insurance Tower,16
新街口城市森林公园,16
东升园公寓,16
中华人民共和国武装警察部队总部,15
德宝新园小区,15
北京站街北口,15
马神庙1号院 核二院社区,13
清河收费站,13
国瑞城,13
安苑北里,13
颐和园-紫竹院-动物园  摆渡船,12
北京大学医学部,12
中粮广场,11
北小河,11
五道口嘉园,11
有色院小区,11
西新隆商场,11
北京车辆段交接场,11
知春嘉园3号楼,10
芳嘉园胡同,10
"Institute of Chemistry, Chinese Academy of Sciences",10
北京大学人民医院,10
北京第一实验小学,10
大通滨河公园,9
呼家楼南社区,9
知春嘉园4号楼,9
Beijing Foreign Studies University,9
中国科学院大学（中关村校区）,9
铁路小区,8
普惠南里,8
槐树岭1号院,8
北京机务段,8
中科大厦B座,8
Chaolai Forest Park,8
Nanheyan,8
安立写字楼,7
徐悲鸿纪念馆,7
祁家豁子城市公园,7
FT00-0202-0003地块二类居住用地,7
呼家楼北里,7
西便门公园,7
Bank of Beijing,6
大运村公交场站,6
中兴家园,6
保利蔷薇,6
中关村北二条甲1号院,6
Xiaoyue River,6
芍药居站,6
抖音集团 大钟寺广场2号楼（原中坤广场D座）,6
嘉河公园,6
南长街南口,6
府右街南口,6
China Tibetology Research Center,6
中国科学院国家空间科学中心（九章大厦B座）,6
王庄公园（西区）,6
Centergate Como,5
安慧东里,5
"Area D, College of Chemistry and Molecular Engineering, Peking University",5
Quatum Plaza,5
王庄路小区,5
Xiangyuan Apartment,5
Beijing University of Civil Engineering and Architecture - Xicheng Campus,5
Capital Museum,5
金水河（已盖板）,5
优筑,5
二类居住用地,5
利君堂大药房新街口分店,4
大明濠,4
Sinopec,4
理想家,4
Wangfujing,4
High School Affiliated to Renmin University,4
燕归园,4
融科资讯中心C座,4
东升派出所,4
双安商场,4
小屯路甲2号院,4
Chinese Academy of Agricultural Mechanization Sciences,4
莲玉嘉园,4
Naoshikou,4
小瓦窑公园,3
Holiday Inn Beijing Deshengmen,3
华源世纪商务楼,3
长辛店城市森林公园,3
中国社会科学院台湾研究所,3
海淀区中关村第二小学华清校区,3
望京西站,3
清华园-青龙桥边界,3
莲花池西里,3
中国音乐学院附属北京实验学校慧忠北里校区,3
Beijing Depot,3
北四环东路115号院,3
蓝旗营教师住宅区,2
Qing river,2
Cyber Tower B,2
北京市朝阳外国语学校亚运村校区,2
知春嘉园1号楼,2
Tianrun Fortune Centre,2
北草厂口袋公园,2
红星美凯龙环球家居设计博览中心（北四环店）,2
Yu River,2
五道口公交场站,2
Beijing City University,2
Yandai Byway,2
Zhongguancun Plaza,1
搜狐媒体大厦,1
北京金融街,1
南长河,1
新凤河,1
中国华侨历史博物馆,1
桃李园,1
Old Tsinghuayuan Station Park,1
牤牛河,1
Beijing Institute of Technology (BIT),1
中科领军口腔医院,1
龙湖建工九里熙宸,1
台基厂路口,1
"Area C, College of Chemistry and Molecular Engineering, Peking University",1
房地首华大厦,1
博龙家园,1
青塔蔚园,1
正义路路口,1
Northern Canal,1
Olympic Park,1
Ming Dynasty Wall,1
