name,count
Tsinghua University,5395
中关村核心区,279
五道口,137
CapitaMall Xizhimen,99
清华科技园,68
清华园-东升边界,68
知春路,56
大钟寺站,48
五道口嘉园,26
转河,21
"PBC School of Finance, Tsinghua University",20
清华园-青龙桥边界,17
海淀区中关村第二小学,16
Peking University,16
Bank of Beijing,15
中关村中学,15
物理学院楼,14
Beida Qingniao,14
Northern Territory,13
蓝旗营教师住宅区,11
清春一回;清春二回,8
Xizhimen,8
Old Summer Palace Park,6
东源大厦,6
东升大厦C座,6
Centergate Como,6
四道口北街36号院,5
北京城建四公司,5
王庄路小区,5
北京热力,5
Beijingbei Railway Station,5
清华园-中关村边界,4
Chengfu Yuan,4
东源停车场,3
清华园-海淀边界,2
Beihang University,2
学院路15号院北京语言大学家属区,2
"Area B, College of Chemistry and Molecular Engineering, Peking University",1
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,1
京张铁路遗址公园,1
花园路-中关村边界,1
