name,count
Peking University,3958
中关村核心区,3225
Changchun Xin Yuan of Peking University,1195
Chinese Academy of Agricultural Sciences,411
Capital Normal University,241
Tsinghua University,193
Chaoyang Park,173
"Institute of Mechanics, Chinese Academy of Sciences",157
Zhongguancun Plaza,156
Central University of Finance and Economics,151
Old Summer Palace Park,141
Changchun Xinyuan Sports Recreative Square,140
北京金融街,101
Renmin University of China,95
Beijing University of Civil Engineering and Architecture - Xicheng Campus,90
花园桥地铁6号线,88
University of Science and Technology Beijing,86
Beijing Jiaotong University,83
Minzu University of China,64
Yuyuantan Park,63
"Institute of Physics, Chinese Academy of Sciences",60
龙形水系,58
清华园-中关村边界,56
海淀路社区,52
Beijing University of Chemical Technology(West Campus),49
Olympic Park,49
Capital Normal University - North Campus 1,47
西单商业区,47
中关村e世界,41
万柳高尔夫球场,39
护城河（已盖板）,39
南水北调中线工程总干渠,39
China Institute of Industrial Relations,39
蔚秀园,37
Beihang University,36
花园村社区,36
花园路-学院路边界,36
万泉河绿地,27
畅春园·食街（装修中）,27
Beijing Institute of Technology (BIT),27
Beijing Foreign Studies University,27
北京鸿华国际高尔夫球会,26
北航世宁大厦,26
Peking University Library,26
National Library of China,26
京张铁路遗址公园,25
国际传播大厦,24
海淀清真古寺,23
中国科学院大学（中关村校区）,22
北京西站,22
中央民族大学附属中学,21
Cyber Tower B,20
清华科技园,20
Interwest International (Zhu Yu International),18
明光村棚户区改造,18
一亩园社区,18
Centergate Como,18
太平桥东里,18
物理学院楼,17
锋尚国际公寓,17
万泉河,17
中国科学院东南小区,16
新起点嘉园,16
北航科技园,16
Science Building No. 1,16
维亚大厦,16
东方新天地,15
方圆大厦,15
北京大学医学部,15
中国铁道科学研究院,15
"Bldg No. 1, Guanghua School of Management",15
八里庄北里,15
Interwest (Zhu Yu Cheng),15
Beijing Language and Culture University,14
蓝旗营教师住宅区,14
团城湖调节池,13
Beijing Zoo,13
稻香园西里,13
Beihai Park,13
马神庙1号院 核二院社区,12
