name,count
Beihang University,63716
香山公园,1607
"DaYunCun, Dorms",1245
南水北调中线工程总干渠,995
花园路-北太平庄边界,912
京师园,905
西单商业区,802
中关村核心区,782
西坝河南里小区,765
北京金融街,632
月坛公园,454
国家图书馆总馆南区,362
National Library of China,360
护城河（已盖板）,329
Peking University,305
倚林佳园,192
南宫北里北区,186
六里桥东公交场站,181
佃起,176
Forbidden City Moat,173
元大都城垣遗址公园,168
北京坊二期,158
北京中央商务区,145
金水河（已盖板）,136
明光村棚户区改造,125
铁道部第四住宅区,121
南宫北里南区,116
莲花池南里,113
"Beijing Children's Hospital, Capital Medical University",112
Lotus River,103
北航科技园,99
祁家豁子城市公园,94
海淀文化艺术大厦,93
京张铁路遗址公园,85
Xiamen Commerce Hotel,85
知春路,81
Naoshikou,77
花园路-学院路边界,77
Imperial City,75
北师大南宫幼儿园,70
陆军装甲兵学院,70
北京地铁12号线安华桥站,67
马连道北里,67
"National Botanical Garden, Chinese Academy of Sciences",64
Beijingbei Railway Station,61
新世界商品交易市场,61
中关村e世界,59
东城区和平里第九小学,58
北京市新华印刷厂,58
Beijing Normal University (BNU),57
北京信达中心,56
Zizhuyuan Park,54
中国铁路总公司住宅区,49
Beijing Fun,49
China University of Geosciences at Beijing,47
海淀路社区,45
北京大学医学部,42
中国国际展览中心,41
北航世宁大厦,40
牤牛河,39
塔院迎春园,38
中国人民解放军军事科学院,38
三里河一区,37
中国国家话剧院,36
北京师范大学朝阳附属学校（小学部）,35
"Institute of Physics, Chinese Academy of Sciences",35
安贞拾光,34
北京地铁12号线 和平西桥站,34
Olympic Forest Park,32
北京万寿康医院,32
长城电脑大厦,32
北京市海淀区实验小学丰台分校（东校区）,31
洪茂沟小区,30
朱家坟二里,30
隆福家园静安里小区南区,28
南长街南口,28
润佳大厦,28
大宁水库,28
花园路-中关村边界,27
北京市公租自行车,27
大明濠,27
Confucius Temple,26
和盛大厦,26
山水莲逸,25
中国建筑科学研究院,25
Taikoo Li Sanlitun South,25
北草厂口袋公园,24
中铁设计大厦,24
中国科学院东南小区,23
隆福家园静安里小区中区,23
北京市水源九厂,23
通用技术大厦,22
府右街南口,22
新科祥园,21
有研科技创新中心,21
太月园小区,20
北京公交五路居场站,19
清春一回;清春二回,19
Beijing University Of Chemical Technology,19
Xidan,18
中国航天科工集团七三一医院,18
清华园-中关村边界,18
金水河,18
知春嘉园3号楼,17
烤肉宛饭庄,17
北京地铁12号线马甸桥站,17
澳林Park国际公寓（林萃西里43号楼）,17
知春嘉园4号楼,16
Quatum Plaza,15
知春嘉园2号楼,15
计量科学院家属院,14
颐和园-紫竹院-动物园  摆渡船,14
大钟寺站,14
Peking University Third Hospital,14
High School Affiliated to Renmin University,14
Beijing Language and Culture University,14
Zhongyu Plaza,14
Jing-Mi Waterduct,13
三里河一区5号院,13
玉带河,13
东四站织补项目,13
北京第二实验小学（玉桃园分校）,13
芍药居站,13
Yu River,13
马甸公园,13
GOME Electrical Appliances,12
林萃西里-西区,11
西城区北礼士路第一小学,11
人大西侧路,11
皇城根遗址公园,11
CapitaMall Xizhimen,11
冬季运动管理中心综合训练馆,11
北京公交集团西直门北场站,10
中国人民解放军国防大学,10
求是杂志社,10
北京大学人民医院,10
Old Summer Palace Park,9
中华人民共和国工业和信息化部,9
宣武门路口,9
110住宅,9
中央党校研究生院,9
北京市城市规划设计研究院,8
University of International Relations,8
泰富酒店,8
北小河,8
北京联合大学学院路校区,8
18号楼,8
旱河,7
Central Party School of the Communist Party of China,7
中央军委科学技术委员会,7
Centergate Como,7
Shuangxiugong yuan,7
地铁知春路站,7
Waijinshui River,6
北京市第二十五中学（育英中学）,6
小井加油站东侧绿地,6
辰芳园,6
坤讯大厦,6
知春嘉园1号楼,6
中外交流大厦,6
中国计划生育委员会,5
蓝旗营教师住宅区,5
University of Science and Technology Beijing,5
博瑞汽车园区,5
航南大厦B座,5
中冶集团建筑研究总院,5
海淀丰台界线,5
十字坡街北口,5
中国科学院大学（中关村校区）,5
大运村公交场站,4
张家坟干渠,4
北京雷锋小学（东街校区）,4
"Bldg No. 1, Guanghua School of Management",4
北京市第十四中学（高中部）,4
Beihai Park,4
中国计量科学研究院,4
冶建总院宿舍,4
Dongmianhua Alley,4
清华科技园,4
航南大厦A座,4
Beijing Botanical Garden,4
朱家坟三里,4
小月河,3
郑王府,3
华清嘉园,3
National Art Museum,3
国家电网公司北京电力医院,3
北宫门站,3
Lu Yu Xuan Tea House,3
Science Building No. 1,3
保利海德公园,3
香山颐和宾馆,3
Beijing City University,3
南宫休闲广场,3
新苑小区A区,3
锦秋家园,3
Ba River,2
清河收费站,2
Qing river,2
Wenyu River,2
玫瑰园,2
中国信息通信研究院,2
明光村小区,2
华清商务会馆,2
迈豪时代,2
Beijing Friendship Hotel,2
Suyuan Apartment,2
中关村中学蓟门里,2
中国标准化研究所,2
六里桥小学,2
元大都公园明光村小区处,2
海淀区学院路小学,1
厢红旗四号院,1
万泉河,1
大有庄,1
"Institute of Mechanics, Chinese Academy of Sciences",1
五牌楼,1
北旱河,1
China University of Political Science and Law,1
朱家坟一里,1
枫蓝国际中心,1
潭西胜境公园,1
锦秋国际大厦,1
中关村学院,1
Tianlun Dynasty Hotel,1
转河,1
新凤河,1
