name,count
Peking University,54657
中关村核心区,8275
北京大学医学部,4357
Tsinghua University,3619
Old Summer Palace Park,2213
Olympic Park,1961
北京中央商务区,1917
海淀路社区,1756
一亩园社区,1348
花园路-学院路边界,1186
龙形水系,925
达园,670
清华园-中关村边界,664
Summer Palace,663
南锣鼓巷,633
西单商业区,619
University of Science and Technology Beijing,596
Gateway Plaza,506
Renmin University of China,421
护城河（已盖板）,408
清华科技园,387
Beijing Normal University (BNU),385
China Youth University of Political Studies,298
Chinese Academy of Agricultural Sciences,265
"Institute of Mechanics, Chinese Academy of Sciences",259
Centergate Como,255
Kunming Lake,252
京张铁路遗址公园,241
万泉河,238
Peking University Third Hospital,210
清华园-青龙桥边界,207
兴隆都市馨园,201
清华园-东升边界,201
Imperial College,191
Confucius Temple,184
"Beijing Shijitan Hospital, Capital Medical University",173
元大都城垣遗址公园,163
联合国儿童基金会驻华办事处,160
Beijing Institute of Technology (BIT),153
国家奥林匹克体育中心,149
"Institute of Physics, Chinese Academy of Sciences",148
花园路-北太平庄边界,122
中央音乐学院,119
58号楼,119
蓝旗营教师住宅区,110
蔚秀园,110
Changchun Xin Yuan of Peking University,106
Imperial City,105
Beijing West Railway Station,102
西王庄小区,102
Beihang University,102
China University of Geosciences at Beijing,99
Minzu University of China,91
"Bldg No. 1, Guanghua School of Management",86
畅春园·食街（装修中）,83
挂甲屯社区（拆迁中）,82
Beijing City University,82
24楼,82
Diaoyutai National Guesthouse,80
海淀区九一小学,79
中国科学院电子科学研究所,79
Peking University Library,78
"Institute of Acoustics, Chinese Academy of Sciences",72
塔院晴冬园,70
22楼,70
南水北调中线工程总干渠,70
21楼,70
北航世宁大厦,69
Science Building No. 1,68
空军航空医学研究所附属医院,68
National Library of China,66
半壁店村,66
北投购物公园,65
丰草河,64
Chengfu Yuan,63
北京机务段北京西运用车间,63
Yayuan Apartment,62
中关村体育场,60
北京信达中心,60
新海苑,59
Zhongguancun Plaza,59
Resource Hotel,57
物理学院楼,57
Beijing Language and Culture University,56
塔院朗秋园,56
北二环城市公园,55
太平湖车辆段,55
中关村e世界,55
Sinar Mas Life Sciences Building,54
志新村小区,54
中国人民解放军国防大学,54
新世界商品交易市场,52
Beijing University of Civil Engineering and Architecture - Xicheng Campus,52
Chaoyang Park,51
Beijing Sport University,50
北京西站,49
北京金融街,47
Xinghai Sports Club,47
Lui Che Woo Building,46
北京市八一学校,43
Forbidden City Moat,43
花园路小区,43
中关村学院,43
"PBC School of Finance, Tsinghua University",42
中国石油勘探开发研究院,42
北京国际中心,42
Landmark Hotel,41
清陆军部和海军部旧址,40
Beijing Forestry University,39
北土城公交场站,38
富贵园,38
Chang Chun Yuan Dining Hall,38
Haidian Park,38
香山公园,38
宣武门路口,37
志新北里小区,36
国防大学军事文化学院,36
泛海世家,35
Bank of Beijing,35
High School Affiliated to Renmin University,34
Beijing Zoo,34
Interwest International (Zhu Yu International),34
花园北路35号院,33
CapitaMall Xizhimen,33
Xiaoyue River,32
中国科学院东南小区,32
Taikoo Li Sanlitun South,32
北极寺小区,32
北京大学人民医院,32
花家地西里,32
新景家园,31
新华社,31
三里屯外交公寓北院,30
兰园小区,30
双桥站,30
Beijing Union University (Beishihuan Campus),30
DayStar Academy,30
银谷大厦,30
科馨社区,30
望和公园南园,30
Beijing University Of Chemical Technology,29
富力城 D区,29
海淀丰台界线,28
20楼,28
"Area B, College of Chemistry and Molecular Engineering, Peking University",27
Beijing International Convention Center,27
Beijing Jiaotong University,27
Beijing University of Chemical Technology(West Campus),26
长城电脑大厦,26
东四南大街146号院,26
三里屯3·3,26
海淀区中关村第二小学,26
Embassy of Morocco,26
九龙花园,26
德宝新园小区,26
Peking University Hospital,25
北京地铁12号线 和平西桥站,25
Science Building No. 2,25
祁家豁子城市公园,25
大地科技大厦,25
华清嘉园,25
洪茂沟小区,25
朝阳高尔夫俱乐部,24
新街口百货,24
Science Building No. 3,24
贯融文创产业园,24
Beijing Institute of Economic & Management,24
Central University of Finance and Economics,24
北京市海淀区实验小学丰台分校（东校区）,24
"Beijing Children's Hospital, Capital Medical University",24
Integrated Science Research Center No. 1,23
Beijing Planning Exhibition Hall,23
战略支援部队网络系统部第十局 61886部队,23
万柳蜂鸟家园,23
三里河一区5号院,23
北京朝阳合生汇,23
转河,22
塔院城市森林公园南园,22
Sinopec,22
贯通大厦,22
Olympic Forest Park,22
Novotel Beijing Xin Qiao,22
北京地铁12号线马甸桥站,21
Peking University Hospital of Stomatology,21
新起点嘉园,21
西坝河西里社区,21
北京邮电会议中心,21
远洋国际中心,21
骏华阁,21
本家润园C区,21
Embassy of Venezuela,20
解放军报社,20
富力公馆,20
太平桥西里,20
Beijing Foreign Studies University,20
汇新家园西区,19
"Institute of Process Engineering, Chinese Academy of Sciences",19
北航科技园,19
People's Education Press,19
北京市海淀区人民政府,19
Xidan,18
有研科技创新中心,18
清河收费站,18
大恒科技大厦,18
芙蓉里小区,18
中国建筑科学研究院,17
Beijingxi Depot,17
北京信息科技大学(健翔桥校区),17
孙中山行馆,17
北京东站,17
小马厂公交场站,17
木樨地小区,17
数码大厦,17
北京维景国际大酒店,16
怡秀园,16
健翔园,16
马甸公园,16
府右街南口,16
北京市中关村中学,16
金水河,15
北京中科启元学校,15
海淀体育场,15
Shang Di Dong Li,15
秀园,15
通州站二场,15
海淀区职业技校东校区,14
"Area A, College of Chemistry and Molecular Engineering, Peking University",14
雍和宫,14
Beida Qingniao,14
19楼,14
丰联广场,14
小月河,14
Tuanjiehu Park,14
安贞拾光,14
东北义园,14
南长街南口,14
升旗宾馆,13
五牌楼,13
十字坡街北口,13
天安门东南角绿地,13
华严北里小区,13
大望京公园,13
Capital Museum,13
中央军委科学技术委员会,13
北京地铁12号线安华桥站,13
Changchun Xinyuan Sports Recreative Square,13
北京大学万柳学区,12
中关村科技园,12
Zhongnanhai,12
Jingshan Park,12
联合大厦,12
Sillicon Valley Bright City,12
东润时代大厦,12
中华人民共和国农业农村部,12
颐和园-紫竹院-动物园  摆渡船,12
中城写字楼,12
Northern Territory,12
恒奥中心,12
中国科学院大学（中关村校区）,12
海淀高等职业教育学院,11
计量科学院家属院,11
Yidongyuan compound,11
利君堂大药房新街口分店,11
北京公交集团北京站东街场站,11
China Foreign Affairs University,11
中国科学院微电子研究所,11
Agricultural Exhibition Center,11
