name,count
中国科学院大学（中关村校区）,14810
中国科学院国家空间科学中心（九章大厦B座）,4189
中关村核心区,3672
Beihai Park,2647
Beihang University,1853
"Zhongguancun Campus, University of Chinese Academy of Sciences",1586
Peking University,1265
"National Space Science Center, CAS",1099
Zhongguancun Plaza,682
"Institute of Physics, Chinese Academy of Sciences",641
中国科学院东南小区,213
京张铁路遗址公园,200
花园路-北太平庄边界,174
Chinese Academy of Agricultural Sciences,163
双桥站,141
新科祥园,126
Old Summer Palace Park,123
北京市中关村医院,99
北京东站,79
通州站二场,68
Renmin University of China,62
Imperial City,58
花园路-中关村边界,56
中关村e世界,53
中关村322号楼,50
通州站,44
潮白河,43
北京市八一学校,38
Zhongnanhai,38
花园路-学院路边界,38
世纪科贸大厦B座,33
中关村945号楼,32
CNIC,32
High School Affiliated to Renmin University,30
北京金融街,29
海淀交通支队中关村大队,27
中关村324号楼,27
海淀文化艺术大厦,26
蓝景丽家 大钟寺家居广场,21
北小河,19
空间会议中心,19
北京市中关村中学,17
骏马大酒店,17
望和公园南园,16
中华人民共和国自然资源部(西四办公区),16
龙湖唐宁one,16
中科大厦B座,16
Beijing Jiaotong University,15
声学所节能小区,15
融科资讯中心C座,14
"Bldg No. 1, Guanghua School of Management",14
海淀南路6号楼,13
北京热力,13
"DaYunCun, Dorms",13
Beijing University of Civil Engineering and Architecture - Xicheng Campus,13
银网中心,12
Hengxing Mansion,11
中国科学院电子科学研究所,11
知春路,11
"Institute of Acoustics, Chinese Academy of Sciences",11
Zhonghai Lake,10
中国科学院计算技术研究所,10
四道口北街36号院,10
张家坟干渠,10
苹果社区北区,9
Beijingbei Railway Station,9
National Library of China,8
天恒·学院里,8
Tsinghua University,6
怡升园,6
中科资源大厦,5
智能化大厦,5
维亚大厦,5
Peking University Hospital of Stomatology,5
清春一回;清春二回,5
ECO 中科爱克,5
CapitaMall Xizhimen,4
西城区厂桥小学,4
Wenyu River,4
德宝新园小区,4
中关村913号楼,4
Ministry of Transportation PRC,4
太月园小区,4
小白楼,3
Qing river,3
Science Building No. 1,3
航天恆星大廈,3
中关村体育场,3
中关村海关辑私分局,3
京东科技大厦（原翠宫饭店）,3
"Institute of Mechanics, Chinese Academy of Sciences",3
理想大厦,3
小月河,2
北京中科启元学校,2
转河,2
中科大厦A座,2
紫金数码园5号楼,2
自动化所食堂,2
北京卫星制造厂,1
中冶集团建筑研究总院,1
Science Building No. 5,1
地铁知春路站,1
18号楼,1
Sinopec,1
中国工商银行海淀支行,1
新街口百货,1
中国人民大学北校区,1
中国妇女儿童博物馆,1
Embassy of Poland,1
