name,count
Renmin University of China,1188
中关村核心区,931
Tsinghua University,104
GuoAocun,77
南锣鼓巷,55
Peking University,40
清华园-中关村边界,31
Zhongguancun Plaza,27
Olympic Forest Park,26
Minzu University of China,23
清华科技园,22
万泉新新家园,21
Beijing West Railway Station,15
北京市海淀区妇幼保健院东南院区,14
龙湖唐宁one,13
Old Summer Palace Park,11
"Institute of Process Engineering, Chinese Academy of Sciences",10
Chinese Academy of Agricultural Sciences,10
华清嘉园,10
Sigma Building,9
海淀路社区,9
维亚大厦,8
北京外国语大学附属小学（魏公村校区）,7
Yayuan Apartment,7
清华园-青龙桥边界,7
求是楼,7
东升园公寓,6
北京市第十九中学,6
双安商场,5
大恒科技大厦,5
水清木华园,5
海淀区双榆树中心小学,5
Beijing Institute of Technology (BIT),4
Peking University Hospital of Stomatology,4
阳春光华橡树园,4
北京市东城区人民政府,4
Beijing Yanshan Hotel,4
稻香园西里,3
北京城乡仓储大超市,3
中国新闻社,3
万柳车辆段,3
1号楼,3
银谷大厦,3
南水北调中线工程总干渠,3
Beijing Foreign Studies University,3
科馨社区,3
世纪金源购物中心,3
Cyber Tower B,2
双榆树公园,2
Crowne Plaza Beijing Zhongguancun,2
航天恆星大廈,2
京东科技大厦（原翠宫饭店）,2
北京市海淀区万泉小学（北校区）,2
中关村海关辑私分局,2
海淀文化艺术大厦,2
双榆树北里13号楼,2
China Youth University of Political Studies,2
知春公园,2
Bank of Beijing,2
怡升园,2
清华园-东升边界,2
海淀区中关村第二小学华清校区,2
High School Affiliated to Renmin University,2
五道口公交场站,2
物理学院楼,2
People's Education Press,2
世纪科贸大厦C座,2
北京市第十九中学（阳春光华校区）,2
双榆树北里17号楼,2
城乡购物中心,2
蓝旗营教师住宅区,1
朱家坟三里,1
北京市水源三厂,1
Beijing University of Chemical Technology(West Campus),1
海淀清真古寺,1
颐和园-紫竹院-动物园  摆渡船,1
阜成门外大街乙-40号院,1
二河开地区,1
"Area D, College of Chemistry and Molecular Engineering, Peking University",1
中国人民解放军警卫第一师,1
名商大厦,1
中关村913号楼,1
6号楼,1
新纪元家园,1
万柳蜂鸟家园,1
汇新家园西区,1
巴沟公园,1
中关村e世界,1
Chengfu Yuan,1
中国人民大学北校区,1
世纪科贸大厦B座,1
Old Tsinghuayuan Station Park,1
双榆树北里15号楼,1
"Institute of Electrical Engineering, Chinese Academy of Sciences",1
Xiaoyue River,1
