name,count
Renmin University of China,6558
"DaYunCun, Dorms",1062
北京热力,740
海淀区星火小学,498
知春路,343
花园路-北太平庄边界,338
北京西站,320
中关村核心区,238
西单商业区,184
护城河（已盖板）,164
北京金融街,135
Beijing West Railway Station,121
Xiamen Commerce Hotel,106
花园路-中关村边界,72
High School Affiliated to Renmin University,70
Beijing Normal University (BNU),48
Chinese Academy of Agricultural Sciences,43
花园路-学院路边界,41
转河,40
晓月湖公园,40
"Beijing Anzhen Hospital, Capital Medical University",39
南水北调中线工程总干渠,33
北京师范大学第三附属中学（南校区）,31
枫蓝国际中心,29
世纪嘉园,25
月坛公园,25
三义庙社区西区,25
太平湖车辆段,22
华亭嘉园,19
海淀丰台界线,19
Beijing Institute of Technology (BIT),18
西城区阜成门外第一小学,17
Yayuan Apartment,17
中华全国总工会,16
火箭军特色医学中心,15
和平门路口,15
长馨园西区,15
北航科技园,14
Beijing Fun,12
中国人民大学北校区,12
东润时代大厦,12
依莲轩,12
Beijing University of Civil Engineering and Architecture - Xicheng Campus,10
供电局大学学生公寓,9
京张铁路遗址公园,9
求是楼,8
声学所节能小区,8
马连道中里,8
京东科技大厦（原翠宫饭店）,8
Xizhimen,8
塔院迎春园,7
CapitaMall Xizhimen,7
Quatum Plaza,6
中国计划生育委员会,6
大钟寺站,6
九子河,6
Beijing Zoo,6
大运村公交场站,5
Suyuan Apartment,5
北京邮电大学附属小学（文慧园校区）,5
新海苑,5
中国人民解放军陆军装甲兵学院,5
丽金智地中心,5
海淀交通支队中关村大队,4
北京市海培学校健翔校区,4
三里河一区5号院,4
宣武门路口,4
马连道北里,4
人民大学南路1号院,3
中国标准化研究所,3
卢沟桥南里,3
Sigma Building,3
北京市新华印刷厂,3
Kindergarten of the General Administration of military affairs,3
山水莲逸,3
元大都城垣遗址公园,3
Fujian Hotel,3
南礼士路公园,2
北京市计量检测科学研究院(北苑路),2
明光村小区,2
人大附中实验小学,2
Central University of Finance and Economics,2
北京联合大学学院路校区,2
国美电器安贞店,2
供电局口,2
中冶集团建筑研究总院,2
航南大厦B座,2
浙江大厦,1
金水河,1
坤讯大厦,1
China Aviation Tech Building,1
知春嘉园4号楼,1
航南大厦A座,1
怡升园,1
Beijingbei Railway Station,1
大明濠,1
国家税务总局北京市朝阳区税务局,1
五牌楼,1
花园桥地铁6号线,1
新世界商品交易市场,1
中车北京二七机车公司,1
Lotus River,1
Beijing No.35 High School,1
中外交流大厦,1
RDFZ Residential Building,1
西便门公园,1
锦秋国际大厦,1
北小河,1
1号楼,1
张家坟干渠,1
Qing river,1
Wenyu River,1
清春一回;清春二回,1
