name,count
"Institute of Mechanics, Chinese Academy of Sciences",65
"Institute of Physics, Chinese Academy of Sciences",42
Renmin University of China,26
清华科技园,21
清华园-中关村边界,11
Tsinghua University,10
中国科学院东南小区,9
北京市中关村中学,6
蓝旗营教师住宅区,6
中国科学院电子科学研究所,5
"Institute of Electrical Engineering, Chinese Academy of Sciences",5
华清商务会馆,5
华清嘉园,4
西新隆商场,4
海淀丰台界线,4
光耀东方广场,4
搜狐媒体大厦,3
北京中科启元学校,3
新科祥园,3
清华园-东升边界,3
融科资讯中心C座,2
Beijing West Railway Station,2
有色院小区,2
北京陈经纶中学民族分校,2
"Institute of Acoustics, Chinese Academy of Sciences",2
清华园-海淀边界,2
CapitaMall Xizhimen,2
"Institute of Process Engineering, Chinese Academy of Sciences",1
五道口,1
Peking University,1
知春路,1
科电大厦,1
望和公园南园,1
中关村911号楼,1
中国科学院计算技术研究所,1
京东科技大厦（原翠宫饭店）,1
Xizhimen,1
"Beijing Shijitan Hospital, Capital Medical University",1
The Affiliated High School of Peking University,1
