name,count
Tsinghua University,1470
Yuyuantan Park,540
中关村核心区,196
富盛大厦,105
China University of Geosciences at Beijing,81
清华园-东升边界,63
清华园-青龙桥边界,54
Beijing Language and Culture University,37
National Library of China,33
清华科技园,28
花园路-学院路边界,24
Peking University,19
中科大厦B座,17
Interwest International (Zhu Yu International),16
清春一回;清春二回,15
翠微西里,14
Chengfu Yuan,13
Beijing Institute of Technology (BIT),9
五道口,6
清华园-中关村边界,5
国海广场,5
中国科学技术信息研究所,5
小天鹅公园,4
Sinopec,4
中科大厦A座,2
花园桥地铁6号线,2
Old Summer Palace Park,2
颐和园-紫竹院-动物园  摆渡船,1
清华园-海淀边界,1
蓝旗营教师住宅区,1
