name,count
Peking University,413
中关村核心区,227
Tsinghua University,204
University of Science and Technology Beijing,65
海淀路社区,39
Chinese Academy of Agricultural Sciences,27
普惠北里,26
华清嘉园,19
清陆军部和海军部旧址,18
Science Building No. 3,17
梅地亚中心,16
Centergate Como,15
CapitaMall Xizhimen,14
Beijing Zoo,14
护城河（已盖板）,13
Heijing Gongzhufu,12
清华园-中关村边界,11
彩电宿舍小区,10
曙光防灾教育公园,9
"Institute of Process Engineering, Chinese Academy of Sciences",9
崇礼住宅,9
"Institute of Physics, Chinese Academy of Sciences",9
Beijing University of Civil Engineering and Architecture - Xicheng Campus,9
普惠南里,9
龙湖唐宁one,9
Beijing Language and Culture University,8
"PBC School of Finance, Tsinghua University",8
Renmin University of China,8
National Library of China,6
花园路-学院路边界,6
国防大学军事文化学院,6
中科大厦B座,6
Nan Ma Chang Reservoir,6
Minzu University of China,6
海淀区教师进修学校附属实验学校,6
汤泉逸墅-北区,6
Science Building No. 2,6
Beijing Western Hills National Forest Park,6
大钟寺站,5
北京水利医院,5
京张铁路遗址公园,4
"Institute of Mechanics, Chinese Academy of Sciences",4
中关村体育场,4
Beijing No.35 High School,4
"Bldg No. 1, Guanghua School of Management",4
China University of Geosciences at Beijing,4
双榆树西里3号楼,4
东升大厦C座,4
清华园-东升边界,4
海淀区双榆树第一小学,4
南水北调中线工程总干渠,3
清华科技园,3
Sigma Building,3
京东科技大厦（原翠宫饭店）,3
China Central Television,3
海淀区中关村第二小学华清校区,3
中国科学院电子科学研究所,3
"Institute of Acoustics, Chinese Academy of Sciences",3
中国卫星通信大厦,2
国家行政学院,2
中华人民共和国武装警察部队总部,2
Beijing Administrative College,2
银谷大厦,2
中关村海关辑私分局,2
双安商场,2
宣武门路口,2
中国科学院东南小区,2
孔乙己（北京老店）,2
清春一回;清春二回,1
小天鹅公园,1
八大处山庄,1
China Aviation Tech Building,1
中科大厦A座,1
中关村913号楼,1
门头馨村（北二区）,1
中国宋庆龄青少年科技文化交流中心,1
缘溪家园,1
恒润国际大厦,1
门头馨园南区,1
丹青圃公园,1
花园桥地铁6号线,1
中关村学院,1
国家自然科学基金委,1
Meteorological Bureau,1
Our Lady of Mount Carmel (West Church,1
新街口百货,1
Beijing Foreign Studies University,1
21楼,1
Qing river,1
北京大学医学部,1
Beijing Xijiao Airport,1
京泉馨苑东里,1
Sinar Mas Life Sciences Building,1
张家坟干渠,1
北小河,1
永泰·自在香山公园,1
Suyuan Apartment,1
