name,count
Tsinghua University,15413
Old Summer Palace Park,2595
中国科学院大学（中关村校区）,2148
清华园-东升边界,2016
Beihang University,1498
中关村核心区,1001
清华园-中关村边界,943
东方新天地,714
海淀高等职业教育学院,713
香山公园,649
"Institute of Physics, Chinese Academy of Sciences",613
University of Science and Technology Beijing,513
清华园-青龙桥边界,450
Beijing Jiaotong University,381
自动化大厦,371
清华科技园,353
Chinese Academy of Agricultural Sciences,340
二河开地区,326
Beijing Normal University (BNU),311
海淀文化艺术大厦,220
Peking Union Medical College Hospital,214
"PBC School of Finance, Tsinghua University",207
Peking University,166
Centergate Como,147
China University of Geosciences at Beijing,142
五道口,133
智能化大厦,131
花园路-北太平庄边界,124
Beijing Botanical Garden,109
蓝旗营教师住宅区,99
"Institute of Mechanics, Chinese Academy of Sciences",94
知春路,92
科馨社区,82
中国人民解放军军事科学院,82
自动化所食堂,82
京张铁路遗址公园,75
海淀区中关村第二小学华清校区,75
海淀交通支队中关村大队,75
中国科学院微电子研究所,74
CapitaMall Xizhimen,71
花园路-中关村边界,71
北京万寿康医院,66
燕归园,66
Zhongguancun Plaza,63
中华人民共和国商务部,63
Chengfu Yuan,61
Beijing Language and Culture University,61
中国国际展览中心,61
中国林业科学研究院,59
Hengxing Mansion,56
Beijingbei Railway Station,55
声学所节能小区,53
华清嘉园,53
北旱河,51
"National Botanical Garden, Chinese Academy of Sciences",49
中关村e世界,46
世纪科贸大厦B座,45
龙湖唐宁one,44
骏马大酒店,44
Xiamen Commerce Hotel,43
Former Site of Peking Union Medical College,42
世纪科贸大厦A座,41
中关村北二条甲1号院,40
西王庄小区,39
Northern Territory,36
Beijing Sport University,36
一亩园社区,35
蓝景丽家 大钟寺家居广场,33
大钟寺站,32
中国科学院东南小区,31
转河,30
银网中心,28
新科祥园,28
华清商务会馆,26
华严里东区,25
北京卫星制造厂,24
Sillicon Valley Bright City,24
东源停车场,21
Summer Palace,21
北京市中关村中学知春分校,19
海淀路社区,17
中国社会科学院台湾研究所,17
中国工商银行海淀支行,15
大有庄,15
北宫门站,14
北京市中关村中学,13
"Institute of Chemistry, Chinese Academy of Sciences",13
东升大厦C座,13
怡升园,13
ECO 中科爱克,13
旱河,13
北京医院,12
厢红旗四号院,12
Renmin University of China,12
China Aviation Tech Building,11
香山颐和宾馆,10
四道口北街36号院,10
护城河（已盖板）,10
Old Tsinghuayuan Station Park,9
"Institute of Process Engineering, Chinese Academy of Sciences",9
北京市中关村医院,9
CNIC,9
Crowne Plaza Beijing Zhongguancun,8
塔院迎春园,8
China Ethnic Culture Park,8
中关村海关辑私分局,8
中国科学院地震研究所,8
Central Party School of the Communist Party of China,8
万泉河,8
新科研楼,7
世纪科贸大厦C座,7
中央党校研究生院,7
银谷大厦,6
Quatum Plaza,6
"Sanbo Brain Hospital, Capital Medical University",6
Sinopec,6
东源大厦,5
18号楼,5
理想大厦,5
荷清园,4
中关村945号楼,4
北京联合大学学院路校区,4
紫金数码园5号楼,4
清华园-海淀边界,4
水清木华园,4
清春一回;清春二回,4
"National Space Science Center, CAS",4
国家自然科学基金委,3
北京热力,3
中国科学院地质与地球物理研究所,3
Beijing University of Civil Engineering and Architecture - Xicheng Campus,3
博创后院,3
中国铁道科学研究院,3
清华附中朝阳学校,3
航天恆星大廈,3
北京地铁12号线 和平西桥站,3
新奥工学大楼,3
遗光寺-2号院,3
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,3
中关村912号楼,2
领航科技大厦（原中国艺术品大厦）,2
Science Building No. 5,2
中国科学院电子科学研究所,2
战略支援部队网络系统部第十局 61886部队,2
动物园交通枢纽,2
北京第一〇一中学,2
同庆街,2
挂甲塔门楼（塔门洞）,2
#8 停车场,2
三才堂甲62号院,2
元大都城垣遗址公园,2
北京大学医学部,2
豪景大厦,2
中国卫星通信大厦,1
空间会议中心,1
The Affiliated High School of Peking University,1
北京东升花园中心,1
香河园中里,1
Ba River,1
二河书屋,1
Dongdan,1
东王庄小区,1
Accelerator Building of Peking University,1
Peking University Press,1
"Zhongguancun Campus, University of Chinese Academy of Sciences",1
中科大厦B座,1
Xizhimen,1
