name,count
Tsinghua University,545
China University of Geosciences at Beijing,89
清华园-东升边界,40
东方新天地,15
建国门桥,13
"Institute of Physics, Chinese Academy of Sciences",12
Sigma Building,7
清华园-中关村边界,7
清春一回;清春二回,6
"Institute of Chemistry, Chinese Academy of Sciences",6
新科祥园,6
"Institute of Acoustics, Chinese Academy of Sciences",5
五道口,4
紫金数码园5号楼,4
东源停车场,4
Qing river,4
知春路,3
中国石化大厦,3
"Institute of Mechanics, Chinese Academy of Sciences",3
Beihang University,3
京张铁路遗址公园,3
Beijing Union University (Beishihuan Campus),2
北京市朝阳外国语学校亚运村校区,2
中关村中学,2
怡升园,2
东源大厦,2
Dongdan,2
北京站街北口,2
自动化大厦,2
护城河（已盖板）,1
花园路-学院路边界,1
大运村公交场站,1
"PBC School of Finance, Tsinghua University",1
Chen Jinglun Middle School - Jiaming Campus,1
CapitaMall Xizhimen,1
"Institute of Process Engineering, Chinese Academy of Sciences",1
中关村海关辑私分局,1
中国社会科学院台湾研究所,1
中国科学院大学（中关村校区）,1
清华科技园,1
raycom-b,1
银河SOHO,1
