name,count
Tsinghua University,168819
Renmin University of China,5708
中关村核心区,5278
清华园-东升边界,3872
清华科技园,2984
清华园-中关村边界,2606
Beijing Normal University (BNU),2366
中汇广场,1870
华清嘉园,1771
南水北调中线工程总干渠,1309
东方时尚驾校,1293
万柳怡水园,1180
总部基地11区,876
中国人民解放军总医院第七医学中心,849
五芳园,794
京张铁路遗址公园,720
西单商业区,714
Peking University,703
万柳亿城中心,661
Olympic Park,649
Beijing Forestry University,639
五道口,595
北京中央商务区,574
"PBC School of Finance, Tsinghua University",534
新起点嘉园,512
Chinese Academy of Agricultural Sciences,501
Northern Territory,484
Old Summer Palace Park,465
蓝旗营教师住宅区,449
Beihang University,418
西王庄小区,397
Beijingbei Railway Station,379
清华园-青龙桥边界,357
总部基地7区,340
"DaYunCun, Dorms",334
清春一回;清春二回,321
CapitaMall Xizhimen,298
北京市第十九中学,288
Chengfu Yuan,281
荷清大厦,270
"Institute of Physics, Chinese Academy of Sciences",244
碱河,234
国宜广场,226
知春路,224
华源世纪商务楼,218
Beijing Zoo,217
中国人民解放军海军总部,215
世纪森林公园,204
海淀路社区,203
护城河（已盖板）,196
Beijing University of Posts and Telecommunications,194
科馨社区,189
Centergate Como,179
华清商务会馆,172
Beijing EMU Depot,166
静淑苑,165
潮白河,165
China Institute of Industrial Relations,152
解放军空军参谋部,146
Forbidden City Moat,143
花园路-学院路边界,139
Beijing Institute of Technology (BIT),137
国家自然科学基金委,134
东源停车场,123
花园路-北太平庄边界,119
College of Urban and Environmental Sciences,116
转河,111
狼垡集体租赁住房,110
丰台西站II场,109
大钟寺站,103
紫金大厦,102
China University of Geosciences at Beijing,97
Peking University Hospital of Stomatology,95
"Institute of Mechanics, Chinese Academy of Sciences",94
Haidian Park,91
花园路-中关村边界,88
"Institute of Process Engineering, Chinese Academy of Sciences",87
Beijing Language and Culture University,86
The General Hospital of the People's Liberation Army,84
Beijing Foreign Studies University,80
永定河灌渠,80
北京城乡仓储大超市,79
东源大厦,76
建国门桥,75
中国科学院电子科学研究所,73
柏儒苑,72
金家村,71
海淀区中关村第二小学华清校区,70
计量科学院家属院,69
三义庙社区西区,67
万泉河,65
Xizhimen,64
北京金融街,60
"Zhongguancun Campus, University of Chinese Academy of Sciences",59
西直门北大街43号院,57
东方新天地,57
Old Tsinghuayuan Station Park,55
紫金庄园1号楼,53
Beijing West Railway Station,51
求是楼,50
东升大厦C座,48
锦秋家园,46
Imperial City,46
Bank of Beijing,45
总部基地12区,43
Wangjing West Transport Hub,43
赛特+购物中心,43
城环·景观花园,40
中关村中学,39
Zhongguancun Plaza,38
中国计量科学研究院,37
新科祥园,36
Liquid Crystal Bldg,34
北京市公安局海淀分局,34
迈豪时代,32
人民大学南路1号院,32
Institute of Architecture and Landscape,31
城乡购物中心,31
冬奥公园,30
中关村论坛永久会址,30
北京公交驾校,29
皇城根遗址公园,28
Naoshikou,28
清华园-海淀边界,27
PetroChina,27
双清路18号院 半导体研究所家属区,26
双榆树西里3号楼,26
中国科学院生态环境研究中心,26
中国社会科学院台湾研究所,25
中国中医科学院西苑医院,24
苏州街33号公寓,24
海淀丰台界线,24
WF CENTRAL,24
阜石路南侧绿地公园,23
Beijing Mall,23
锋尚国际公寓,22
北京市海淀区妇幼保健院东南院区,22
衙门口城市森林公园西区,21
总部基地8区,21
中华人民共和国商务部,20
北京罗马花园,20
鲁艺上河村,20
金水河,19
城市经典西区,19
High School Affiliated to Renmin University,18
Interwest International (Zhu Yu International),18
维亚大厦,17
