name,count
中关村核心区,2762
香山公园,2302
海淀文化艺术大厦,312
Zhongguancun Plaza,302
中国工商银行海淀支行,195
京张铁路遗址公园,179
清华园-东升边界,135
花园路-中关村边界,82
Summer Palace,80
Peking University,68
北京万寿康医院,63
知春路,63
Central Party School of the Communist Party of China,61
大有庄,56
Old Summer Palace Park,51
北旱河,48
五道口,47
"National Botanical Garden, Chinese Academy of Sciences",45
Chengfu Yuan,27
怡升园,22
中国林业科学研究院,21
Olympic Forest Park,18
中关村913号楼,17
东源停车场,16
Sigma Building,16
遗光寺3号院 军科院家属区,15
花园路-北太平庄边界,10
遗光寺-2号院,6
清华园-中关村边界,6
中央党校研究生院,5
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,5
中国中医科学院西苑医院,4
中国人民解放军军事科学院,4
中国科学院档案馆,4
一亩园社区,4
Tsinghua University,4
中关村论坛永久会址,3
Beijing Institute of Technology (BIT),3
旱河,3
学院路街道城建第四社区卫生服务站,2
"Sanbo Brain Hospital, Capital Medical University",2
High School Affiliated to Renmin University,2
Chinese Academy of Agricultural Sciences,2
Beijing Jiaotong University,2
Beijing Forestry University,2
清华园-青龙桥边界,2
University of International Relations,2
清华园-海淀边界,1
声学所节能小区,1
万泉河,1
四季曙光公园,1
漫心酒店,1
解放军空军参谋部,1
中央军事委员会训练管理部,1
龙湖颐和原著,1
领航科技大厦（原中国艺术品大厦）,1
国家自然科学基金委,1
Community Wall,1
紫金数码园5号楼,1
清华园-燕园边界,1
