name,count
花园路-北太平庄边界,9937
中关村核心区,1077
马甸公园,1010
元大都城垣遗址公园,541
Chinese Academy of Agricultural Sciences,425
北京地铁12号线 和平西桥站,359
北京中央商务区,313
新纪家园,313
知春路,311
Beihang University,311
光熙门北里,283
北京地铁12号线安华桥站,268
中央军委科学技术委员会,258
计量科学院家属院,250
Sigma Building,222
北京公交五路居场站,200
塔院迎春园,200
有研科技创新中心,198
小月河,176
China Aviation Tech Building,168
中国计划生育委员会,141
北航科技园,138
18号楼,127
半岛国际公寓,116
中国计量科学研究院,115
Beijing University Of Chemical Technology,114
望和公园南园,99
北京地铁12号线马甸桥站,89
中国建筑科学研究院,72
"DaYunCun, Dorms",67
花园路-中关村边界,67
中国国际展览中心,66
阳光·丽景南区,61
Quatum Plaza,61
双安商场,60
如苑公园,54
慧忠里公共汽车站,54
太阳宫广场,52
Xiamen Commerce Hotel,52
富盛大厦,52
知春嘉园1号楼,50
Beijing Union University (Beishihuan Campus),49
Renmin University of China,49
北京市信息管理学校（花园路校区）,48
花园路-学院路边界,47
大运村公交场站,47
北京市城市河湖处土城河道管理所,47
北京联合大学学院路校区,45
北土城西路小区,41
知春嘉园3号楼,40
第五大道购物广场,36
安贞拾光,36
国家奥林匹克体育中心,36
锦秋国际大厦,35
伊藤洋华堂,33
北京罗马花园,33
北京联合大学外馆斜街校区,31
博创后院,30
慧忠北里第二社区,28
易亨大厦,28
DT51,27
GOME Electrical Appliances,27
知春嘉园4号楼,27
北京站街北口,26
北京鸿华国际高尔夫球会,25
浙江大厦,22
知春嘉园2号楼,22
锦鸿阁,21
坤讯大厦,20
新世界百货,20
航南大厦A座,17
Datunlu East,17
黄寺大街25号院,17
Fujian Hotel,16
中国标准化研究所,16
智能化大厦,15
"College of Arts and Design, Beijing University of Technology",15
万方景轩,15
和平西桥,15
知春路大球场,14
Anlilu,14
朝阳师范学校附属小学太阳星城校区,14
深房大厦,14
西坝河西里社区,13
航南大厦B座,13
京张铁路遗址公园,13
中国科学院微电子研究所,13
和平街十二区,12
华汇公园,11
天丰利生活MALL,11
中粮广场,11
国美电器安贞店,11
北京东站,10
中灿苑-二区,10
西黃寺（中国藏语系高级佛学院）,10
中关村海关辑私分局,9
远望楼宾馆,9
Central University of Finance and Economics,9
德外大街4号院,9
中国卫星通信大厦,8
玫瑰园,8
太阳蓝天启航双语幼儿园,8
城建大厦,8
Dongdan Park,7
Dongdan,7
双天大厦,6
中国工商银行海淀支行,6
安慧东里,6
中国农业科学院附属小学（农科院校区）,6
Ba River,6
地铁知春路站,6
北京白鹿收费站,5
永定路西里,5
地铁12号线区间竖井,5
环球贸易中心A座,4
环球贸易中心B座,4
德外大街6号院,4
Lu Yu Xuan Tea House,4
Taiyanggong,4
北京陈经纶中学嘉铭分校（欧陆校区）,3
左家庄北里（北区）,3
锦绣馨园小区,3
北京师范大学第三附属中学,2
雍和宫,2
清春一回;清春二回,2
水星园,2
Ministry of Transportation PRC,2
Anzhen Yongxi Park,2
中国木偶艺术剧院,2
中国科学院大气物理研究所铁塔分部,2
华联商厦,2
中化,2
朝阳师范学校附属小学本部,1
Taiyanggong Park,1
明光村棚户区改造,1
Shuangxiugong yuan,1
安外大楼,1
华严里,1
护城河（已盖板）,1
柳芳北里社区,1
中国科学院地质与地球物理研究所,1
北京热力,1
凯德MALL,1
通惠河灌渠,1
