name,count
Summer Palace,3176
Renmin University of China,1649
Kunming Lake,1387
慧忠北里第二社区,431
Tsinghua University,394
Sigma Building,377
花园路-北太平庄边界,337
清春一回;清春二回,291
Chinese Academy of Agricultural Sciences,252
南湖,243
"Institute of Physics, Chinese Academy of Sciences",225
"DaYunCun, Dorms",142
领航科技大厦（原中国艺术品大厦）,139
国家奥林匹克体育中心,118
知春路,117
中关村海关辑私分局,111
中关村核心区,105
京张铁路遗址公园,103
China Aviation Tech Building,102
苏州河,89
元大都城垣遗址公园,74
京东科技大厦（原翠宫饭店）,71
Olympic Forest Park,67
Anlilu,66
北京卫星制造厂,62
五道口,59
中国科学院东南小区,53
中国科学院地震研究所,51
清华园-东升边界,51
海淀交通支队中关村大队,47
第五大道购物广场,46
北航科技园,45
花园路-中关村边界,40
和睦家京北妇儿医院,39
博创后院,39
自动化大厦,38
Old Summer Palace Park,38
大运村公交场站,38
花园路-学院路边界,37
北京市中关村医院,35
中国工商银行海淀支行,34
马哥孛罗大大厦,33
中国计划生育委员会,30
Quatum Plaza,30
中国卫星通信大厦,29
锦秋家园,27
Beijing Normal University (BNU),26
塔院迎春园,25
北京交通大学附属中学第二分校,25
怡升园,23
Beihang University,23
清华科技园,23
Xiamen Commerce Hotel,22
声学所节能小区,22
新科祥园,22
Beijing Jiaotong University,20
海淀文化艺术大厦,20
紫金数码园5号楼,18
北京联合大学学院路校区,17
求是楼,17
Peking University,15
骏马大酒店,14
航南大厦A座,13
知春嘉园4号楼,13
望和公园南园,13
Nanheyan,11
慧忠里公共汽车站,11
中国科学院大学（中关村校区）,11
满庭芳园,11
马甸公园,10
王府井银泰in88,10
石油化工科学研究院,9
新街口外大街四号院,8
Waijinshui River,7
王庄路15号院,7
北京西站,7
清华园-青龙桥边界,7
Shuangxiugong yuan,7
金水河（已盖板）,7
宏嘉丽园,7
北辰·新空间,7
中国科学院电子科学研究所,6
大屯文化广场,6
华清商务会馆,6
High School Affiliated to Renmin University,6
地铁知春路站,6
小月河,6
王庄路27号院,6
中航广场,6
Yayuan Apartment,6
ECO 中科爱克,5
清华园-中关村边界,5
Jingyi Sci-Tech Building,5
知春嘉园3号楼,5
Yu River,5
Beijing International Convention Center,5
中国科学院地质与地球物理研究所,4
Taiyanggong Park,4
华清嘉园,4
徐悲鸿纪念馆,4
锦秋国际大厦,4
北土城西路小区,4
"PBC School of Finance, Tsinghua University",3
太平湖车辆段,3
Beijing University of Posts and Telecommunications,3
知春嘉园1号楼,3
官悦欣园A区,3
中国标准化研究所,3
The Affiliated High School of Peking University,2
西单商业区,2
北京热力,2
东方新天地,2
豪景大厦,2
富海大厦,2
北京市什刹海运动学校,2
望湖公园,2
智能化大厦,2
科馨社区,2
挂甲屯社区（拆迁中）,2
China University of Geosciences at Beijing,2
知春嘉园2号楼,2
Meteorological Bureau,2
远大园四区,2
思博灵斯乐学园,2
北京东站,2
双榆树西里1号楼,1
"Institute of Mechanics, Chinese Academy of Sciences",1
北小河,1
明光村小区,1
北京交通大学东校区,1
西直门北大街43号院,1
Toilet,1
海淀区双榆树第一小学,1
双榆树公园,1
双榆树北里16号楼,1
转河,1
海淀区中关村第四小学,1
Beijingbei Railway Station,1
Beijing Zoo,1
宣武门路口,1
中华人民共和国生态环境部,1
Wangfujing,1
Beijing apm,1
王府井淘汇新天购物广场,1
护城河（已盖板）,1
观礼台,1
北京市第五中学分校（地安门校区）,1
Yandai Byway,1
中建壹品·学府公馆,1
Liuyin Park,1
Dazhong Temple,1
CapitaMall Xizhimen,1
中国科学院植物研究所宿舍,1
中国农业科学院作物科学研究所,1
北京市第十九中学,1
远大园五区,1
北京怡德医院,1
圣华里,1
北京迎宾中升丰田汽车销售服务有限公司,1
Peking University Hospital of Stomatology,1
Minzu University of China,1
Qing river,1
世纪科贸大厦B座,1
中关村945号楼,1
大恒科技大厦,1
坤讯大厦,1
太月园小区,1
银网中心,1
