name,count
中关村核心区,1209
北京西站,652
京张铁路遗址公园,259
Beihang University,200
怡升园,140
Beijingbei Railway Station,95
Zhongguancun Plaza,67
声学所节能小区,55
护城河（已盖板）,41
CNIC,39
花园路-中关村边界,33
中关村322号楼,31
CapitaMall Xizhimen,30
Tsinghua University,28
北京机务段北京西运用车间,25
自动化大厦,23
海淀交通支队中关村大队,22
东方新天地,22
Sigma Building,21
"Institute of Physics, Chinese Academy of Sciences",20
新科祥园,18
中关村e世界,13
China Aviation Tech Building,12
Beijingxi Depot,11
北京市第十四中学（高中部）,11
daoxiangcun,11
中国科学院东南小区,9
中科大厦B座,8
智能化大厦,7
海淀文化艺术大厦,7
紫金数码园5号楼,6
冬奥公园,5
银网中心,4
"Zhongguancun Campus, University of Chinese Academy of Sciences",4
北京金融街,3
清春一回;清春二回,3
转河,3
北京市中关村中学,3
知春路,3
ECO 中科爱克,3
槐树岭1号院,2
大钟寺站,2
知春公园,2
北京卫星制造厂,2
理想大厦,1
骏马大酒店,1
中国工商银行海淀支行,1
中国科学院大学（中关村校区）,1
"DaYunCun, Dorms",1
科馨社区,1
空间会议中心,1
花园路-北太平庄边界,1
China University of Geosciences at Beijing,1
蓝景丽家 大钟寺家居广场,1
Beijing West Railway Station,1
北京西站南广场,1
工美大厦,1
