name,count
Peking University,16768
中关村核心区,7039
Olympic Park,1891
龙形水系,400
海淀路社区,294
花园路-学院路边界,199
"Institute of Electrical Engineering, Chinese Academy of Sciences",112
建国门桥,90
清华园-中关村边界,82
中央军委科学技术委员会,72
Resource Hotel,62
海淀文化艺术大厦,59
中关村体育场,50
银网中心,38
科馨社区,38
中国科学院电子科学研究所,37
Zhongguancun Plaza,37
Peking University Library,33
豪景大厦,31
21楼,24
Sigma Building,22
Anlilu,22
清河收费站,21
Bank of Beijing,18
京张铁路遗址公园,18
Science Building No. 3,18
新科祥园,17
蓝旗营教师住宅区,16
Old Summer Palace Park,16
中关村e世界,15
Tsinghua University,14
Xiaoyue River,14
"Institute of Acoustics, Chinese Academy of Sciences",12
中科大厦A座,11
Sinar Mas Life Sciences Building,11
中国科学院东南小区,9
Crowne Plaza Beijing Zhongguancun,9
The Affiliated High School of Peking University,8
24楼,8
护城河（已盖板）,7
清华园-海淀边界,6
22楼,6
畅春园·食街（装修中）,5
东花市北里东区,5
燕归园,5
华清商务会馆,5
"Institute of Physics, Chinese Academy of Sciences",5
京东科技大厦（原翠宫饭店）,5
Sinopec,5
理想大厦,5
China Science and Technology Museum Former Site,4
领航科技大厦（原中国艺术品大厦）,4
清春一回;清春二回,3
北京地铁12号线安华桥站,3
19楼,3
南长街南口,3
北京市朝阳外国语学校小学部（232校区）,3
自动化大厦,2
中国科学院档案馆,2
挂甲屯社区（拆迁中）,2
海淀区中关村第二小学,1
小月河,1
花园路-中关村边界,1
阳光·丽景南区,1
国家奥林匹克体育中心,1
万泉河,1
五道口,1
颐和园-紫竹院-动物园  摆渡船,1
