name,count
中关村核心区,15163
Olympic Park,2699
Beijing 798 Art District,2218
Yuyuantan Park,1838
奥海,1654
Olympic Forest Park,1417
北京中央商务区,1117
知春路,954
花园路-中关村边界,870
京张铁路遗址公园,865
Military Museum of the Chinese People's Revolution,813
龙形水系,703
"DaYunCun, Dorms",615
西单商业区,573
花园路-北太平庄边界,565
Beihang University,514
万寿路4号院,512
The China Millennium Monument,439
Sigma Building,358
建国门桥,309
海淀文化艺术大厦,301
Zhongguancun Plaza,285
Houhai Lake,239
CapitaMall Xizhimen,228
Yu River,221
大钟寺站,221
清华园-东升边界,210
柳芳北里社区东区,203
Xihai Lake,202
中国国际展览中心,197
柳芳北里社区,164
五道口,163
Zhongnanhai,128
北京卫星制造厂,121
Nanxinhao Station,120
左家庄北里西区（左家庄二居民区）,116
Xiamen Commerce Hotel,112
北京机务段北京西运用车间,107
北京市中关村医院,105
翠微南里社区,101
转河,100
Beijing Mall,100
芍药居站,99
Beijingbei Railway Station,98
北京西站,97
中铁广场,96
润民柳芳居,78
Prince Kung's Mansion,77
中国科学院大学（中关村校区）,77
High School Affiliated to Renmin University,76
东源停车场,75
五棵松万达广场,73
北京热力,73
复兴路乙-59号院,73
Taikoo Li Sanlitun South,71
元大都城垣遗址公园,70
欢乐水魔方,68
小瓦窑村休闲公园,65
中关村海关辑私分局,65
China Aviation Tech Building,64
银网中心,57
有色院小区,51
Beijingxi Depot,51
裕华民族大厦,46
Tayuan Diplomatic Residence,46
护城河（已盖板）,43
望京西站,43
北京信达中心,40
北小河,40
中国卫星通信大厦,38
维亚大厦,38
万寿路甲4号院,37
Beijing Fun,33
东方新天地,33
Chaolai Forest Park,33
Nanheyan,32
左家庄科普廉政文化公园,32
北京市朝阳区实验小学左家庄分校,30
中关村913号楼,28
紫金数码园5号楼,27
万寿路六号院,26
中国科学院东南小区,26
北京市中关村中学知春分校,26
Waijinshui River,26
京东科技大厦（原翠宫饭店）,26
Dongdan,25
冬奥公园,25
万寿路8号院,24
北京美尔目医院,24
北航科技园,23
Wangfujing,22
Xizhimen,22
翠微小区,22
西新隆商场,21
苏州街33号公寓,20
中共中央宣传部,19
四道口北街36号院,19
Yandai Byway,19
The Affiliated High School of Peking University,18
左家庄北里南区,18
佳境天城,18
知春公园,18
科技部社区,17
海棠花溪,17
王府井银泰in88,16
清春一回;清春二回,16
中华人民共和国生态环境部,16
领航科技大厦（原中国艺术品大厦）,15
北京站街北口,14
中华人民共和国工业和信息化部,14
第五大道购物广场,14
Anlilu,13
中国工商银行海淀支行,13
daoxiangcun,12
玉带河,12
中国科学院国家空间科学中心（九章大厦B座）,12
Macau Center,11
蓝景丽家 大钟寺家居广场,11
海淀交通支队中关村大队,11
北京穆斯林大厦,11
Tianzhu Country Club Golf Course,10
北京雕塑园地下文化娱乐中心,10
Beijing apm,10
华富丽苑,10
柳芳南里社区,9
民航营业大厦,9
塔院迎春园,8
Crowne Plaza Beijing Zhongguancun,8
Qing river,8
知春嘉园4号楼,8
Jinding Bridge,7
中国社会科学院东厂胡同1号院,7
声学所节能小区,6
北京市八一学校,6
北京坊二期,6
清学部遗址,6
中关村324号楼,5
王府77,5
北京卫戍区司令部、后勤部,5
大运村公交场站,5
怡升园,5
理想大厦,5
中关村322号楼,5
铁道部第一住宅区,4
Changpu River,4
航天恆星大廈,4
莲花河,4
普惠南里,4
万寿宾馆,4
西翠路12号院,4
Shimao Gongsan,3
Yinding Bridge,3
左家庄北里（北区）,3
豪景大厦,3
清陆军部和海军部旧址,3
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,3
北京市玉渊潭中学,3
中国人民大学北校区,2
望京沟,2
Jianguo Hotel Beijing,2
第三置业(东域大厦),2
左家庄东里,2
知春路大球场,2
府右街南口,2
牤牛河,2
Jinshui River,2
Quatum Plaza,2
中国铁道博物馆（正阳门展馆）,1
北京商业管理干部学院,1
海淀南路6号楼,1
Beijing Sport University,1
全国人大,1
左家庄南里小区,1
颐和园-紫竹院-动物园  摆渡船,1
万寿园小区,1
Wangjing West Transport Hub,1
Beijing West Railway Station,1
莲花小区,1
