name,count
中关村核心区,2758
香山公园,2302
海淀文化艺术大厦,312
Zhongguancun Plaza,302
中国工商银行海淀支行,195
京张铁路遗址公园,178
清华园-东升边界,135
花园路-中关村边界,82
Peking University,64
北京万寿康医院,63
知春路,62
Summer Palace,55
北旱河,48
五道口,47
"National Botanical Garden, Chinese Academy of Sciences",45
Old Summer Palace Park,38
Chengfu Yuan,27
怡升园,22
中国林业科学研究院,21
中关村913号楼,17
东源停车场,16
Sigma Building,16
遗光寺3号院 军科院家属区,15
遗光寺-2号院,6
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,5
中国科学院档案馆,4
中国人民解放军军事科学院,4
旱河,3
"Sanbo Brain Hospital, Capital Medical University",2
学院路街道城建第四社区卫生服务站,2
紫金数码园5号楼,1
声学所节能小区,1
