name,count
花园路-学院路边界,1472
Olympic Forest Park,1357
Forbidden City Moat,566
Beijing Normal University (BNU),431
中国科学院电子科学研究所,385
京张铁路遗址公园,353
清华园-东升边界,326
南水北调中线工程总干渠,182
Jingshan Park,157
新科祥园,145
花园路-北太平庄边界,137
Chinese Academy of Agricultural Sciences,128
Olympic Park,110
Tsinghua University,100
五建小区,86
丰台西站II场,76
"Institute of Acoustics, Chinese Academy of Sciences",75
风林绿洲,61
清华园-中关村边界,61
世纪森林公园,57
Beijing Forestry University,54
科学园五区,52
雍和宫,47
中关村核心区,45
北小河,38
清春一回;清春二回,37
龙形水系,34
马甸公园,33
永定河灌渠,30
元大都城垣遗址公园,30
中国科学院东南小区,29
汇新家园,29
"Institute of Mechanics, Chinese Academy of Sciences",27
华清嘉园,25
Xiaoyue River,24
Pangu Plaza,24
China Agricultural University - East Campus,24
张家坟干渠,23
Wenyu River,20
南沙滩平安小区,19
"DaYunCun, Dorms",17
清华东路27号院,17
Qing river,16
绿城·北京诚园,14
融科资讯中心C座,14
树村郊野公园,14
一亩园社区,13
华严北里小区,12
海淀区中关村第三小学（万柳北校区）,12
Beijing University of Posts and Telecommunications,11
GuoAocun,11
"Institute of Physics, Chinese Academy of Sciences",10
汇新家园西区,10
花园路-中关村边界,9
科学园七区,9
北京首钢耐材炉料有限公司,9
IKEA,8
小月河,8
Sinopec,8
Dongzhimen Hospital,8
澳林春天-三期,8
East Lake Residential Complex,7
北京中科启元学校,7
西奥中心,7
Tayuan Diplomatic Residence,7
北京师范大学朝阳附属学校（中学部）,7
海淀区中关村第一小学,7
银网中心,7
万柳体育中心(在建),7
西单商业区,6
科学园四区,6
大运村公交场站,6
China Academy of Railway Sciences National Railway Test Center (Eastern Suburb Branch),6
颐和园-紫竹院-动物园  摆渡船,5
Lianbao Crossing,5
Waijinshui River,5
莲香园,5
北京市社会科学院,5
中汇广场,5
北旱河,5
小中河,5
林萃西里-西区,5
石科院生活区,5
BOM嘻番里,5
北京大学物理学院技术物理系技术物理研究所,5
莲宝路10号院,5
华清商务会馆,4
China Unicom,4
北苑1号院 中国人民解放军63961部队,4
科电大厦,4
Xuanren Temple,4
冬奥公园,4
北京公交集团马官营场站,4
玉带河,4
知春路,4
海淀丰台界线,4
北京公交集团保修分公司一厂,4
中国社会科学院台湾研究所,3
十字坡街北口,3
清华园-青龙桥边界,3
Old Summer Palace Park,3
望京沟,3
China Ethnic Museum,3
清河收费站,3
中国工商银行海淀支行,2
自动化所食堂,2
Cyber Tower B,2
已拆,2
柏林寺,2
Chinatown,2
Changpu River,2
万柳星标家园东区,2
Jinshui River,2
中国教育科学研究院朝阳实验学校（小学高部）,2
安贞拾光,2
莲花河,2
大钟寺站,2
安贞社区公园,2
清华科技园,2
雍和宫小学,1
北京BISS国际学校,1
四区8号楼,1
地铁12号线区间竖井,1
四区2号楼,1
南沙滩50号楼,1
小白楼,1
北京信息科技大学(健翔桥校区),1
西王庄小区,1
正东国际大厦,1
"Zhongguancun Campus, University of Chinese Academy of Sciences",1
东直门外小街8号院,1
花园桥地铁6号线,1
双榆树公园,1
科馨社区,1
