name,count
Beijing Riviera,171
东方新天地,150
University of International Business and Economics,60
广泰西路,36
老山西里,30
建国门桥,29
南湖中园二区,26
北京中央商务区,20
芳圆里ID MALL,20
红星美凯龙至尊MALL,14
北小河,12
中华人民共和国商务部,10
China University of Geosciences at Beijing,8
清春一回;清春二回,7
虹远楼,5
Beihang University,4
Dongdan,4
Shaoyaoju Beili,4
华腾新天地,3
中航广场,3
望京沟,3
护城河（已盖板）,3
五道口,2
花园路-北太平庄边界,2
China Modern Literature Institute,2
Sino-Japan Friendship Center for Environmental Protection (Environmental Development Center of the Ministry of Ecology and Environment),2
望和公园南园,2
Wangjing West Transport Hub,2
北京站街北口,2
中国铁道科学研究院,1
北京东站,1
Wangfujing,1
Wangfujing Bookstore,1
Quatum Plaza,1
小月河,1
Chaoyang Park,1
Beijing Yanshan Hotel,1
航南大厦A座,1
University of Science and Technology Beijing,1
Tsinghua University,1
东源停车场,1
华清嘉园,1
IKEA,1
方舟苑小区,1
太阳宫公园,1
"DaYunCun, Dorms",1
