name,count
Tsinghua University,38556
清华科技园,1775
清华园-东升边界,1511
中关村核心区,1394
五道口,1187
清华园-中关村边界,682
京张铁路遗址公园,454
消夏东里,447
华清嘉园,406
Beihang University,384
Peking University,328
知春路,277
Old Summer Palace Park,271
花园路-北太平庄边界,257
"PBC School of Finance, Tsinghua University",206
Chengfu Yuan,200
Northern Territory,189
"Institute of Physics, Chinese Academy of Sciences",172
清华园-青龙桥边界,162
华清商务会馆,160
东源停车场,148
海淀路社区,137
海淀区九一小学,135
Beijing Forestry University,120
塔院迎春园,104
中国国际展览中心,96
西单商业区,92
北京东升花园中心,88
花园路-中关村边界,84
塔院消夏园,78
东源大厦,65
Beijing Sport University,51
北京大学物理学院技术物理系技术物理研究所,46
Beijing Language and Culture University,45
Sigma Building,42
China Agricultural University - East Campus,42
燕归园,40
大运村公交场站,39
Interwest (Zhu Yu Cheng),30
Sillicon Valley Bright City,28
恩济里小区,26
中关村e世界,24
Old Tsinghuayuan Station Park,24
"DaYunCun, Dorms",24
三顷园,24
北京卫星制造厂,24
海淀文化艺术大厦,23
北航科技园,22
国家自然科学基金委,22
字节跳动 方恒时尚中心,21
清华东路27号院,20
汇智大厦,20
转河,19
"Institute of Process Engineering, Chinese Academy of Sciences",19
18号楼,19
万泉河,17
Peking University Third Hospital,17
学院路科技园东升园,16
元大都城垣遗址公园,16
银网中心,16
东升大厦C座,15
自动化大厦,15
Beijing Normal University (BNU),15
"Bldg No. 1, Guanghua School of Management",14
Quatum Plaza,13
明光村小区,13
"Institute of Mechanics, Chinese Academy of Sciences",13
Xiamen Commerce Hotel,13
China University of Geosciences at Beijing,13
北京联合大学学院路校区,13
北京地铁12号线 和平西桥站,12
知春嘉园3号楼,12
Beijing University Of Chemical Technology,11
中国科学院档案馆,10
中关村海关辑私分局,10
定慧西里,10
Centergate Como,10
China University of Political Science and Law,9
坤讯大厦,8
浙江大厦,8
战略支援部队网络系统部第十局 61886部队,8
荷清园,8
六道口,8
西王庄小区,8
骏马大酒店,7
Hengxing Mansion,7
强佑·府学上院,7
安贞拾光,7
Fujian Hotel,7
冶建总院宿舍,7
Beijing 21st Century International School,7
中国工商银行海淀支行,7
恩济庄-46号院,7
22楼,6
世纪科贸大厦B座,6
东升八家郊野公园南区,6
知春嘉园1号楼,6
21楼,6
定慧东里,6
智能化大厦,5
怡升园,5
元大都公园明光村小区处,4
京东科技大厦（原翠宫饭店）,4
19楼,4
国美电器安贞店,4
金水河,4
地铁知春路站,3
七贤村小区,3
gate,3
清春一回;清春二回,3
富海大厦,3
国际传播大厦,3
和平西桥,2
航南大厦A座,2
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,2
深房大厦,2
永定河引水渠,2
清华志清中学,2
中关村中学,2
华源世纪商务楼,2
中铁广场,2
Chinese Academy of Agricultural Sciences,2
Sinopec,2
龙湖唐宁one,2
海淀交通支队中关村大队,1
魔动空间,1
知春嘉园2号楼,1
东升派出所,1
世纪科贸大厦A座,1
八家村实有人口管理服务站,1
Qing river,1
WDK Shopping Center,1
世纪科贸大厦C座,1
志新北里小区,1
海淀区特种设备检测所,1
蓝旗营教师住宅区,1
41,1
42,1
学院路15号院北京语言大学家属区,1
海淀区中关村第二小学华清校区,1
东升园公寓,1
Zhongguancun Plaza,1
