name,count
南水北调中线工程总干渠,30818
和光里,7789
Olympic Forest Park,4201
花园路-学院路边界,1395
永定路东街5号院,1362
程庄路3号院,1299
Zicheng Jiayuan,1258
北京天纬燃油喷射技术股份有限公司,1174
北京中央商务区,976
天元公园,961
Haidian Park,921
北京六建医院,912
北京六建家属院,712
水衙沟,634
青岸风景园,612
青塔蔚园,607
秀园,601
莲花河,568
世纪森林公园,559
Beijing Jiaotong University,426
Old Summer Palace Park,417
丰台西站II场,395
万科紫台,383
丰益花园,381
军事科学院军事医学研究院,376
Beijing Xijiao Airport,373
丰台体育中心,362
北京旧车市场,356
Haidian Wuluju,347
珠江·峰景,331
国家开放大学,316
北京上汽丰华汽车销售服务有限公司(青塔店),315
太平路44号院,296
天昊文化广场,281
永定河灌渠,280
总参谋部军训部工程兵局,277
太平路36号院,270
大成南里-二区,260
一亩园社区,253
北京新丰汽车驾驶学校,252
海淀区五一小学,236
京张铁路遗址公园,214
远洋·沁山水,210
The General Hospital of the People's Liberation Army,194
建国门桥,192
Beijing International Sculpture Park,185
北京市天达汽车修理有限公司,183
郑常庄307号院,181
海淀区五一小学（北校区）,179
海淀五路居公交场站,178
护城河（已盖板）,176
万绿园,173
郁金香温泉花园度假村,172
海淀丰台界线,170
Chinese Academy of Agricultural Sciences,159
卢沟桥南里,158
Beijing Institute of Technology (BIT),158
中国人民解放军海军总部,157
Beijing Forestry University,153
Boyaxiyuan,151
万柳高尔夫球场,146
北京金融街,143
Lotus River,139
衙门口城市森林公园西区,134
大井2502-0030地块F81绿隔产业用地,129
北京中西医结合医院,127
永定路98号院,124
北旱河,123
永定路西里,113
北京现代京城工程机械有限公司,112
新宫车辆段,109
镶黄旗公园,106
张家坟干渠,105
四街坊,105
丰台岳各庄机动车辆检测场,99
中关村核心区,99
大成郡,97
国宜广场,97
五棵松奥林匹克文化公园,95
农科社区,93
五棵松万达广场,89
呼家楼南社区,89
地铁海淀五路居公交场站,88
解放军空军参谋部,87
马草河,87
五里店北里小区-一区,86
中国农业大学西校区,82
南珠苑,78
"Institute of Plant Protection, Chinese Academy of Agricultural Sciences",78
清华园-中关村边界,77
百得利创新园,75
Beijing Technology and Business University Fuchenlu Campus East Area,74
小中河,73
海淀高等职业教育学院,73
花园桥地铁6号线,72
定慧西里,72
马驹桥湿地公园一期,71
休闲健身广场,71
复兴路36号院,71
北小河,70
中国人民解放军军事科学院,69
正黄旗东区,69
东郊湿地公园,69
Beijing Shijingshan Amusement Park,69
永定路70号院 航天二院家属院,69
Tsinghua University,67
金唐中心,67
首汇健康科技园,66
Sinopec,66
阜石路南侧绿地公园,65
草桥欣园小区-一区,65
空军指挥学院,65
北京东站,62
东郊森林公园,62
Beijing Normal University (BNU),62
大宁水库,60
中国林业科学研究院,59
旱河,59
美域家园（北区）,58
Wenyu River,58
正商明苑,57
中国人民抗日战争纪念雕塑园,57
紫金长安,57
永金里住宅小区,56
定慧北里,56
保利和光逸境,55
郭庄子公园,54
定慧东里,54
Xiyuan,54
Qing river,54
中关村论坛永久会址,53
百旺家苑,52
凯特驾驶技术培训学校,50
明光村小区,49
中国人民解放军军乐团,49
清春一回;清春二回,48
翠微商场,47
Beijing Zoo,47
中铁广场,47
北京会议中心,45
中国人民解放军总后勤部,45
富盛大厦,44
Chaoyang Park,43
中国航天科工集团第二研究院（东区）,43
华天机电研究所,42
北京庆达伟业汽车服务有限公司,42
炮兵大院,42
瓦窑文化公园,42
丰益桥,42
劲松一区,42
QiXingYuan Residential Area,42
Beijing University of Civil Engineering and Architecture - Xicheng Campus,41
Grand Canal Forest Park,41
Caoqiao,40
郎园,40
莲花池西里,40
中国人民解放军国防大学联合勤务学院,39
韩庄子二里,39
五棵松公园,38
University of Chinese Academy of Sciences (Yuquanlu Campus),38
丰泽盈和小区,38
东旭国际中心,37
九街坊,37
太平桥中里,37
颐和园-紫竹院-动物园  摆渡船,37
吴各庄收费站,37
首都医科大学附属北京天坛医院,36
转河,36
五棵松北8号院,35
中国教育科学研究院丰台实验学校,35
八里庄北里,35
北京西站,34
北太平路3号院,34
中国人民解放军空军空中交通管制人员培训中心,33
和平门路口,33
中央军委后勤保障部军事设施建设局,33
宣武门路口,33
复兴路83号院甲,32
万丰公园,32
中达兴盛商务花园,32
北京城建·宸知筑二期,31
志新村小区,31
永乐东区,31
梨园城市公园,31
大成路11号院,31
西四环中路41号院,31
远洋山水小区,30
百朗园,30
北京市东交民巷小学（西校区）,30
兴隆家园北区,30
华严北里小区,28
圆明园花园别墅,28
梨园主题公园,28
海鹰路6号院,28
China University of Geosciences at Beijing,28
玉桥南里南区,27
时尚印佳彩色印刷公司,27
大红门站,27
育芳园,27
阜成路八号院 航天小区,26
青塔东里,26
清华园-东升边界,26
大有北里,26
北京重型电机厂,26
金水河（已盖板）,26
京门铁路主题公园,26
月牙河,26
中国中医科学院西苑医院,26
华熙LIVE·五棵松,25
北京体育大学颐清园小区,25
北粮国际五里店仓库,25
Beijing University of Posts and Telecommunications,25
龙背村停车场,25
中央军委联合参谋部信息通信局,24
供电局口,24
卢沟桥北里,24
两山公园,24
车道沟社区,24
朱家坟四里,24
中国人民解放军驻北京市老干部服务管理局,24
Beijingxi Depot,24
规划商业金融用地,23
