name,count
花园路-学院路边界,8287
Olympic Forest Park,7919
Beijing Normal University (BNU),5933
中国科学院电子科学研究所,2845
南水北调中线工程总干渠,2774
京张铁路遗址公园,2411
花园路-北太平庄边界,2317
石科院生活区,986
风林绿洲,858
Olympic Park,801
中国科学院东南小区,774
五建小区,754
马甸公园,696
"Institute of Acoustics, Chinese Academy of Sciences",663
中关村核心区,581
The General Hospital of the People's Liberation Army,566
Chinese Academy of Agricultural Sciences,491
Tsinghua University,436
元大都城垣遗址公园,393
新科祥园,337
清华园-中关村边界,289
"Institute of Physics, Chinese Academy of Sciences",251
北京金融街,250
科学园五区,228
清春一回;清春二回,219
Pangu Plaza,218
Old Summer Palace Park,199
小月河,183
建国门桥,181
清华园-东升边界,176
汇新家园西区,175
Nanhaizi Park,151
"Institute of Mechanics, Chinese Academy of Sciences",144
张家坟干渠,132
Xiaoyue River,127
"Olympic Village Science Park, CAS",125
龙形水系,123
海淀路社区,115
北小河,114
China Unicom,111
护城河（已盖板）,109
"Zhongguancun Campus, University of Chinese Academy of Sciences",104
绿城·北京诚园,99
南沙滩平安小区,98
清华科技园,96
Wenyu River,94
Beijing University of Posts and Telecommunications,93
清华园-青龙桥边界,91
宣武门路口,90
University of Science and Technology Beijing,87
Qing river,83
Haidian Park,82
华严北里小区,79
北京大学医学部,67
北京中科启元学校,63
科学园四区,63
Beihang University,56
中国中医科学院西苑医院,54
檀香山,51
中国人民解放军海军总部,50
科学园三区,50
鲁艺上河村,50
花园路-中关村边界,45
Beijing Xijiao Airport,44
Central University of Finance and Economics,43
奥海,41
Beijing City University,40
西便门公园,40
中国科学院附属实验学校分校,39
莲花小区,39
北京热力,38
中国科学院大学（中关村校区）,38
Summer Palace,36
Anlilu,36
搜狐媒体大厦,35
融科资讯中心C座,35
GuoAocun,33
科学院南里六区,30
北京市中关村医院,30
明光村棚户区改造,30
鲁谷东街北口,28
西奥中心,28
知春路,27
中国科学院地震研究所,27
第五大道购物广场,26
龙湖颐和原著,26
中关村体育场,25
清华同方科技广场,25
汇新家园,25
北极寺小区,23
辰芳园,23
海淀区中关村第三小学（万柳北校区）,23
祁家豁子社区,23
二里庄小区,22
明日家园,21
Institute of Atmospheric Physics (IAP),21
首都医科大学附属北京妇产医院（东院）,21
学院路15号院北京语言大学家属区,21
中央军委科学技术委员会,20
中国科学院地质与地球物理研究所,20
西城区顺城街第一小学,19
Beijing Fun,19
ECO 中科爱克,18
华亭嘉园,18
中国科学院科学园小区,17
海淀交通支队中关村大队,17
人大附中实验小学,16
奥园体育俱乐部,16
海淀文化艺术大厦,16
六道口,16
中华人民共和国农业农村部,15
北航科技园,15
健翔山庄,15
骏马大酒店,15
万柳蜂鸟家园,15
澳林春天-三期,15
Sinopec,14
Jingyi Sci-Tech Building,14
Peking University,14
解放军三〇六医院,13
中国科学院附属实验学校（南沙滩校区）,13
Central Party School of the Communist Party of China,13
万城华府海园,13
东王庄小区,13
声学所节能小区,13
有研科技创新中心,13
北二环城市公园,12
中关村学院,12
万柳亿城中心,12
北京地铁12号线安华桥站,12
中央音乐学院,12
Dazhong Temple,11
北航世宁大厦,11
玫瑰园,10
荷清园,10
莲花河,10
China University of Geosciences at Beijing,10
豪景大厦,10
奥林佳苑-东区,10
清华园-海淀边界,10
北京市中关村中学,10
林萃西里-东区,9
北京市朝阳外国语学校小学部（风林校区）,9
邮科社区,9
Capital Normal University - North Campus 1,9
大明濠,9
北京市社会科学院,8
银谷大厦,8
五道口,8
瑞辰国际中心,8
中关村北二条甲1号院,8
塔院城市森林公园南园,8
北京东站,8
中国科学院档案馆,8
"Institute of Electrical Engineering, Chinese Academy of Sciences",7
望京西园三区,7
转河,7
银网中心,7
科学园七区,7
和平门路口,7
峻峰华亭,6
望和公园南园,6
蓝旗营教师住宅区,6
China University of Political Science and Law,6
融科资讯中心B座,6
北京市城市河湖处土城河道管理所,6
倚林佳园,6
物理学院楼,6
一亩园社区,6
解放军空军参谋部,6
新奥工学大楼,6
中关村科技园,5
世纪金源购物中心,5
燕归园,5
东升派出所,5
海淀区中关村第四小学,5
颐和园-紫竹院-动物园  摆渡船,5
奥林佳苑-西区,5
双泉堡甲-1号院,5
朝阳高尔夫俱乐部,5
慧谷阳光,4
北京香山国际高尔夫俱乐部,4
"College of Arts and Design, Beijing University of Technology",4
塔院晴冬园,4
五道口嘉园,4
王庄路18号院,4
城建大厦,4
"Beijing Children's Hospital, Capital Medical University",4
中冶集团建筑研究总院,4
小白楼,4
望京国际研发园,4
世纪科贸大厦A座,4
Beijing Yanshan Hotel,4
清河收费站,4
中科资源大厦,4
融科资讯中心A座,4
马哥孛罗大大厦,4
供电局口,4
世纪科贸大厦B座,3
贯通大厦,3
中鑫嘉园二期2号楼,3
志新村小区,3
中国音乐学院附属北京实验学校慧忠北里校区,3
Crowne Plaza Beijing Zhongguancun,3
中国科学院大气物理研究所铁塔分部,3
大钟寺站,3
Science Building No. 5,3
海淀区中关村第一小学,3
北草厂口袋公园,3
北京信息科技大学(健翔桥校区),3
中国石油勘探开发研究院,3
塔院城市森林公园北园,3
冶建总院宿舍,3
北京市自动化工程学校,3
中央广播电视总台鲁谷办公区,3
卧虎桥甲6号院 十五所社区,2
北京舞蹈学院,2
北京大学物理学院技术物理系技术物理研究所,2
42,2
"Institute of Chemistry, Chinese Academy of Sciences",2
Haidian traditional Chinese medicine clinic,2
北京朝阳支行,2
国际财经中心,2
万柳高尔夫球场,2
北宫门站,2
水衙沟,2
Xijiao Hotel,2
Xiamen Commerce Hotel,2
北京市海淀区第三实验小学（北校区）,2
安立写字楼,2
双榆树公园,2
万柳星标家园东区,2
花家地西里,2
翠微商厦,2
马草河,1
Yidongyuan compound,1
中关新园超市,1
双榆树北里17号楼,1
万城华府尚园,1
Toilet,1
祁家豁子城市公园,1
北极寺公园,1
中国科学院计算技术研究所,1
raycom-b,1
科馨社区,1
WangJing West 4th Neighborhood,1
万城华府玺园,1
北京龙韵国际公园,1
49,1
48,1
科电大厦,1
Huixinli Community,1
远大园三区,1
三义庙社区东区,1
美伦堡,1
中国信息通信研究院,1
海淀区民族小学（南校区）,1
Renmin University of China,1
博创后院,1
Chinatown,1
中国人民大学北校区,1
