name,count
Tsinghua University,48893
中关村核心区,4916
Olympic Park,2961
花园路-北太平庄边界,2830
清华园-东升边界,2428
清华科技园,1840
Renmin University of China,1239
元大都城垣遗址公园,1171
Peking University,1132
Summer Palace,1059
WangJing West 4th Neighborhood,1030
"Institute of Physics, Chinese Academy of Sciences",1024
京张铁路遗址公园,1000
Sigma Building,913
雍和宫,812
Kunming Lake,790
北京中医药大学第三临床医学院,731
清华园-中关村边界,670
Zhongguancun Plaza,597
清华园-青龙桥边界,592
双桥站,509
南锣鼓巷,465
华清嘉园,417
北京东站,402
富盛大厦,371
Beijing Union University (Beishihuan Campus),335
"Beijing Anzhen Hospital, Capital Medical University",331
天丰利生活MALL,303
知春路,289
Old Summer Palace Park,285
University of Science and Technology Beijing,256
花园路-学院路边界,242
Beijingbei Railway Station,241
护城河（已盖板）,230
龙形水系,206
北京中央商务区,202
"PBC School of Finance, Tsinghua University",202
University of International Business and Economics,184
IKEA,182
Beijing Huiqiao hotel,179
五道口,177
China Aviation Tech Building,177
通州站二场,172
Beijing Language and Culture University,167
潮白河,155
北京地铁12号线 和平西桥站,152
郁金香温泉花园度假村,143
安贞拾光,137
Olympic Forest Park,132
如苑公园,129
自动化大厦,129
马甸公园,122
清春一回;清春二回,120
海淀交通支队中关村大队,119
China University of Geosciences at Beijing,117
海淀文化艺术大厦,112
通州站,108
Datunlu East,105
中关村e世界,103
"Institute of Mechanics, Chinese Academy of Sciences",100
大屯里小区,98
Anlilu,97
Chengfu Yuan,92
Xiamen Commerce Hotel,92
西单商业区,91
花园路-中关村边界,90
Beihang University,77
有研科技创新中心,76
北航科技园,73
CapitaMall Xizhimen,69
芍药居二号院,69
海淀高等职业教育学院,68
大运村公交场站,65
北京地铁12号线安华桥站,65
HarMoni Care Hospital,64
Hengxing Mansion,62
Peking University Press,61
"College of Arts and Design, Beijing University of Technology",61
国家奥林匹克体育中心,61
High School Affiliated to Renmin University,55
伊藤洋华堂,53
Liuyin Park,52
中国机械总院北京机电研究所,51
银网中心,51
中央军委科学技术委员会,49
北小河,48
亚运村全民健身园,47
海淀区中关村第二小学华清校区,46
Taiyanggong Park,46
中国工商银行海淀支行,46
城建大厦,44
Quatum Plaza,40
玉河遗址,39
Jing-Mi Waterduct,39
Beijing Jiaotong University,38
理想大厦,38
中城写字楼,37
转河,36
Beijing University Of Chemical Technology,35
望和公园南园,34
领航科技大厦（原中国艺术品大厦）,34
北京热力,34
东直门外公交场站,34
安慧东里,34
大西洋新城C区,34
Huixinli Community,33
Northern Territory,33
北京大学医学部,32
18号楼,32
计量科学院家属院,32
小月河,31
大钟寺站,31
方圆大厦,30
燕归园,30
"Zhongguancun Campus, University of Chinese Academy of Sciences",30
北京公交集团西直门北场站,30
北京联合大学学院路校区,30
Beijing City University,29
北京信息科技大学(健翔桥校区),29
龙湖唐宁one,29
Centergate Como,27
声学所节能小区,27
"DaYunCun, Dorms",27
海云轩小区,26
中国社会科学院台湾研究所,25
紫金数码园5号楼,25
东城区环境卫生服务中心机械清扫队,24
门急诊楼,23
