name,count
Forbidden City Moat,621
Summer Palace,245
北京中央商务区,231
Yu River,230
Chinese Academy of Agricultural Sciences,210
Imperial City,148
Kunming Lake,135
Beijing Jiaotong University,58
建国门桥,58
中关村核心区,52
Tianzhu Country Club Golf Course,46
护城河（已盖板）,44
花园路-北太平庄边界,39
Zhongnanhai,32
北京师范大学继续教育与教师培训学院,32
中共中央政法委员会,30
兴隆都市馨园,28
新景家园,28
Beijing apm,26
中国新民主主义革命纪念馆,25
花园路-学院路边界,24
北京国际中心,24
玉带河,23
中央党校研究生院,22
龙湖颐和原著,19
南长街南口,19
Beijing Friendship Hotel,17
Nanheyan,17
Zhonghai Lake,16
光明日报社,16
王府井银泰in88,15
Beijing 27th Middle School,13
天安门东南角绿地,13
当代MOMA,12
The Great Wall Sheraton Hotel,12
台基厂路口,11
WF CENTRAL,11
中国铁道科学研究院,10
Jingshan Park,10
太阳宫公园,9
环湖小镇,9
天元公园,9
求是杂志社,9
新怡家园,8
力源里,8
Xuanren Temple,8
中华人民共和国最高人民检察院,8
府右街南口,8
全国人大,8
圣馨家园,8
Beijing West Railway Station,8
丰仪家园,8
北京宏运兴仓储物资服务中心,8
Hairun,8
中国美术馆,7
Beijing Planning Exhibition Hall,7
东恒时代2期,7
正义路路口,7
王府井淘汇新天购物广场,7
Lidu Park,7
北京卫星制造厂,6
北宫门站,6
隆福家园静安里小区南区,6
双林苑,6
西局玉璞园-西区,6
中国民主同盟中央委员会,6
中国国民党中央委员会,6
东恒时代1期,6
北京市什刹海运动学校,6
北京东站货场铁路职工住房,5
首创中心·天阅公馆,5
平安幸福中心,5
中国铁道博物馆（正阳门展馆）,5
石景山南站,5
Beijing Chaoyang Theater,5
Changpu River,5
经仪公园,5
洪茂沟小区,5
第三置业(东域大厦),5
中国铁道科学院幼儿园,5
乐成国际1期,4
北二环城市公园,4
金港·国际,4
呼家楼北里,4
北京市第五中学分校（地安门校区）,4
乐成公馆,4
金唐中心,4
北京东站,4
望园西里,4
呼家楼北街15号楼,4
福绥境大楼,4
北京史家小学（一年级部）,4
转河,4
国瑞城,4
daoxiangcun,4
"Beijing Obstetrics and Gynecology Hospital (West Branch), Capital Medical University",4
GrandMercure Beijing Dongcheng,4
九龙花园,4
摩方M·CUBE,4
张仪村集体土地租赁住房,4
北京市东城区北池子小学,4
小月河,4
Wenyu River,3
北草厂口袋公园,3
Miaoying Temple,3
国金大厦,3
金唐新光界,3
规划中关村三小,3
丽泽SOHO,3
裕华民族大厦,3
中国人民解放军陆海空三军仪仗队国旗护卫队,3
公园五号,3
北京师范大学附属中学,3
中央民族大学附属中学（朝阳校区）,3
National Art Museum,3
前门东大街14号楼,3
大明濠,3
胡桃园,2
Prince Kung's Mansion,2
万丰桥西公交场站,2
北京市丰台区体育训练基地,2
丽泽平安金融中心A座,2
统建新村,2
太阳公元,2
清河收费站,2
北京丰顺机动车驾驶员培训中心,2
三里河一区2号院,2
Lotus River,2
清春一回;清春二回,2
北京农商银行,2
万科·北河沿甲77号,2
金唐国际金融大厦,2
金地·名京,2
太利花园,2
Central Party School of the Communist Party of China,2
后现代城B区,2
北京新丰汽车驾驶学校,2
东区国际,1
已拆,1
和平门路口,1
三里河东路7号院,1
枣营西里,1
Yayuan Apartment,1
东方新天地,1
东城区前门小学（正义校区）,1
三里河北街2号院,1
双紫支渠,1
首创·禧瑞都,1
力鸿花园,1
Bama Tea,1
Yandai Byway,1
北京歌舞剧院,1
The Affiliated High School of Peking University,1
观礼台,1
Beijing International Convention Center,1
Landmark Hotel,1
北京乐成国际学校,1
芳草地国际学校民族校区,1
北京金融街,1
紅霞公寓,1
万寿寺北路12号院,1
东丽泽金融中心,1
丽泽商务区综合能源示范基地,1
Meridian Gate,1
