name,count
南水北调中线工程总干渠,231
太平路36号院,137
The General Hospital of the People's Liberation Army,85
Minzu University of China,76
知春路,65
National Library of China,62
北太平路3号院,43
百得利创新园,36
Chinese Academy of Agricultural Sciences,34
四季曙光公园,27
Peking University Hospital of Stomatology,26
车道沟社区,23
海淀文化艺术大厦,15
Zizhuyuan Park,14
北京·国际,11
五棵松奥林匹克文化公园,10
Xiamen Commerce Hotel,7
People's Education Press,6
华天机电研究所,6
颐和园-紫竹院-动物园  摆渡船,6
国家开放大学,6
青东商务区,5
西四环北路137号院,5
曙光防灾教育公园,5
Yayuan Apartment,4
领航科技大厦（原中国艺术品大厦）,3
Zizhu Garden,3
Jingyi Sci-Tech Building,2
High School Affiliated to Renmin University,2
银网中心,1
