name,count
中关村核心区,52
海淀路社区,35
Beijing Zoo,27
Chaoyang Park,24
Peking University,23
西单商业区,20
华清嘉园,19
北京金融街,11
五道口,9
知春路,7
"Institute of Mechanics, Chinese Academy of Sciences",7
Chinese Academy of Agricultural Sciences,7
护城河（已盖板）,5
海淀区双榆树中心小学,5
Sigma Building,5
正义路路口,4
清华科技园,4
中关村e世界,4
中关村海关辑私分局,3
金水河,3
Beijing Jiaotong University,3
小月河,2
转河,2
花园路-中关村边界,2
元大都城垣遗址公园,2
花园路-北太平庄边界,2
金水河（已盖板）,1
Northern Territory,1
东源停车场,1
博创后院,1
宣武门路口,1
中国科学院电子科学研究所,1
"Institute of Acoustics, Chinese Academy of Sciences",1
