name,count
Chinese Academy of Agricultural Sciences,194
CapitaMall Xizhimen,76
Peking University,47
护城河（已盖板）,34
北京时珍堂中西医结合医院,25
博创后院,22
丰台科技园创新大厦(西四环南路辅路),22
内环西路口,21
西四环中路73号院 301医院家属区,16
China Youth University of Political Studies,14
太平路36号院,14
Beihang University,10
丰台体育中心,8
国家开放大学,8
宣武门路口,7
知春路,7
海鹰路东口,7
Beijingbei Railway Station,7
欧尚超市,6
大钟寺站,6
Beijing International Garden,5
城市经典东区,4
西四环中路79号院,4
花园路-中关村边界,4
马草河,4
华天机电研究所,4
四道口北街36号院,4
转河,4
花园路-北太平庄边界,2
Beijing Foreign Studies University,2
大运村公交场站,2
莲花河,2
供电局口,2
和平门路口,2
Sinopec,2
太平路34号院,2
天下儒寓,2
中华人民共和国武装警察部队总部,2
永金里住宅小区,2
丰泽居,2
北京教育学院附属丰台实验学校（东校区）,2
北京南四环西路188号-9区,2
