name,count
Peking University,28571
中关村核心区,26923
Olympic Forest Park,11299
香山公园,10533
Kunming Lake,7943
Summer Palace,7658
花园路-北太平庄边界,4571
奥海,3623
Olympic Park,3406
苏州河,3184
北京金融街,2754
Zhongguancun Plaza,2610
龙形水系,2604
"DaYunCun, Dorms",1184
知春路,1148
花园路-中关村边界,1069
北京万寿康医院,1019
北京市八一学校,841
海淀文化艺术大厦,773
中国人民解放军军事科学院,764
华清嘉园,694
五道口,691
东源大厦,552
京张铁路遗址公园,537
中国工商银行海淀支行,537
海淀交通支队中关村大队,537
中国科学院东南小区,536
新科祥园,528
中关村e世界,515
北京华联万柳购物中心,440
"Institute of Physics, Chinese Academy of Sciences",387
"Institute of Mechanics, Chinese Academy of Sciences",376
Beijingbei Railway Station,370
东源停车场,349
CapitaMall Xizhimen,346
中国林业科学研究院,331
银网中心,323
北京卫星制造厂,295
智能化大厦,283
"PBC School of Finance, Tsinghua University",280
Old Summer Palace Park,274
Anlilu,260
Beijing Botanical Garden,247
Resource Hotel,239
大恒科技大厦,231
Quan Hall,228
清华园-中关村边界,211
大钟寺站,206
中国计划生育委员会,187
声学所节能小区,183
北旱河,181
理想大厦,178
"Zhongguancun Campus, University of Chinese Academy of Sciences",175
东升园公寓,133
香山社区卫生服务中心,132
China Aviation Tech Building,125
The Affiliated High School of Peking University,120
北辰·新空间,116
领航科技大厦（原中国艺术品大厦）,113
旱河,103
慧忠里公共汽车站,99
京东科技大厦（原翠宫饭店）,96
20楼,92
紫金数码园5号楼,88
知春路大球场,83
自动化大厦,80
怡升园,79
厢红旗四号院,79
Xizhimen,68
中国卫星通信大厦,67
#8 停车场,60
中关村海关辑私分局,59
科馨社区,57
豪景大厦,50
万柳车辆段,49
转河,46
万泉河,44
Peking University Library,39
香山颐和宾馆,35
海淀区中关村第二小学华清校区,31
塔院迎春园,25
Beihang University,18
中关村913号楼,17
中国科学院微电子研究所,16
自动化所食堂,16
清河收费站,15
清春一回;清春二回,15
Crowne Plaza Beijing Zhongguancun,14
航天恆星大廈,14
High School Affiliated to Renmin University,13
物理学院楼,12
Bank of Beijing,11
Sigma Building,10
大运村公交场站,8
北京市中关村医院,7
Hengxing Mansion,5
知春嘉园1号楼,5
慧忠北里第二社区,3
Quatum Plaza,2
和盛大厦,1
Xiamen Commerce Hotel,1
地铁知春路站,1
