name,count
Tsinghua University,80606
Old Summer Palace Park,5740
清华园-东升边界,1287
Beijing Normal University (BNU),1249
清华科技园,875
Beijing Zoo,834
Kunming Lake,715
Zizhuyuan Park,645
Summer Palace,536
清华园-中关村边界,529
Peking University,458
五道口,440
中关村核心区,372
西单商业区,330
北京医院,326
西王庄小区,317
Chinese Academy of Agricultural Sciences,260
南水北调中线工程总干渠,233
蓝旗营教师住宅区,211
花园路-学院路边界,209
清华园-青龙桥边界,203
东方时尚驾校,202
Chengfu Yuan,174
京张铁路遗址公园,173
潮白河,164
北京中央商务区,159
CapitaMall Xizhimen,139
知春路,136
Northern Territory,135
北京金融街,109
Beijing EMU Depot,106
东方新天地,94
"Institute of Mechanics, Chinese Academy of Sciences",93
大钟寺站,85
"Institute of Physics, Chinese Academy of Sciences",85
Houhai Lake,84
Institute of Architecture and Landscape,81
劲松一区,80
"PBC School of Finance, Tsinghua University",75
建国门桥,70
荷清大厦,68
护城河（已盖板）,62
Peking University Hospital of Stomatology,61
碱河,60
Beijingbei Railway Station,59
华源世纪商务楼,57
花园路-中关村边界,52
城环·景观花园,51
世纪森林公园,51
College of Urban and Environmental Sciences,50
Xihai Lake,48
华清嘉园,47
Beijing West Railway Station,46
方圆大厦,42
中华人民共和国工业和信息化部,37
Xizhimen,34
东源大厦,33
狼垡集体租赁住房,32
Yandai Byway,32
海淀路社区,28
"Institute of Process Engineering, Chinese Academy of Sciences",28
丰台西站II场,26
Haidian Park,26
荷清园,25
北京公交集团西直门北场站,25
Xidawang Substation,22
东源停车场,21
Liquid Crystal Bldg,21
Resource Hotel,21
daoxiangcun,20
Beijing Institute of Technology (BIT),20
Beijing University of Civil Engineering and Architecture - Xicheng Campus,20
Centergate Como,20
新科祥园,19
北京东升花园中心,18
Houhai Park,17
永定河灌渠,17
Minzu University of China,16
Jinding Bridge,16
中国科学院电子科学研究所,15
转河,15
万泉河,15
惠新西街5号院,15
富盛大厦,14
Central Party School of the Communist Party of China,14
燕归园,12
Beijing Forestry University,12
科馨社区,12
内环西路口,12
中央党校研究生院,12
田村城市休闲公园,12
华清商务会馆,11
Beijing Mall,11
南湖,11
中共中央宣传部,11
Yu River,10
惠新苑,10
阜石路南侧绿地公园,10
中国科学院植物研究所宿舍,9
冬奥公园,9
褐石园,9
北宫门站,8
迈豪时代,8
中国科学院大学（中关村校区）,8
中关村论坛永久会址,8
中国中医科学院西苑医院,7
National Library of China,7
海淀区中关村第二小学华清校区,7
中关村北二条甲1号院,7
花园路-北太平庄边界,7
Dongdan Park,7
清春一回;清春二回,7
水清木华园,7
衙门口城市森林公园西区,7
中国科学院东南小区,6
北京大学物理学院技术物理系技术物理研究所,6
"College of Arts and Design, Beijing University of Technology",6
腾达大厦,6
东升大厦C座,6
科电大厦,6
龙湖唐宁one,6
清华园-燕园边界,5
清华园-海淀边界,5
北京公交驾校,5
东升清河培黎公园,5
芙蓉里东区,5
Beijing Sport University,5
天赐良园北区,5
志新村小区,5
"Bldg No. 1, Guanghua School of Management",4
PetroChina,4
Wenyu River,4
北京体育大学颐清园小区,4
"Institute of Electrical Engineering, Chinese Academy of Sciences",4
北京交通大学附属中学第二分校,4
清华志清中学,4
Gaobeidian,4
马草河,4
Beijing Hotel,4
大明濠,4
北京轨道交通13号线扩能提升工程土建施工20合同段项目经理部,3
新奥工学大楼,3
Yinding Bridge,3
北京大学人民医院（白塔寺院区）,3
中国科学院生态环境研究中心,3
博创后院,3
芙蓉里小区,3
Bank of Beijing,3
中关村中学,3
天赐良园西区,3
阜成路八号院 航天小区,3
北小河,3
北京大学医学部,2
Old Tsinghuayuan Station Park,2
花园路社区服务中心,2
张家坟干渠,2
中国信息通信研究院,2
Huixinli Community,2
西便门公园,2
花园路小区,2
北京联合大学学院路校区,2
世纪科贸大厦C座,2
元大都城垣遗址公园,2
银谷大厦,2
Former Residence of Soong Ching-Ling,2
世纪科贸大厦B座,2
长丰园一区,2
二道沟,2
"Tsinghua University High School, Shangdi",2
中国人民解放军总医院第六医学中心,2
八里桥景观生态林,2
战略支援部队网络系统部第十局 61886部队,2
中国社会科学院台湾研究所,2
明春西园,2
Interwest International (Zhu Yu International),2
长丰园三区,2
莲花河,2
海鹰路东口,2
海淀交通支队中关村大队,2
东润时代大厦,2
亿发购物中心,2
Sinopec,1
北京实验学校海淀校区,1
双榆树公园,1
gate,1
海淀丰台界线,1
花园东路3号院,1
抖音集团 大钟寺广场2号楼（原中坤广场D座）,1
Xiaoyue River,1
售票厅,1
宣武门路口,1
和平门路口,1
供电局口,1
西城区厂桥小学,1
中国儿童中心,1
Nanheyan,1
国家自然科学基金委,1
三才堂甲62号院,1
玉带河,1
鲁谷路西口,1
胡桃园,1
黄村镇第二中心小学,1
天赐良园东区,1
蓝景丽家 大钟寺家居广场,1
东升八家郊野公园西区,1
中国铁道科学研究院,1
世纪科贸大厦A座,1
China University of Geosciences at Beijing,1
Tibetan High School,1
中关村海关辑私分局,1
Hengxing Mansion,1
大运村公交场站,1
北京市西苑饭店,1
Accelerator Building of Peking University,1
