name,count
北土城西路,16466
北三环中路,9807
北三环东路,9090
North 3rd Ring Road,6788
Zhichun Road,5951
E. Hepingli Str,5552
和平里东街,4515
G6辅路,2837
知春路,2412
Qingniangou Road,2191
Xinggui Road,1785
Huangsi Str,1002
北三环西路,819
North Middle 3rd Ring Road,736
Zhongguancun Main Street,584
Huixin Xijie,471
北四环东路,458
德胜门外大街,449
Beijing-Lasa Expwy,429
W. Hepingli Str,398
Qisheng Road,312
中关村南四街,311
Beiyuan road,309
圆明园西路,281
Huixin Dongjie,262
西土城路,257
大运村路,235
N. Dongsi Str,233
Xuezhi Bridge,229
北土城东路,226
安定路,215
太阳宫南街,213
安立路,203
东三环北路,199
Beiyuan Road,196
学院路,196
Waiguanxie,180
京哈高速,174
东直门南小街,171
小营路,169
塔院东街,159
太阳宫中路,147
Jingan West Street,139
Anding Lu,139
An Li road,130
Outer Chongwenmen Str,127
Beijing-Harbin Expressway,121
北四环西路,119
E 3rd Ring Road,114
Madian Donglu,113
万泉河路,111
Chaoyangmen South Minor Street,110
East 3rd Ring Road North,107
Xueyuan South Road,106
Kehui Road,105
Dongzhimen North,103
Liufang North Street,102
花园路,93
N. Chaoyangmen Str,92
中关村东路,89
W. Beijingzhan Str,88
外馆斜街,87
Yongan Bridge,83
N. Chaoyangmen,83
Beijing Railway Station Street,82
小营北路,80
塔院西街,77
South Xueyuan Road,76
Inner Chongwenmen Str,76
东四环中路,74
望京环绿道,72
East Dazhongsi Road,71
Jian'an Donglu,70
N. Dongdan Str,68
Yingxia Street,63
东四北大街,58
Jianguo Road,58
东单北大街,53
Zhongguancun Street,53
朝阳门南小街,51
北太平庄路,46
East 3rd Ring Road,46
牡丹园东街,44
胜古北路,44
Anyuan lu,44
裕民西路,38
和平里北街,38
北四环西路辅路,36
South Qisheng Road,35
S. Chaoyangmen Str,34
North 4th Ring Road,33
S. Dongsi Str,33
朝阳绿道示范段,30
校园东路,30
Haidian South Road,30
Dongsishitiao Street,29
东四南大街,28
Chongwenmen Outer Street,27
东四环南路辅路,27
Anhua Road,26
Xinjiekouwai Street,26
裕民中路,25
Jingha Expressway,24
N 4th Ring Rd. E,24
双旗杆西路,23
双旗杆路,23
East 4th Ring Road,22
Aotizhong lu,22
崇文门内大街,19
西羊管胡同,19
Xueyuan Road,19
鼎成路,19
东三环,19
Yonghegong Street,18
Gulouwai Str,18
惠中大道,18
安定门外大街,17
罗庄中路,17
Beitaipingzhuang Avenue,16
鼓楼外大街,15
Dongsishitiao,14
建国路辅路,14
五路通北街,14
Outer Andingmen Str,13
Anding Road,13
Xizhimen North Street,12
Anzhen Road,11
健安西街,11
崇文门西大街辅路,10
蓟门里北路,10
North 5th Ring Road,10
Longfusi Street,10
Zuojiazhuang West,10
安贞西二路,9
3rd Ring Road,9
惠新西街辅路,9
Wenxueguan Lu,9
北辰路,9
Paoju Hutong,9
京通快速,8
西坝河路,8
科技园路,8
大屯北路,8
N. chaoyangmen Str,8
Yuanmingyuan West Road,8
Jiaodaokoubei Ertiao,8
朝阳门北小街,7
育树二条,7
Huizhong North Road,7
东兴隆街,7
N 4th Ring Rd. W,7
望京西路,7
Baijiazhuang Road,6
Beichen West Road,6
N. Xiaohuangzhuang Str,6
育树三条,6
Jinbao Street,6
E. 3rd Ring Rd. E,6
Guangqu road,6
北极阁路,6
太阳宫南街辅路,6
白家庄北路,6
Baimicang Alley,5
Jiaodaokoubei Toutiao,5
Xiguan Alley,5
Dongsi 9th Alley,5
马甸南路,5
Sidaokou Road,5
西坝河西路,5
Xitucheng Road,4
Zaojunmiao Road,4
来广营西路,4
Xitangzi Hutong,4
钱粮胡同,4
海淀黄庄东天桥,4
Jiaodaokou East Street,4
京承高速,4
育慧街,4
育慧北路,3
兴化路,3
天秀路,3
Chongwenmen West Avenue,3
Shunyun Str,3
Dongsi 1st Alley,3
中关村大街,2
三元桥,2
双树路,2
安华桥,2
成慧路,2
Inner Dongzhimen Str,2
辛店路,2
E. Jiaodaokou Str,1
Yumin Middle Avenue,1
Yuqun Hutong,1
外馆后身,1
Dongsi West Street,1
姚辛庄西路,1
安贞西里环路,1
通惠河北路,1
马甸西路,1
N. Hepingli Str,1
North Shuangyushu Road,1
Datun road,1
