name,count
中关村东路,12368
Zhongguin Village East Road,10414
Zhichun Road,4170
Chengfu Road,3197
知春路,1761
中关村南四街,1619
Xinggui Road,861
Zhongguancun North Street,753
北四环西路,749
Xinxi Road,620
北土城西路,587
South Zhongguancun Street,524
Zhongguancun Main Street,422
Shuangqing Road,401
北三环西路,387
Beichen West Road,379
Xueyuan Road,341
中关村北一条,307
塔院东街,307
京新高速,233
北三环东路,183
成府路,170
Zhixin Road,158
首都体育馆南路,119
Heqing Road,115
北三环中路,106
中关村南三条,103
North 3rd Ring Road,102
中关村大街,100
北四环西路辅路,99
Zhongguancun South Road,94
学院路,76
东升南路,75
Anxiang North Road,74
财经东路,70
五道口北巷,52
慧忠路,45
中关村北大街辅路,42
大运村路,40
双清绿道,39
North 5th Ring Road,38
规划一路,34
海淀三山五园绿道,29
中关村南大街,26
西直门外大街,26
安翔桥,24
清华南路,23
邱门外大街,22
中关村南一条,21
海淀黄庄东天桥,21
西土城路,20
人民大学南路,20
荷清路,19
中关村北一街,18
Xuezhi Bridge,17
1st Shuangyushu Str,16
规划二路,15
塔院西街,15
大泥湾路,13
Qinghua East Road,11
Jingan West Street,11
农大南路,10
展春园西路,10
三才堂路,10
海淀路,9
Wangzhuang Road,8
科院北一街,7
校园东路,7
Xizhimen Avenue,6
清河南滨河路,6
燕东园北小街,6
花园北路,5
Shang Di West Road,5
双清路,5
North Shuangyushu Road,5
G6辅路,4
后八家路,4
Zhongguancun Street,4
Yongan Bridge,3
South Xueyuan Road,3
知春里弯巷,3
Huixin Xijie,3
Zizhuyuan Road,2
花园路,2
South Kexueyuan Road,2
裕民西路,2
An Li road,2
"Sicence Parc South, Middle Road",2
北太平庄路,1
裕民中路,1
安贞西二路,1
Beijing-Lasa Expwy,1
八家东西线,1
Outer Xizimen Str,1
East Dazhongsi Road,1
前八家北路,1
潘庄南路,1
Yingxia Street,1
月泉路,1
前八家路,1
