name,count
西直门北大街,811
花园北路,664
西土城路,527
花园路,499
北土城西路,485
花园东路,385
N. Xisi Str,321
Xingjiekou South Street,306
Xuanwumen Inner Avenue,246
西单北大街,232
Haidian South Road,227
Xueyuan Road,225
South Xueyuan Road,221
Xizhimen North Street,195
Xinjiekouwai Street,192
N. Fuchengmen Str,180
北四环中路,179
西直门外大街,158
Zhichun Road,154
S. Xisi Str,140
阜成门内大街,139
N. Xingjiekou Str,118
北四环西路,110
Beilishi Road,107
Inner Fuchengmen Str,104
Huguosi Str,102
西直门外南路,91
Chengfu Road,88
中关村东路,86
North 4th Ring Road,77
北三环中路,74
Xueyuan South Road,73
西四南大街,72
Nanxinhua street,66
西二环,58
Zhongguin Village East Road,57
北太平庄路,54
西外南街,53
S. Xinhua Str,50
Xirongxian Alley,49
Xiwenhua Str,44
高粱桥斜街,44
N. Xinghua Str,44
Qinghua East Road,42
宣武门东大街,38
Qianmen Street,37
Xizhimen Avenue,34
Beitaipingzhuang Avenue,32
塔院西街,29
Daliushu Road,28
Shuangqing Road,27
中关村大街,26
North 3rd Ring Road,25
知春路,25
北四环西路辅路,24
大院胡同,24
HAIDIAN South Road,23
学院路,22
Qianmenxihe Str,21
W. Qianmen Str,21
高梁桥路,20
E. Xuanwumen Str,20
Wenhuiyuan Road,18
羊皮市胡同,18
高梁桥斜街,18
新街口北大街,17
西直门南大街,17
小糖房胡同,16
Zhongguancun Main Street,16
Picai Hutong,15
前门西大街,15
Daxinglong Hutong,12
新街口三条,11
丰盛胡同,11
Chegongzhuang Avenue,11
兵马司胡同,11
宣武门西大街,10
新街口外大街,10
Xuezhi Bridge,9
西直门内大街,9
Xitucheng Road,9
Xuanwumen West Avenue,8
成府路,8
西三条,7
E. Xisi Str,7
Huguosi Xixiang,7
苏州街,6
Jinsi Alley,6
宣武门西街,6
义达里,6
Inner Xizhimen Str,5
荷清路,5
Xizhimen Outer Street Side Road,5
阜成门外大街,5
塔院东街,5
Huapichang Alley,4
北二环,4
前桃园胡同,4
Outer Xizimen Rd South,4
永祥西巷,4
东新帘子胡同,3
Yushuguan Bridge,3
新街口二条,3
大泥湾路,2
Heqing Road,2
Qianmen West Street,2
Wangzhuang Road,2
前门大街,2
Jiaoyu Str,2
西绒线胡同,2
Xizhimen Outer Avenue,2
Xinbi Str,2
闹市口大街,2
西章胡同,2
北三环西路,1
阜成门南大街,1
香炉营头条,1
丁章胡同,1
Beicaochang Alley,1
Outer Fuchengmen Str,1
校园南路,1
Youfang Alley,1
Xianmen Str,1
Jiaotong University Road,1
煤市街,1
Sidaokou Road,1
