name,count
Zhichun Road,748
中关村南四街,637
中关村东路,469
Xinggui Road,340
Zhongguancun South Road,320
Haidian South Road,320
北京民俗小吃街,94
知春路,55
北京西站南广场,55
Zhongguin Village East Road,53
中关村南三条,53
Guangan Road,53
Guananmen Outer Avenue,43
中关村大街,25
大泥湾路,17
Zhongguancun Main Street,15
Kexueyuan South Road,14
South Third Zhongguancun Street,14
手帕口西街,12
W. Shoupakou Str,12
海淀黄庄东天桥,6
Yingxia Street,5
East Dazhongsi Road,4
Guanan Street,3
广安路,3
中关村南三街,2
北三环西路,2
Xueyuan South Road,1
North Shuangyushu Road,1
园博大道辅路,1
圣水北大街,1
Dongdan Santiao,1
衙门口北街,1
万丰路辅路,1
青塔胡同,1
地下停车场入口,1
北京西站南路,1
中关村南一街,1
