name,count
望京西路,20115
North 4th Ring Road,19143
北四环东路,15860
北四环中路,12156
太阳宫中路,7818
北四环西路,7040
Airport Expressway,6295
Zhichun Road,6156
N 4th Ring Rd. E,6077
阜通西大街辅路,5374
北三环西路,3421
E 3rd Ring Road,3348
京承高速,3028
北四环西路辅路,3015
广顺南大街辅路,2888
中关村东路,2709
North 3rd Ring Road,2691
North 5th Ring Road,2439
Tianshuiyuan Street,2175
广顺北大街辅路,2099
North 4rd Ring Road,2074
知春路,1959
East 4th Ring Road,1868
东三环北路,1769
太阳宫南街,1635
East Chang'an Street,1587
阜通西大街,1452
Huajiadi Jie,1425
Hongjunying Est Road,1340
北湖渠路,1281
西三环,1270
南湖西园南路,1214
G6辅路,1195
FuRong Road,1154
West Chang'an Street,1142
Beichen Donglu,1041
京开高速,981
京承高速辅路,976
Jingmi Road,975
北三环东路,960
金台路,951
东四环中路,945
Jianguomen Inner Avenue,913
Beijing-Lasa Expwy,891
西二环,886
北京-港澳高速公路,860
东三环中路,832
北三环中路,825
鼎成路,821
姜庄路,815
蓟门里北路,811
望京北路,805
Lianhuachi East Road,781
Jianguomen Outer Avenue,736
Zhongguin Village East Road,721
罗庄中路,704
Guang Shun North Street,692
Nongyeguan South Street,686
阜通东大街,684
东四环北路,670
South Zhongguancun Street,669
望京小街,665
Jiuxianqiao North Road,663
南湖中园二条,662
Haidian South Road,652
德胜门外大街,631
Zhongguancun Main Street,604
East Dazhongsi Road,588
西直门外大街,588
万泉河路,584
South Chaoyang Park Road,572
Fuxingmen Inner Avenue,535
Outer Andingmen Str,532
莲花池东路,522
Gongrentiyuchang North Road,511
East 3rd Ring Road,510
2nd. Ring Road,500
Jiuzong Lu,499
花家地南街,495
Wang Hua Road,493
Tianshuiyuan Str,490
East 3rd Ring Road North,487
Nanchun Road,481
Outer Deshengmen Str,481
西三环北路,479
西直门北大街,466
Xizhimen Avenue,451
北苑东路,436
Beiqingyun Lu,430
京开高速辅路,418
南湖南路,417
阜通东大街辅路,415
湖光北街辅路,410
Kehui Road,401
辛店路,400
利泽西街,383
望京环绿道,379
Jingkai Expressway,372
西三环中路,369
西四环中路,358
利泽中街,357
Beiyuan road,349
朝阳门南大街辅路,348
