name,count
Liyuan North Street,1835
万盛南街,1529
苏州街,1356
Jiukeshu middle road,1220
云景南大街,1005
Jingtong Expressway,802
Yunjing East Road,800
Minzu University Road West,750
Zhichun Road,699
Chengfu Road,648
Beiyuan South Road,622
九棵树西路,582
South Zhongguancun Street,535
Yuntong Tunnel,520
Wansheng South Street,502
通顺路,502
Haidian South Road,450
East 5th Ring Road,449
Yuqiao Central Road,381
梨园南街辅路,353
Jianguo Road,331
Xizhimen Avenue,278
Yunhe West Street,258
Beijing-Harbin Expressway,254
北苑南路辅路,254
Airport Expressway,232
Tongma Road,225
西三环北路,223
East Dazhongsi Road,220
Chaoyang Road,209
财经东路,204
京哈高速,197
万泉河路,187
西直门外大街,185
Xidawang Road,148
Zhongguancun Main Street,147
Jiukeshu East Street,142
五所南路,141
Weigong Street,134
Binhe Middle Road,128
Wan Liu Zhong Road,113
日新路,113
京榆旧线,111
陈列馆路,111
北四环西路辅路,109
南三里屯西路,107
Heqing Road,102
北四环西路,97
South Minzu University Road,95
Fuxingmen Inner Avenue,81
知春路,75
Yingxia Street,73
中关村东路,72
中关村大街,71
S. Fuchengmen Str,71
东四环中路,67
Weigongcun Road,61
八里桥南街,59
人民大学南路,59
展春园西路,59
月异路,56
Xueqing Road,56
北土城西路,55
车公庄西路,55
西三环,53
北三环西路,53
西直门外南路,52
人民大学北路,50
潞苑四街,49
Zhongguancun North Street,47
西三环中路,46
玉桥西路,44
Fuxing Road,41
W. Hepingli Str,40
Middle Yanjingli Str,38
潞苑中路,38
Xinhua North Road,37
海鹰路,35
G1辅路,34
HAIDIAN South Road,34
Wanshousi Road,34
Qinghua East Road,34
Fuxingmen Outer Avenue,32
京通快速,31
E. Xinjiekou Str,31
Linglong Road,29
Zhongguin Village East Road,29
Fahuasi Road,28
Wanquanzhuang Road,28
Inner Xizhimen Str,27
Jingha Expressway,27
九棵树东路辅路,26
德胜门外大街,25
N. Fuchengmen Str,25
西三环南路,25
西直门北大街,24
Shuangqing Road,23
Zizhuyuan Road,23
North 3rd Ring Road,23
北展广场,22
玉桥东路,22
西直门内大街,21
Youfang Alley,21
Wenchang Hutong,21
梨园南街,20
丰台北路,19
西二环,18
Xueyuan Road,18
Changwa Road,17
South Xueyuan Road,17
Zhongguancun Street,17
西大望路,17
Outer Deshengmen Str,16
北展桥,16
West Chegongzhuang Road,15
西四环南路,14
文景西街,14
阜成门南大街,13
清景路,13
N. Xingjiekou Str,13
G6辅路,12
成府路,12
徐尹路,11
北林银杏大道,11
万寿寺路,11
Ba Gou Road,10
东直门南大街辅路,10
西土城路,10
North 4th Ring Road,10
复兴路,10
北四环中路,10
邱门外大街,9
Rixin Road,9
Outer Xizimen Rd South,9
Gongrentiyuchang East Road,9
建国路辅路,9
北三环中路,9
潞苑五街,8
德胜门北桥,8
Dahuisi Road,7
乔庄商业街,7
普合一桥,7
Xinhua East Street,6
翠屏西路,6
复兴门北大街,6
五道口北巷,6
清华南路,5
群芳中二街,5
北二环,5
Linhei Street,5
北马庄桥,5
West Chang'an Street,5
East Wanliu Road,5
Tonghuda Street,5
海淀黄庄东天桥,5
南大沟桥,4
Xinhua South Road,4
泉宗路,4
双树路,4
科技大道,4
Beijing-Lasa Expwy,4
Wangzhuang Road,4
温榆河西路,4
通燕高速,4
East Gongrentiyuchang Road,4
玲珑路,4
北三环东路,4
大运村路,4
Nanmofang Road,4
紫竹院路,4
Xizhimen Outer Street Side Road,4
大郊亭南街,4
Xizhimen North Street,4
通惠河北路,3
Zaojunmiao Road,3
East 4th Ring Road,3
朝阳路,3
中关村南大街,3
Tongchao Street,3
North Shuangyushu Road,3
Inner Deshengmen Str,3
潞苑北大街,3
Yantan Road,3
幺家店路,3
Yao Guan Road,2
新城南路,2
Guangqu side road,2
文化新大街,2
Guangqu Road,2
滨惠南三街,2
月异西路,2
Gongrentiyuchang North Road,2
察院胡同,2
京榆旧线辅路,2
广场南三路,2
谨勤路,2
中环西路,2
内环西路,2
万丰路,2
复兴门桥,2
东直门南大街,2
Chang Chun Qiao Road,2
Shuiche Alley,2
Deshengmenwai Street,2
Guangze Alley,2
知春里弯巷,2
德胜门西大街,2
窑平路,1
首都体育馆南路,1
Zhengjuejiadao,1
Xitucheng Road,1
Guangqu Side Road,1
Chaoyang North Road,1
Xizhimen Outer Avenue,1
Jiuxianqiao North Road,1
京顺东街,1
West 3rd Ring Road,1
Xueyuan South Road,1
Yuetan South Street,1
西直门南大街,1
黄木厂路,1
Kexueyuan South Road,1
荷清路,1
清河桥,1
学院路,1
Xuezhi Bridge,1
Madian Donglu,1
德外桥,1
2nd. Ring Road,1
东直门北大街,1
DONGDAQIAO XIEJIE,1
东二环,1
冰窖口胡同,1
Yushuguan Bridge,1
Zhanlanguan Road,1
主马路,1
Dazhongsi North Road,1
Qixiancun Road,1
Baita'an Road,1
云景南大街辅路,1
中关村北一条,1
Sanlihe Road,1
