name,count
Kexueyuan South Road,67
中关村南三街,49
Zhichun Road,39
北四环西路,39
Zhongguancun South Road,23
Chengfu Road,21
中关村东路,19
中关村北一条,11
中关村北二街,8
Zhongguin Village East Road,8
知春路,7
中关村北二条,7
莲花池东路,6
民族家园东路,6
Yangfangdian Road,6
Jianguo Road,5
北京西站下沉广场,5
中关村南一条,4
科翔路,3
北四环西路辅路,3
Xirongxian Alley,3
常营中路,2
Xizhimen Outer Street Side Road,2
宣武门东大街,2
Xuanwumen Inner Avenue,2
N. Xinghua Str,2
E. Chongwenmen Str,2
三才堂南街,2
Shuangqing Road,1
东升南路,1
成府路,1
中关村北一街,1
北三环西路,1
京承高速,1
北四环东路,1
Chongwenmen West Avenue,1
中关村南四街,1
Fuxing Road,1
East Yangfandian Road,1
北蜂窝,1
五道口北巷,1
