name,count
Chengfu Road,874
Fuxing Road,711
北四环中路,519
Sanlihe Road,403
South Zhongguancun Street,399
North 4th Ring Road,382
北四环东路,341
Zhongguancun Main Street,339
西三环北路,311
Zhongguancun North Street,291
复兴路,280
西三环中路,240
中关村大街,198
Xueyuan Road,125
Huixin Dongjie,123
Chegongzhuang West Street,63
西三环,57
Qinghua West Road,46
Zhongguin Village East Road,39
三里河路,38
北三环西路,36
财经东路,17
中关村南大街,11
海淀三山五园绿道,10
中关村东路,7
Zhongguancun Street,6
成府路,6
北四环西路辅路,6
North Shuangyushu Road,5
中关村北大街辅路,5
Zizhuyuan Road,5
华亭西路,4
West Chegongzhuang Road,4
大泥湾路,4
茂林居路,4
人民大学南路,3
Wanshousi Road,3
Fucheng Avenue,3
北四环西路,3
花园路,2
月坛南街,2
展春园西路,2
West Maolinju Road,2
South Xueyuan Road,1
首都体育馆南路,1
万寿寺路,1
