name,count
丰葆路,254
西三环,204
北三环西路,161
大栅栏街,153
葆台路,144
中关村东路,132
西四环中路,129
西三环北路,128
科技大道,124
Guanan Street,118
Guananmen Outer Avenue,104
Xuanwumen West Avenue,103
Qianmen Street,93
West 4th Ring Road,75
百强大道,70
Zhichun Road,66
知春路,65
煤市街,62
Kexing Road,62
锦丰路,61
西四环南路,61
广安路,58
East Zhongguancun Road,44
Fucheng Street,38
西四环北路,30
大栅栏西街,29
阜成路辅路,28
丰台北路,23
世界公园国际赛道,19
Zhongguin Village East Road,18
阜成路,18
Qianmenxihe Str,17
W. Qianmen Str,15
六圈西路,15
邻枫路,14
西三环南路,13
North 3rd Ring Road,10
园博绿道,10
前门西大街,10
外环西路,9
Liangshidian jie,8
宣武门西大街,8
郭公庄中街,8
金沟河路,8
鲜鱼口街,6
门框胡同,6
Xinggui Road,6
North 3rd Ring Road (Sitong Bridge),6
大齐家胡同,5
正大南路,4
恒富中街,4
广场南街,2
Jiaotong University Road,2
前门大街,2
Yingxia Street,2
大运村路,2
E. Enji Str,2
W. Enji Str,2
定慧桥,2
永定河路,2
中环西路,2
Fuxing Road,2
复兴路,2
Qianmen West Street,2
Taiping Road,2
莲石东路,2
红莲路,2
卢沟桥路,2
北京西站南路,2
丰体北路,2
East Dazhongsi Road,2
西直门站换乘通道,1
Baita'an Road,1
