name,count
Zhichun Road,20993
Zhongguancun Main Street,17715
中关村东路,15114
Haidian South Road,10272
北三环西路,5976
South Xueyuan Road,4967
South Zhongguancun Street,4842
South Kexueyuan Road,4216
Beiqingyun Lu,3888
Zhongguancun South Road,3788
中关村南四街,3737
Libafang Lu,3093
Zhongguin Village East Road,3036
Kexueyuan South Road,2938
苏州街,2638
Xinggui Road,2476
Huixin Xijie,2476
Pingguoyuan South Road,2352
万泉河路,2221
知春路,2079
港沟街,2042
Wenhuiyuan North,1958
北四环西路,1576
中关村大街,1468
Zaojunmiao Road,1429
North Shuangyushu Road,1254
East Zhongguancun Road,1133
North 3rd Ring Road,1047
G6辅路,1016
Dongzhongbu Alley,989
Fushi Road,841
Xueyuan South Road,834
Daliushu Road,783
Zhongguancun Street,695
西土城路,602
Beijing-Lasa Expwy,598
慧景路,594
北四环中路,557
苹果园交通枢纽中路,541
惠新西街辅路,536
E 3rd Ring Road,508
北三环东路,497
Dahuisi Road,496
石景山路,468
HAIDIAN South Road,466
高粱桥斜街,448
北四环西路辅路,447
圆明园西路,436
North 4th Ring Road,434
Shuangyushu Dongli Xixiang,409
西三环北路,388
新街口外大街,387
中关村南三条,365
古城小街,340
Anyuan lu,325
海淀黄庄东天桥,321
E. Gongyuan Str,301
Wenhuiyuan Road,300
1st Shuangyushu Str,297
广宁路,288
Wanquanzhuang Road,262
Shuangyushu Middle Street,246
金顶南路,182
W. Gulou Str,179
Xueqing Road,178
人民大学北路,172
Chengfu Road,161
South Third Zhongguancun Street,158
北洼路,149
人民大学南路,141
East Zaojunmiao Road,134
Jinding South Road,132
德胜门外大街,127
大泥湾路,118
颐和园路,115
Dingyin Hutong,108
西三环中路,105
西直门外大街,105
Xueyuan Road,103
Weigongcun Road,102
西三环,99
成府路,96
Xinxi Road,92
Gulou East Street,92
榆槐巷,90
Jiaodaokou South Street,84
Xitucheng Road,78
Wenhuiyuan South,77
Beiyuan road,76
京新高速,73
西直门北大街,73
3rd Shuangyushu Str,72
East 3rd Ring Road,69
Zhongguancun North Street,68
Xizhimen Avenue,64
Zhongzhi Road,54
中关村南一条,53
W 1st Dahuisi Str,53
North 3rd Ring Road (Sitong Bridge),52
紫竹院路,45
Shuangqing Road,45
Inner Andingmen Str,43
North Xiaozu Road,41
大运村路,39
学院路,37
Xizhimen North Street,37
金顶街,37
Outer Xizimen Str,34
中关村南三街,34
二龙闸路,32
古融路,32
Outer Di'anmen Str,31
Houhaibeiyuan,30
Yingxia Street,27
Xinjiekouwai Street,27
South Chediaogou Road,26
星座商厦天桥,26
北三环中路,23
East Dazhongsi Road,23
Deshengmen Inner Street,23
篱笆房路,21
北辛安路辅路,19
3rd Ring Road,18
North 5th Ring Road,18
Jiugulou Str,17
Xingtan Road,17
Zizhuyuan Road,17
中关村北一条,16
京藏高速,15
Qianmachang Alley,15
Doufuchi Alley,15
石门路,15
清河桥,14
E. 3rd Ring Rd. E,14
Ya'er Alley,12
知春里弯巷,11
北辛安路,10
罗庄中路,10
Madian Donglu,9
Wanquanhe Road,9
Xinkai Hutong,9
科技园路,8
同庆街,8
Outer Deshengmen Str,8
德胜门北桥,7
财经东路,6
Tanghua Alley,6
Houhai Xiyan,6
校园南路,6
Houhai Jiadao,5
中关村南一街,5
Binhai Hutong,5
校园东路,4
海淀路,4
Houhai South,4
Inner Deshengmen Str,4
Beiluogu Alley,3
Ganlu Hutong,3
Heqing Road,3
Xiwei Hutong,3
Zhuzhong Alley,3
龙岗路,3
Ju'er Alley,3
三元桥,3
Shoubi Hutong,2
西坝河西路,2
春华路,2
Caochang Hutong,2
Zhixin Road,2
展春园西路,2
双榆树北里四条,2
林园路,2
Xiaoyou Alley,2
弘慈巷,2
Jiaoda East Road,2
三义庙路,2
清河南滨河路,1
Xitao Alley,1
北展广场,1
双安西桥,1
昌运宫路,1
奶牛中心路,1
宫门前街,1
Sidaokou Road,1
北总布胡同,1
Qinghua East Road,1
马甸南路,1
新建宫门路,1
Beitaipingzhuang Avenue,1
Houmacheng Alley,1
N 4th Ring Rd. W,1
六枝胡同,1
Lianhui Road,1
学清苑小区北路,1
石板房南路,1
冰窖口胡同,1
Shanqianju Hutong,1
Babukou Alley,1
2nd Shuangyushu Str,1
小经厂胡同,1
Zhonglouwan Hutong,1
Baochao Hutong,1
建国门北大街辅路,1
