name,count
Zhongguancun Main Street,1308
Zhichun Road,1288
拂林北路,1211
South Xueyuan Road,1145
万泉河路,605
苏州街,567
South Zhongguancun Street,461
北土城西路,454
北三环西路,437
North 3rd Ring Road,372
北三环东路,370
Beiyuan Road,334
北三环中路,334
人民大学北路,307
Weigongcun Road,273
Haidian South Road,243
中关村东路,219
北土城东路,200
Wanquanzhuang Road,157
知春路,152
中关村大街,139
Qinghua East Road,129
Zhongguancun North Street,114
Xinxi Road,106
G6辅路,100
Chengfu Road,94
Anding Lu,87
东三环北路,86
Yingxia Street,72
Daliushu Road,69
Xizhimen Avenue,64
Wenjin Street,64
Shuangqing Road,61
E 3rd Ring Road,58
西四环北路,57
安立路,54
Chaoyang Road,49
安定路,47
Beiyuan road,46
Shifoying Road,41
中关村南四街,38
西单北大街,36
圣化寺路,36
N. Xisi Str,34
Beichen Donglu,33
前门西大街,33
北四环西路辅路,32
Xiaoyun Road,30
西土城路,29
Kexueyuan South Road,27
An Li road,27
北四环西路,27
Xianmen Str,25
North 4th Ring Road,25
Kehui Road,25
Jingan West Street,24
Xueqing Road,24
N. Xinghua Str,23
西直门外大街,23
石佛营路,22
Xueyuan South Road,22
北四环东路,21
Nongyeguan South Street,21
East 3rd Ring Road,21
Zaojunmiao Road,20
North Xiaozu Road,20
Beichen West Road,19
South Qisheng Road,18
North Shuangyushu Road,17
Zhongguancun Street,16
中关村北大街辅路,16
Outer Xizimen Str,15
林园路,14
十里堡路,14
高梁桥路,13
Beijing-Lasa Expwy,12
Huixin Xijie,12
东三环中路,12
1st Shuangyushu Str,11
西直门外南路,11
Zhongguin Village East Road,11
大泥湾路,11
谨勤路,11
海淀黄庄东天桥,11
E. Zuojiazhuang Str,11
Chang Chun Qiao Road,11
北辰路,9
人民大学南路,9
South Kexueyuan Road,9
兵马司胡同,9
丰盛胡同,9
远大西路,9
Sanlihe Road,8
拂林路,8
South Chaoyang Park Road,8
S. Xisi Str,8
展览馆路,8
North Middle 3rd Ring Road,8
大屯北路,8
Beilishi Road,8
South Third Zhongguancun Street,7
Heqing Road,7
黄木厂路,7
胜古北路,7
Yuan Da Road,7
长春桥路,7
West Chang'an Street,7
W. Qianmen Str,7
North 3rd Ring Road (Sitong Bridge),6
郡王府广场,6
North Dahuisi Road,6
裕民中路,6
W. Hepingli Str,6
East 3rd Ring Road North,6
后八家路,6
常青路,6
德胜门外大街,6
清华南路,6
Dahuisi Road,5
Jianguomen Outer Avenue,5
Huangsi Str,5
Yaojiayuan Road,5
西四南大街,5
高粱桥斜街,5
农展馆南路,5
Yangshan Lu,5
Baita'an Road,5
三里河东路,5
Minzu University Road West,5
Xinggui Road,5
HAIDIAN South Road,4
白家庄北路,4
军博西路,4
后八家东路,4
双清西路,4
South Yuyuantian Road,4
Xitucheng Road,4
Xingjiekou South Street,4
Xirongxian Alley,4
西坝河路,4
邱门外大街,4
马甸南路,4
Sanlihe East,4
篱笆房路,4
北洼路,4
七圣北路,4
北展桥,3
Qisheng Road,3
海淀三山五园绿道,3
双榆树北里六条,3
太阳宫中路,3
裕民西路,3
朝阳无限路,3
Fahuasi Road,3
马甸西路,3
京承高速辅路,3
Shunyun Str,3
Huizhong North Road,3
N. Xiaohuangzhuang Str,3
六号楼附楼北路,3
E. 3rd Ring Rd. E,3
North 5th Ring Road,3
Yumin Road,3
学院路,3
Wangzhuang Road,3
月泉路,2
Zizhuyuan Road,2
鼓楼外大街,2
Aotizhong lu,2
菜户营西路,2
朱各庄路,2
花园路,2
Xidawang Road,2
Xuezhi Bridge,2
Wan Liu Zhong Road,2
Xingtan Road,2
北林银杏大道,2
Huizhong Lu,2
Xizhimen North Street,2
吴家村路,2
前八家路,2
八大处停车场路,2
Yuetan South Street,2
East 4th Ring Road,2
Anzhen Road,2
长韩路,2
北苑路,2
双榆树北里四条,2
京承高速,2
安贞西二路,2
安贞西里环路,2
海淀路,2
Zhongguancun South Road,2
鼎成路,2
三里河南横街,2
Yumin Middle Avenue,2
Qianmen West Street,2
小糖房胡同,2
Jiaotong University Road,2
三义庙路,2
十里堡南里东路,2
Xinzhong Street,2
Airport Expressway,1
Dongfang East Road,1
Xiangheyuan Road,1
左家庄东街,1
West Balizhang Road,1
Yongan Bridge,1
军民团结路,1
Beitaipingzhuang Avenue,1
小屯西路,1
万柳西路,1
"Sicence Parc South, East Road",1
右堤路,1
South 5th Ring Road,1
South Zizhuyuan Road,1
3rd Shuangyushu Str,1
来广营西路,1
Qing River Road,1
月清路,1
常青园路,1
蓝靛厂西路,1
泉宗北路,1
高梁桥斜街,1
中关村北一条,1
中关村北二街,1
阜成路,1
西三环中路,1
东三环,1
塔院东街,1
XiaoYuanXiLu Road,1
小屯路,1
大运村路,1
北太平庄路,1
唐新村北路,1
Lianshi East Road,1
North Taiping Road,1
Chuangyuan Road,1
厢黄旗路,1
Outer Andingmen Str,1
林萃东路,1
半壁街,1
景恒街,1
Chaoyangmen Outer Street,1
双旗杆路,1
双旗杆西路,1
朝阳北路,1
Xinfeng Str,1
Libafang Lu,1
Xinyuan Street,1
Zuojiazhuang West,1
Fuxing Road,1
煤市街,1
Inner Xizhimen Str,1
京原路,1
荷清路,1
壁富路,1
莲花河西路,1
South Chediaogou Road,1
East Dianmen Street,1
吉安所右巷,1
紫竹院路,1
东新帘子胡同,1
Jian'an West,1
冠城园东街,1
姜庄路,1
Yuhui Nanlu,1
Huixin Dongjie,1
Datun North Road,1
朝阳路,1
3rd Ring Road,1
Wanquanhe Road,1
万柳华府北街,1
双安西桥,1
西三环北路,1
