name,count
小营路,62373
Huixin Dongjie,45583
北四环东路,15558
E. Hepingli Str,11643
东直门南小街,8780
Dongzhimen North,8488
W. Hepingli Str,7639
和平里东街,7442
小营北路,4580
北三环东路,4401
Xinxi Road,3869
Zhongguancun North Street,3316
北四环中路,3288
北土城东路,3070
Anyuan lu,2516
North 3rd Ring Road,2513
鼎慧街,2350
北三环西路,2209
North 4th Ring Road,2137
An Li road,2099
西四环北路,2085
北土城西路,2043
G6辅路,1723
北三环中路,1672
Shang Di West Road,1497
Beiyuan road,1483
Huixin Xijie,1470
Wenxueguan Lu,1466
Haiyuncang Alley,1436
Chengfu Road,1393
北四环西路,1365
小营东路,1338
Qingniangou Road,1297
育慧街,1238
莲花池东路,1225
Huizhong North Road,1197
西三环北路,1148
京承高速,1119
Zhichun Road,1113
Zhongguancun Main Street,1093
N. Dongsi Str,1060
Fuxing Road,1002
和平里北街,981
Dongsishitiao Street,966
惠中大道,956
Gongrentiyuchang North Road,942
复兴路,906
东四环北路,900
北四环西路辅路,891
Yaojiayuan Road,872
西三环,842
Jingmi Road,838
Jingan West Street,832
北京-港澳高速公路,816
石佛营路,807
小营西路,803
东四环中路,748
Xueqing Road,745
Chaoyangmen South Minor Street,736
West 4th Ring Road,734
Nanlishi Road,730
West Chang'an Street,724
地安门东大街,722
西四环中路,717
闵庄路,710
中关村北大街辅路,709
Beijing-Lasa Expwy,684
东三环北路,684
安立路,675
Zhang Zizhong Road,662
Beiyuan Road,658
西直门北大街,639
东直门北小街,623
Jianguo Road,610
东三环中路,610
樱花园东街,600
西二环,592
N. Chaoyangmen,588
North 5th Ring Road,584
阜成门内大街,559
Datun road,548
East Chang'an Street,548
Beijing Station East Street,533
Nongyeguan South Street,521
South Chaoyang Park Road,518
N. Chaoyangmen Str,502
东二环,494
石佛营东路,493
West 5th Ring Road,491
Zizhuyuan Road,486
N. Xisi Str,478
Huangsi Str,473
Inner Fuchengmen Str,459
Anding Lu,455
紫竹院路,436
N 4th Ring Rd. W,435
Jiuxianqiao Road,433
Dongsishitiao,432
S. Chaoyangmen Str,431
Beijing Railway Station Street,428
E. Tianshuiyuan Str,412
甜水园东街,405
E 3rd Ring Road,392
万泉河路,389
京顺东街,387
Tianshuiyuan Street,362
北辰路,358
Outer Xibianmen Str,354
花园东路,350
S. Dongsi Str,344
South Qisheng Road,334
N. Fuchengmen Str,322
惠新西街辅路,322
金台路,313
西土城路,311
Yonghegong Street,309
N 4th Ring Rd. E,303
Xueyuan Road,301
Yuanmingyuan West Road,294
Sanlihe Road,290
平房路,289
朝阳门南小街,284
Nanmofang Road,284
South Zizhuyuan Road,279
东四北大街,275
京开高速,272
鼎成路,267
西羊管胡同,264
Huajiadi Jie,259
海淀三山五园绿道,257
京承高速辅路,252
Gulou East Street,251
East 3rd Ring Road North,249
Qinghua East Road,242
North 4rd Ring Road,242
万丰路,239
阜成路,238
East 4th Ring Road,231
Yuetan South Street,228
N. Hepingli Str,226
崇文门东大街,216
Jiangtai Road,215
Pingguoyuan South Road,214
望京西路,208
Xinjiekouwai Street,208
崇文门西大街辅路,204
阜石路,197
京密路,195
崇文门内大街,194
石门路,194
Guanan Street,191
Dongzhimen Inner Street,189
N. Xihuangchenggen Str,189
May 4th Street,189
Xizhimen North Street,187
复兴门北大街,184
W. Beijingzhan Str,181
Fushi Road,180
西三环中路,177
马连道北路,171
Haidian South Road,171
E. Chongwenmen Str,169
阜成门外大街,164
Paoju Hutong,162
Xing Shi Kou Road,162
East Dianmen Street,160
N. Dongdan Str,159
京开高速辅路,156
Yuhui Nanlu,155
石佛营中街,152
西坝河路,150
Lianhuachi East Road,144
中关村大街,139
圆明园西路,136
North Middle 3rd Ring Road,135
朝阳门北小街,135
闵庄南路,135
Dingfuzhuang West Street,135
Fucheng Street,134
North Chaoyang Road,134
South Zhongguancun Street,132
Inner Dongzhimen Str,131
E. 3rd Ring Road,130
Guananmen Outer Avenue,128
南湖中园二条,127
Pingguoyuan Street,122
知春路,120
Jiaodaokoubei Toutiao,116
北京-平谷高速公路,115
阜成门南大街,114
E. Xisi Str,114
安慧北里小街,114
清河南滨河路,113
Jiaodaokoubei Ertiao,113
Outer Chongwenmen Str,111
太阳宫南街,109
安定路,108
首都体育馆南路,105
Beichen West Road,105
Zuojiazhuang West,104
Di'anmen West,103
南新仓桥,103
Fangjia Alley,101
East 3rd Ring Road,101
Xuanwumen Inner Avenue,97
Jingkai Expressway,97
田村路,97
Chaoyang Road,96
Jingtong Expressway,96
西井路,96
Beichen Road,96
Jinding South Road,94
Inner Chongwenmen Str,94
石佛营东一路,93
广安路,93
育慧东路,90
East Lianhuachi Road,90
Guangqumennan Binhe Road,90
苹果园交通枢纽东路,89
东单北大街,89
Laiguangying East Road,88
阜成路辅路,88
Ping Guo Yuan Road,87
4th Zhenwumiao Road,87
Yuan Da Road,87
Chang Chun Qiao Road,86
明馨西街,81
Jianguomen Outer Avenue,81
Beichen Donglu,81
Xidawang Road,80
Daju Alley,79
望京北路,79
Jiaodaokou East Street,79
Zhongguancun Street,77
Xinglong Middle Street,73
金顶南路,73
北京站东街,72
Wangfujing Street,72
农展馆南路,72
关庄西路,72
S. 3rd Ring Road,69
昌运宫路,68
朝阳北路,67
Chegongzhuang West Street,67
红领巾桥,63
中关村东路,63
Yuetan North,62
Xiaoyun Road,62
南礼士路,62
北土城东路辅路,61
正大南路,60
京港澳高速公路,60
清河桥,60
前门东大街辅路,59
Waiguanxie,59
德胜门外大街,58
Zhongzhi Road,58
Shuangqing Road,58
北官厅胡同,58
Beijingzhan West Street,57
Jinggang'ao Expressway,57
Capital Airport Side Road,57
West 3rd Ring Road,56
Chaoyang Park South Road,56
阜石路辅路,56
复兴门南大街,56
财经东路,54
Xiaohuangzhuang Road,54
民族园路,54
Outer Di'anmen Str,54
Outer Xizimen Str,53
Zhengguang Road,52
Xizhimen Avenue,51
Beitaipingzhuang Avenue,51
Jinbao Street,51
Dongmencang Alley,50
小黄庄前街,50
旱河路,50
石佛营东二路,49
West Jintai Road,49
Xuanwumen West Avenue,48
N. chaoyangmen Str,48
S. Fuchengmen Str,47
广宁路,47
杨庄东街,46
前门东大街,46
酒仙桥北路,44
蓝靛厂路,43
北极阁路,43
育慧北路,43
海淀路,42
西坝河西路,42
Dongsi 9th Alley,42
香河园路,42
Dongsi West Street,41
海淀公园路,41
西单北大街,40
外馆斜街,40
建国路辅路,40
北关庄路,40
"Sicence Parc South, East Road",40
Deshengmen Inner Street,39
金顶东路,38
Guang Shun North Street,38
西直门外大街,38
建国门南大街,36
大阮府胡同,35
育树二条,35
西四环南路,35
永定河路,35
West Chegongzhuang Road,35
5th Ring road,35
煤市街,34
京新高速,34
Xinglong West Street,34
东四南大街,33
长春桥路,32
Jintai Road,32
Wanshou Road,32
Yongding Road,32
南三环西路,32
前门西大街,32
成府路,31
双旗杆西路,30
学院路,30
垂杨柳北二街,30
崇文门西大街,30
"Sicence Parc South, Middle Road",30
三河里南三巷,29
昆明湖南路,29
月坛南街,29
阜通东大街,29
South 3rd Ring Road,28
西三环南路,28
Chongwenmen Outer Street,28
湖景东路,27
Outer Fuchengmen Str,26
Sanlitun East 2nd St,26
Zhongguin Village East Road,26
E. Xinjiekou Str,26
万丰路辅路,26
燕东园北小街,25
Tuanjiehu Road,25
阜通东大街辅路,25
Lugouqiao Nanlu,25
Di'anmen West Street,25
三里河路,24
大泥湾路,24
来广营东路,24
北坞村路,24
二龙闸路,24
太阳宫中路,24
邱门外大街,23
横二条,23
金顶西街,23
主马路,23
Guanglian Road,23
3rd Ring Road,23
HAIDIAN South Road,22
Xiagongfu Street,22
潘庄东路,22
Wucun North Road,22
丰台北路,22
容达路,22
Inner Deshengmen Str,22
德胜门西大街,22
Xuezhi Bridge,21
Beimencang Hutong,21
七圣北路,21
太阳宫南街辅路,21
E. 3rd Ring Rd. E,21
North Sanhuqiao Road,21
Dongzhong Str,21
木樨地北滨河路,21
Chegongzhuang Avenue,20
万明园北巷,20
利泽西街,19
翠花胡同,19
清华南路,19
西黄城根北街,19
E. Jiaodaokou Str,19
北京民俗小吃街,19
Dahua Road,19
Fuxingmen Outer Avenue,19
W. Qianmen Str,18
金沟河路,18
牡丹园东街,17
苹果园商务区加密二路,17
闵航路,17
Qisheng Road,17
Dongshuang Beizifen Road,17
Banqiao South Lane,17
Qinghua West Road,16
苹果园北路,16
North 3rd Ring Road (Sitong Bridge),16
钱粮胡同,16
Tianshuiyuan Str,16
丰盛胡同,16
Xiangheyuan Road,16
花园路,15
Liufang North Street,15
Huizhong Lu,15
良三路,15
Beixincang Alley,15
Heqing Road,15
Xitucheng Road,15
育树三条,15
Baimicang Alley,15
潘庄南路,15
朝阳绿道示范段,15
广渠门北滨河路,15
Youfang Alley,14
兵马司胡同,14
Caoyuan Hutong,14
双旗杆路,14
Xiguan Alley,14
望京北路辅路,14
健翔园南路,14
健翔桥,14
W. Di'anmen Street,13
Weigong Street,13
Changwa Road,13
左家庄西街,13
常青路,13
Dongsi 5th Alley,13
Longfusi Street,13
Qixiancun Road,13
东三环,13
E. Xibianmen Str,13
望京环绿道,13
甜水街,13
Chaoyang Park Road,12
北太平庄路,12
W. Deshengmen Str,12
西四南大街,12
屏翠西路,12
农大南路,12
华亭西路,12
北苑路,11
宣武门西大街,11
Huichengmen Bridge,11
Datun Road,11
大运村路,11
North Maliandao Road,11
雅秀东路,11
Xueyuan South Road,11
鼓楼外大街,10
香宾路,10
Lincui Road,10
Outer Deshengmen Str,10
北二环,10
东单三条,10
复兴门桥,10
Shoubi Hutong,10
Meishouguan Back Street,10
小关西后街,10
问渠路,9
安定门外大街,9
西院道路,9
白家庄北路,9
利泽西二路,9
塔院东街,9
六合胡同,9
颐和园路,9
Yinghuayuan Dongjie,9
胜古北路,9
常润路,9
Min'an Street,9
中关村南四街,8
定慧桥,8
Fucheng Road,8
通惠河北路,8
奶牛中心路,8
学清苑小区北路,8
S. Xisi Str,8
金沟河东路,8
1st Shuangyushu Str,8
Yuqun Hutong,8
海淀黄庄东天桥,8
马甸南路,8
Xinglong Street,8
Dengshikou Str,8
Dongsi 1st Alley,8
G4辅路,8
Bei He Yan Street,8
金顶街,7
新鲜胡同,7
手帕胡同,7
South Xueyuan Road,7
幺家店路,7
Ganyu Hutong,7
塔院西街,7
南蜂窝路,7
铁狮子胡同,7
国家体育场北路,7
Weigongcun Road,7
阀东桥,7
银泉路,7
东四十条桥,7
E. Enji Str,7
Kexueyuan South Road,7
East Yangfangdian Road,6
E. Qianmen Str,6
石板房南路,6
Qianguaibang Hutong,6
W. Di'anmen Str,6
龙岗路,6
Baijiazhuang Road,6
East Panzhuang Road,6
裕民中路,6
东便门桥,6
北火扇胡同,6
三里河南横街,6
Xishiku Street,6
Donghuangchengenbei Street,6
Nanfengwo Road,6
京藏高速,6
板井路,6
Heng Ertiao,6
人民大学南路,6
Dayangyibin Hutong,5
Kehui Road,5
Linglong Road,5
Weijia Alley,5
W. Qianhai Str,5
Zhixin East Road,5
健安东路,5
玉渊潭南路,5
Wudinghou Street,5
Chongwenmen West Avenue,5
South Third Zhongguancun Street,5
E. Zuojiazhuang Str,5
Sanlitun South Road,5
Airport Expressway,5
Anxiang North Road,5
Jiaotong University Road,5
三山五园绿道,5
W. Enji Str,5
裕民西路,5
和平路,5
首都机场辅路,5
水碓子中街,5
新发地北桥,5
South Kexueyuan Road,5
北湖渠西路,4
右堤路,4
三义庙路,4
宛平桥,4
蓝靛厂南路,4
王府井南口东通道,4
东三环南路,4
五道口北巷,4
Inner Andingmen Str,4
Zaojunmiao Road,4
Aotizhong lu,4
外交部街,4
Ritan Road,4
大屯北路,4
广渠门桥,4
朝阳党校路,4
双榆树北里六条,4
Heping West Street,4
崇文门东大街辅路,4
卢沟桥北路,4
天辰西路,4
Wanshousi Road,4
Picai Hutong,4
West Balizhang Road,3
清河南大街,3
Lingnan Road,3
Anhua Road,3
兴化路,3
三元桥,3
园博绿道,3
Gulouwai Str,3
Madian Donglu,3
杨庄北区中街,3
来广营西路,3
北沙滩桥,3
辛店路,3
科荟桥,3
ANDINGMEN DONGDAJIE,3
信悦华庭路,3
Yangzhuang Street,3
Beifengwo Road,3
Yangfangdian Road,3
Huapichang Alley,3
慧忠路,3
取灯胡同,3
Xiang'er Alley,3
Yongan Bridge,3
湖光中街辅路,3
京良桥,3
Wangzhima Alley,3
西红门桥,3
Daxinglong Hutong,3
Shifoying Road,3
冬奥村南街,3
高原街,3
屏翠东路,3
京通快速,3
西便门东街,3
Hujialou Xili South Street,3
Hujialou North Street,3
三才堂路,3
Tuanjiehu North 1 Street,3
广泽路,3
万寿寺路,3
垂杨柳北一街,3
Fuyou Street,3
Nanchizi Str,3
Jinyu Hutong,3
Shijinhuayuan Alley,3
Lianhua Str,2
三里河北一巷,2
北林银杏大道,2
Jiaodaokou South Street,2
East Sanlihe Road,2
Tuanjiehu North 2 Street,2
北小河南路,2
Beixinqiao No.3 Alley,2
North Shuangyushu Road,2
阜通西大街,2
苏州街,2
广莲路,2
Ping'anli West Avenue,2
上清桥滨河西路,2
Baiyun Road,2
莲石东路,2
四路居南路,2
广渠门外大街,2
Dongsi 13th Alley,2
奥体南区二号路,2
上庄大街,2
长阳大街,2
梓林路,2
八棵杨南街,2
Outer Andingmen Str,2
Xizhimen Outer Street Side Road,2
壁富路,2
玉峰路,2
丰户营路,2
乐道巷,2
宏福路,2
Beixing Road,2
南颂年胡同,2
真武庙南三巷,2
南三里屯西路,2
N. Tuanjiehu 5th Lane,2
Xinzhong Str,2
Zhonglouwan Hutong,2
Gongrentiyuchang Road,2
西冉东街,2
南礼士路三条,2
奥园东路,2
Ba Da Chu Road,2
Jin Ding North Road,2
龙翔路,2
马甸西路,2
Meizha Alley,2
创达路,2
East 5th Ring Road,2
Dongtanze Alley,2
