name,count
首都体育馆南路,84
South Zhongguancun Street,72
中关村东路,56
Zhengguang Road,51
East Dazhongsi Road,47
Zhichun Road,32
西直门外大街,17
知春路,17
Chegongzhuang West Street,8
Zhongguin Village East Road,8
South Capital Sport Stadium Road,7
北三环西路,7
Xizhimen Avenue,6
Daliushu Road,5
中关村南大街,4
Dahuisi Road,3
Yingxia Street,3
North 3rd Ring Road,3
South Xueyuan Road,2
N. Fuchenglu 2nd Str,2
Zizhuyuan Road,2
Baita'an Road,1
North 5th Ring Road,1
East Zhongguancun Road,1
West Chegongzhuang Road,1
W 1st Dahuisi Str,1
South Minzu University Road,1
Wanshousi Road,1
