name,count
Wenhuiyuan Road,4515
Zhichun Road,963
North 4th Ring Road,843
北四环西路,828
徐尹路,803
北四环东路,768
Jingmi Road,717
北四环中路,689
京密路,674
Airport Expressway,605
北四环西路辅路,515
Yingxia Street,446
知春路,400
East Dazhongsi Road,399
East 5th Ring Road,398
通顺路,332
中关村东路,311
首都机场辅路,273
East 4th Ring Road,269
Xinjiekouwai Street,264
东坝大街,243
N 4th Ring Rd. E,240
西四环南路,240
西直门北大街,214
北土城西路,182
Chaoyang Road,181
京榆旧线,178
N 4th Ring Rd. W,176
North 4rd Ring Road,174
东四环中路,166
North 5th Ring Road,160
East Chang'an Street,148
东四环北路,134
Fuyou Street,126
京承高速,110
西四环中路,103
陈列馆路,103
Huajiadi Jie,101
阜成门内大街,101
小营西路,99
石各庄路,98
Jiangtai Road,97
Jingtong Expressway,95
Jianguomen Inner Avenue,94
Capital Airport Side Road,94
西四环北路,91
West Chang'an Street,86
Huizhong Lu,84
机场第二高速,79
Jianguomen Outer Avenue,76
北苑路,76
五月华庭路,73
海鹰路,71
潞邑西路,64
京通快速,59
Zhongguin Village East Road,56
西土城路,55
E. Xisi Str,54
北三环西路,53
North 3rd Ring Road,52
徐瞳路,48
北三环中路,48
京榆旧线辅路,45
N. Fuchengmen Str,43
通顺路辅路,41
罗庄中路,39
Beijing-Lasa Expwy,39
G6辅路,38
Zuojiazhuang West,38
Inner Fuchengmen Str,38
Fufeng Road,36
安立路,36
Xueyuan Road,35
姚家园路,31
Baita'an Road,31
Xizhimen North Street,30
朝阳路,27
展春园西路,26
Dazhongsi North Road,25
外环西路,25
West 4th Ring Road,24
An Li road,20
Xinhua North Road,20
辛疃路,19
Zhongguancun Main Street,19
Liufang North Street,19
大运村路,19
Jianguo Road,19
西二环,19
阜成门南大街,18
Xiangheyuan Road,18
South Xueyuan Road,18
左家庄东街,17
SW Zuojiazhuang Str,17
N. Xihuangchenggen Str,13
财经东路,11
红领巾桥,10
平房路,10
京通通燕联络线,10
通燕高速,10
学院路,9
South Xibahe Road,8
Heqing Road,8
North Shida Road,7
东高路,7
潞苑二街,7
香河园路,6
管庄路,6
Chengfu Road,6
East Zaojunmiao Road,6
Laiguangying East Road,6
科技大道,6
潞苑五街,5
塔院东街,5
Xitucheng Road,5
东苇路,5
北三环东路,5
潞苑四街,4
幺家店路,4
壁富路,4
潞苑北大街,4
Beiyuan road,4
Lianhui Road,4
湖景东路,3
三元桥西匝道地下通道,3
E. 3rd Ring Rd. E,3
花园路,3
健翔桥,3
Shuangqing Road,3
广顺南大街辅路,3
中环西路,3
福东巷,3
蟹岛西路,3
Yao Guan Road,3
Sidaokou Road,2
酒仙桥北路,2
京旺中路,2
中关村南一条,2
科技园路,2
广顺南大街,2
经贸部通道,2
万泉河路,2
西四南大街,2
王府井南口东通道,2
京顺东街,2
锦什坊街,2
东坝中路,2
阜成门外大街,2
内环西路,2
Wenhuiyuan North,1
Chaoyang North Road,1
Outer Fuchengmen Str,1
梓林路,1
北二环,1
海淀公园路,1
中关村大街,1
财贸学院路,1
Kandan South Road,1
E. Zuojiazhuang Str,1
广泽桥,1
康营东路,1
北太平庄路,1
潞苑东路,1
Xuezhi Bridge,1
金台路,1
