name,count
Zhichun Road,2976
中关村南四街,1074
中关村东路,916
Xinggui Road,765
知春路,566
中关村南三条,310
中关村北一街,251
香山路,195
Zhongguancun Main Street,146
Kexueyuan South Road,123
大泥湾路,113
Maimai Street,108
一棵松路,81
京新高速,57
颐和园路,52
北四环西路,48
South Third Zhongguancun Street,46
Mei Chang Street,45
Zhongguin Village East Road,40
Xiangshan Road,34
同庆街,33
Heqing Road,29
北四环西路辅路,28
Zhongguancun North Street,27
海淀三山五园绿道,23
北上坡路,17
Chengfu Road,14
香山南路,14
Yingxia Street,10
双清绿道,10
North 5th Ring Road,10
红枫路,8
五道口北巷,7
邱门外大街,4
Xiang-Quan Roundabout,3
青龙桥东街,2
中关村北一条,2
中关村大街,1
遗光寺路,1
