name,count
Zhichun Road,944
Haidian South Road,230
Zhongguancun Main Street,217
中关村东路,143
South Zhongguancun Street,114
Xinggui Road,101
Zhongguancun South Road,75
Chengfu Road,75
知春路,68
中关村大街,63
Xueyuan Road,61
展览馆路,61
阜成门外大街,45
西直门外大街,39
North 4th Ring Road,35
大泥湾路,27
Zhanlanguan Road,26
中关村南四街,24
Jianguomen Outer Avenue,23
Airport Expressway,23
Kexueyuan South Road,22
学院路,21
月河北街,18
Outer Fuchengmen Str,17
Libafang Lu,16
Xizhimen Avenue,13
大运村路,10
校园南路,10
海淀黄庄东天桥,10
苏州街,9
North 3rd Ring Road,8
财经东路,7
北三环东路,7
Zhongguin Village East Road,7
North Shuangyushu Road,6
Outer Xizimen Str,6
Baiwanzhuang Str,6
人民大学北路,5
北四环西路,5
北四环西路辅路,4
北三环中路,4
South Third Zhongguancun Street,4
建国里二巷,3
西直门外南路,3
1st Shuangyushu Str,3
知春里弯巷,3
South Xueyuan Road,2
阜成门内大街,2
罗庄中路,2
Yushuguan Bridge,2
中关村南大街,1
北礼士路,1
Zhongguancun Street,1
Shuangyushu Beili Santiao,1
Dongdaqiao Road,1
校园西路,1
3rd Ring Road,1
西坝河西路,1
Chegongzhuang Avenue,1
北三环西路,1
