name,count
北三环中路,508
North 3rd Ring Road,478
Zhichun Road,370
北三环东路,345
东三环北路,199
京哈高速,174
E. Hepingli Str,154
Zhongguancun Main Street,123
Beijing-Harbin Expressway,121
E 3rd Ring Road,114
知春路,110
East 3rd Ring Road North,107
东四环中路,74
北三环西路,70
Jianguo Road,58
中关村东路,57
和平里东街,48
East 3rd Ring Road,46
North Middle 3rd Ring Road,41
Xinggui Road,33
Huixin Xijie,32
Haidian South Road,30
东四环南路辅路,27
Jingha Expressway,24
East 4th Ring Road,22
Qingniangou Road,20
东三环,19
Yongan Bridge,18
建国路辅路,14
大运村路,11
3rd Ring Road,9
学院路,9
德胜门外大街,8
京通快速,8
Zhongguancun Street,7
Xuezhi Bridge,7
西土城路,6
白家庄北路,6
Baijiazhuang Road,6
Guangqu road,6
E. 3rd Ring Rd. E,6
鼓楼外大街,5
海淀黄庄东天桥,4
Anhua Road,4
Shunyun Str,3
双树路,2
三元桥,2
通惠河北路,1
North Shuangyushu Road,1
姚辛庄西路,1
罗庄中路,1
