name,count
中关村东路,7151
Zhichun Road,4895
Beiqingyun Lu,2839
North Shuangyushu Road,2763
知春路,1613
North 4th Ring Road,932
Airport Expressway,841
Zhongguin Village East Road,677
大运村路,560
北四环东路,514
N 4th Ring Rd. E,339
South Zhongguancun Street,324
北四环中路,300
北三环西路,297
Dahuisi Road,253
首都机场辅路,227
Hehua Market,197
京哈高速,188
Houhai South,171
东四环中路,144
北四环西路,142
North Chaoyang Road,140
Chengfu Road,136
Daliushu Road,112
East 4th Ring Road,112
An Li road,110
Beijing-Harbin Expressway,108
西直门外大街,107
Ande Road,105
East Zhongguancun Road,101
North 3rd Ring Road,80
North 4rd Ring Road,76
北三环中路,72
中关村南四街,71
Anding Lu,70
Beiyuan Road,63
W. Gulou Str,62
安定路,60
Zaojunmiao Road,59
2nd. Ring Road,58
蟹岛西路,57
双榆树北路,52
Weigongcun Road,51
Beijing Station East Street,48
Zhongguancun North Street,47
South Xueyuan Road,46
朝外南街,45
德胜门北桥,44
Beiyuan road,44
安立路,44
东苇路,41
北四环西路辅路,41
Kehui Road,39
Zhixin Road,38
朝阳北路,37
Outer Jiugulou Str,37
Xinggui Road,37
康营东路,33
Qianhai North,32
Xueyuan Road,31
Outer Andingmen Str,30
Minzu University Road West,27
Jianguomen Inner Avenue,25
鼓楼外大街,24
建国门北大街辅路,24
Outer Xizimen Str,23
中关村南大街,23
Jingha Expressway,22
德胜门外大街,21
Qianhai South,20
Xizhimen Avenue,20
冰窖口胡同,20
朝阳门南大街辅路,19
Huangsi Str,17
Zhongguancun Main Street,17
中关村大街,15
学院路,15
Heqing Road,15
Outer Di'anmen Str,14
Guangqu road,13
安德路,12
东四环南路辅路,12
Baita'an Road,12
Outer Deshengmen Str,11
Baimi Bei Alley,11
东直门南大街辅路,10
东四环北路,10
京新高速,10
Qianhai East,10
安定门外大街,9
西土城路,9
Houhaibeiyuan,8
Outer Chaoyangmen Str,8
Anding Road,8
东二环,6
North 5th Ring Road,6
大运会公寓南天桥,6
东直门南大街,6
Xuezhi Bridge,5
吉市口路,5
Qianhai North Side,5
朝阳门北大街,5
北京站东街,4
和平里北街,4
北辰路,4
Jiangtai Road,3
北土城东路,3
京顺东街,3
Tanghua Alley,3
东直门北大街,3
Chaowaishichang Street,3
S. Chaowai Str,3
北皋桥,3
首都体育馆南路,3
展春园西路,2
Yingxia Street,2
双清绿道,2
Zizhuyuan Road,2
闵航路,2
高粱桥斜街,2
Chaoyangmen Outer Street,2
Wanshousi Road,2
黄木厂路,2
邱门外大街,2
Zhongguancun Street,2
East 3rd Ring Road North,2
海淀黄庄东天桥,2
Dashibei Alley,2
双树路,2
红领巾桥,2
Deshengmenwai Street,2
大屯北路,2
胜古北路,2
朝阳路,1
Huizhong Lu,1
Meishouguanhou Str,1
钱粮胡同,1
校园东路,1
Jiaozi Hutong,1
科技园路,1
Andingmenwai Street,1
W. Di'anmen Street,1
银锭桥胡同,1
Qianguaibang Hutong,1
白石新桥,1
Houxiaojing Hutong,1
Beiguanfang Alley,1
新鲜胡同,1
慧忠路,1
Xiang Shan South Road,1
Baimi Xiejie,1
地安门东大街,1
Tianshuiyuan Street,1
E. Tianshuiyuan Str,1
Madian Donglu,1
南竹杆胡同,1
Jianguo Road,1
G1辅路,1
姚辛庄西路,1
德外桥,1
健翔桥,1
Xitao Alley,1
Xiaoyou Alley,1
Houhai Jiadao,1
Tieyingbi Hutong,1
裕民西路,1
West 5th Ring Road,1
Qinghua East Road,1
