name,count
梅市口路,621
复兴路,413
京开高速辅路,306
North Taiping Road,243
南四环西路,238
Zhichun Road,210
京开高速,210
Outer Fuchengmen Str,178
West Chang'an Street,171
Fuxingmen Outer Avenue,170
东三环中路,158
Chaoyangmen Outer Street,155
吴家村路,148
西四环中路,146
East Chang'an Street,140
旧宫东西大街,135
Jianguomen Outer Avenue,118
兴源路,116
南苑西路,115
Yongding Road,102
Sanlihe East,101
Fucheng Lu,99
张仪村路,98
Fucheng Avenue,94
西四环南路,94
万源北路,92
Cuiwei Road,83
Caihuying South Road,76
Fuxingmen Inner Avenue,72
吉市口东路,72
太阳宫中路,72
Fuxing Road,68
Jianguomen Inner Avenue,68
大瓦窑中路,56
梅市口路绿道,54
菜户营南路,54
中关村东路,54
阜通东大街,53
Jingkai Expressway,50
南苑东路,50
Chaoyang Road,48
G1辅路,43
East Sanlihe Road,39
Xiangheyuan Road,36
Dongzhimenwai Xiejie,36
大运村路,35
知春路,32
Jianguo Road,29
大屯路,29
南大红门路,29
Xinggui Road,26
Dongzhimen Outer Street,25
青塔西路,24
Chaowai North Street,24
香河园路,23
北四环东路,22
N 4th Ring Rd. E,22
太阳宫南街,20
阜通东大街辅路,19
阜成门外大街,19
宜居北路,19
宜居南路,18
Shuguang West Road,17
三里河东路,17
Fucheng Road,16
Fengyi North Rd,16
Dahua Road,16
京承高速,16
槐房路,14
Sanlihe East Road,14
北三环东路,14
Xizhimen Outer Street Side Road,13
警备东路,12
垂杨柳北二街,12
North 3rd Ring Road,11
Lize Road,10
市民健身步道,10
Jinsong Road,10
East 5th Ring Road,9
East Dazhongsi Road,9
大成路,8
槐房西路,8
Jingtong Expressway,8
京承高速辅路,7
莲石东路,7
小屯路,6
N. Taiyanggong Str,6
E. 3rd Ring Road,6
East Jishikou Road,6
1st Zhenwumiao Road,6
小屯西路,6
枣林路,6
双林南路,5
鲁谷东街,5
北马路,5
东直门外斜街,5
Baita'an Road,4
东柏街,4
南二环匝道,4
Xiaotun Side Road,3
双桥路,3
经贸部通道,3
Jingha Expressway,3
凉水河南侧路,3
莲花河路,3
新发地北桥,3
秀月路,3
化家胡同,3
Nanchizi Str,3
东四环中路,3
LUGU Street,3
South Chaihuyin Road,3
横二条,3
E. Xibianmen Str,3
柳村路,3
宏福路,3
Yuetan North,3
月坛南街,3
Xuanwumen Inner Avenue,3
西二环,3
Fuyou Street,2
West Guangchang Road,2
庑殿路,2
栖凤楼胡同,2
福宜街,2
Fugao Street,2
三丰路,2
邮通街,2
白鹿司北街,2
Middle Yanjingli Str,2
垂杨柳北一街,2
Beixing Road,2
Ritan Road,2
Youfang Alley,2
望京西路,2
春蔚路,2
七圣北路,2
南苑路辅路,2
Tonglinge Road,2
丽槐街,2
Outer Xibianmen Str,2
Sanlihe Road,2
丽泽路,2
South Jianhua Road,2
北皋桥,1
Xizhaosi Street,1
Beijing Station East Street,1
望京环绿道,1
中顶庙街,1
Yingxia Street,1
康华路,1
建国路辅路,1
金台路,1
南西路,1
来广营北路,1
北二里庄路,1
东三环,1
Wanshou Road East Street,1
Wanshou Road,1
Yuetan South Street,1
Zhenwumiao Road,1
Daliubukuo Str,1
N. Xinghua Str,1
崇文门内大街,1
广渠门外大街,1
4th Zhenwumiao Road,1
新宫商业二街,1
南四环中路辅路,1
靛厂路,1
西翠路,1
Huayuan Str,1
小屯路绿道,1
大瓦窑北路,1
东单北大街,1
芳秀路,1
芳春路,1
通仪北路,1
West 5th Ring Road,1
杨庄东街,1
彩虹路,1
丰草河北路,1
