name,count
中关村东路,37156
Zhongguin Village East Road,30640
Zhichun Road,19132
Chengfu Road,7969
知春路,6295
北四环东路,5551
北土城西路,4902
Huixin Dongjie,4605
北四环中路,4210
北三环中路,3491
North 4th Ring Road,3279
北三环东路,3254
北四环西路,3174
North 3rd Ring Road,2478
Xinggui Road,2357
Qingniangou Road,2265
Zhongguancun North Street,1835
北土城东路,1766
地安门东大街,1427
South Zhongguancun Street,1421
大运村路,1358
Zhongguancun Main Street,1189
中关村北一条,991
G6辅路,929
Shuangqing Road,895
Airport Expressway,845
中关村南四街,816
Huizhong North Road,787
Zhongguancun South Road,723
中关村大街,655
Anhua Road,617
Beiyuan road,607
E. Hepingli Str,607
N 4th Ring Rd. E,604
颐和园路,554
成府路,529
An Li road,522
Beichen West Road,474
安定门外大街,472
广顺南大街辅路,471
Dongzhimen North,467
北辰路,415
安立路,415
Nanmofang Road,401
East Dazhongsi Road,387
京承高速,379
南湖南路,367
North 4rd Ring Road,345
Xueyuan Road,342
North Middle 3rd Ring Road,334
小营路,329
花园东路,326
Zhixin Road,317
外馆斜街,308
Outer Andingmen Str,264
Beijing-Lasa Expwy,264
W. Hepingli Str,255
Inner Andingmen Str,247
Gongrentiyuchang North Road,239
S. Jiaodaokou Str,232
Dongzhimen Inner Street,230
首都机场辅路,227
东直门南小街,220
Huixin Xijie,217
East Chang'an Street,210
东四环中路,204
安定路,200
Yingxia Street,200
Qianmen Street,193
望京西路,191
East 4th Ring Road,191
Beijing Railway Station Street,190
Chaoyangmen South Minor Street,187
Dongzhimen Outer Street,182
东三环北路,179
Heqing Road,178
West Chang'an Street,174
北三环西路,173
Waiguanxie,172
East 3rd Ring Road North,169
East Qianmen Road,168
东升南路,167
东三环中路,160
紫竹院路,159
Dongzhong Jie,153
南湖中园二条,151
财经东路,151
北四环西路辅路,149
Outer Di'anmen Str,148
西直门北大街,148
和平里东街,145
Zizhuyuan Road,134
E 3rd Ring Road,129
Jiaodaokou South Street,126
Beiyuan Road,118
S. Chaoyangmen Str,117
大泥湾路,116
South Xueyuan Road,111
同庆街,106
Liangshidian jie,106
East Dianmen Street,106
西大望路,105
煤市街,103
Haidian South Road,103
崇文门东大街,103
西直门外大街,103
Zhixin East Road,103
阜通西大街辅路,99
W. Beijingzhan Str,99
西土城路,99
Fuxingmen Inner Avenue,97
Anding Lu,97
Shuguang West Road,97
德胜门外大街,97
学院路,95
Qinghua West Road,94
展春园西路,92
京哈高速,92
Huajiadi Jie,91
Dongsishitiao Street,88
Xizhimen Avenue,88
东二环,86
小营北路,84
qiubao shi jie,81
朝阳门南小街,81
Jianguomen Inner Avenue,79
Xuezhi Bridge,75
海淀黄庄东天桥,74
慧忠路,73
West Guangchang Road,73
Beijing-Harbin Expressway,72
N. Chaoyangmen,72
Zhang Zizhong Road,72
N. Chaoyangmen Str,71
宜居南路,71
Wang Hua Road,71
海淀三山五园绿道,69
Xinjiekouwai Street,64
E. Chongwenmen Str,62
