name,count
西二环,375
西直门北大街,261
Zhichun Road,205
Xizhimen North Street,173
北四环中路,113
N. Fuchengmen Str,104
西土城路,91
Nanxinhua street,87
S. Xinhua Str,85
East Dazhongsi Road,72
Xuanwumen West Avenue,69
Inner Guanqumen Str,61
Nongyeguan South Street,54
东二环,53
North 4th Ring Road,50
Xiwenhua Str,46
West Chang'an Street,46
Jingtong Expressway,40
East Chang'an Street,39
E 3rd Ring Road,35
复兴门北大街,35
Jianguomen Outer Avenue,31
宣武门西大街,30
知春路,29
志新西路,28
北四环东路,26
East 4th Ring Road,26
西黄城根北街,24
Xueyuan Road,24
North 3rd Ring Road,24
香炉营头条,23
通惠河北路,22
学院路,21
Chongwenmen Outer Street,20
Jianguomen Inner Avenue,19
阜成门南大街,19
East 3rd Ring Road North,18
Di'anmen West,18
E. Chongwenmen Str,18
Chaoyang Park Road,18
Xitucheng Road,18
N. Xihuangchenggen Str,17
东四环中路,16
Fuxingmen Inner Avenue,15
2nd. Ring Road,14
中关村南四街,13
Beiyuan South Road,11
Outer Chongwenmen Str,10
Shibei Alley,9
崇文门东大街,8
复兴门南大街,8
Jianguo Road,8
N 4th Ring Rd. E,8
Di'anmen West Street,7
东三环北路,7
北三环西路,7
广渠门北滨河路,6
Guangqumennan Binhe Road,6
国瑞北路,6
Xuezhi Bridge,6
复兴门桥,6
北三环东路,5
East 3rd Ring Road,4
Dazhongsi North Road,4
北三环中路,3
东四环北路,3
问渠路,3
North 4rd Ring Road,3
West Tiejiang Hutong,3
阜成门外大街,3
大运村路,3
中关村东路,2
八里桥南街,2
阜成门内大街,2
Baita'an Road,2
德胜门西大街,2
Tonghuihe North Road,2
经贸部通道,1
王府井南口东通道,1
Baiwanzhuang Str,1
闹市口大街,1
Chegongzhuang Avenue,1
西直门南大街,1
花市北小街,1
东直门南大街,1
Tonglinge Road,1
3rd Ring Road,1
京通快速,1
农展馆南路,1
Tuanjiehu Road,1
朝阳北路,1
