name,count
西三环北路,1379
Xueyuan Road,1091
西直门北大街,493
South Xueyuan Road,476
北四环西路辅路,410
West Chegongzhuang Road,369
Zhengguang Road,321
北四环西路,307
西三环,294
Beichen West Road,232
西土城路,220
Chegongzhuang West Street,213
Xizhimen North Street,212
颐和园路,211
北辰路,191
Chegongzhuang Avenue,185
North 4th Ring Road,181
N. Fuchengmen Str,180
Xueyuan South Road,170
北四环中路,152
Jiaoda East Road,141
Xizhimen Avenue,132
Zizhuyuan Road,130
北土城西路,122
Weigongcun Road,116
Zhichun Road,111
车公庄西路,104
高梁桥斜街,98
Outer Fuchengmen Str,97
Daliushu Road,94
Lincui Road,88
西二环,81
Zaojunmiao Road,78
Linglong Road,76
高粱桥斜街,63
Baiwanzhuang Str,61
Fucheng Avenue,59
Fucheng Lu,57
苏州街,53
G6辅路,52
Outer Xizimen Str,50
万泉河路,50
SW Gaolianqiao Str,45
阜成门外大街,43
科荟南路,39
Sanlihe Road,39
South Sanhuqiao Road,38
紫竹院路,33
学院路,32
西直门南大街,31
西顶路,31
Fucheng Road,30
North 3rd Ring Road,29
展览馆路,28
Beiwa Road,26
Lingnan Road,26
N. Xingjiekou Str,24
Datun North Road,23
北三环西路,23
西直门外大街,23
Aotizhong lu,22
域清街,20
Beilishi Road,20
银泉路,20
北三环中路,19
蓝靛厂南路,18
高梁桥路,18
慧忠路,17
Xitucheng Road,15
Houyingfang Alley,14
来广营北路,13
Zizhuyuan South Road,13
Xuezhi Bridge,12
Sidaokou Road,12
潘庄南路,10
交大东路,10
车公庄大街,9
北土城东路,9
South Capital Sport Stadium Road,8
Wenhuiyuan Road,8
知春路,8
South Zizhuyuan Road,7
昌运宫路,7
玲珑路,7
Anxiang North Road,7
Zhongguancun North Street,6
Changwa Road,6
N 4th Ring Rd. W,5
Jiaotong University Road,5
N. Fuchenglu 3rd Str,4
二里沟路,4
Middle Chegongzhuang Str,4
北洼路,4
N. Fuchenglu 2nd Str,4
首都体育馆南路,4
Zhongguin Village East Road,4
Zhanlanguan Road,3
蓝靛厂北路,3
中关村大街,3
百万庄大街,3
Sanlihe East Road,2
三里河路,2
South Zhongguancun Street,2
京承高速,2
North Sanhuqiao Road,2
N. Chegongzhuang Str,2
北二环,2
校园东路,2
林萃东路,2
北展广场,2
健安西街,2
永祥西巷,2
Kehui Road,2
Zhixin East Road,1
花园北路,1
Yushuguan Bridge,1
高梁桥,1
西直门内大街,1
潘庄东路,1
Beijing-Lasa Expwy,1
关西南街,1
北辛安南路,1
杨庄路,1
Fushi Road,1
展春园西路,1
规划二路,1
海淀三山五园绿道,1
Datun road,1
德胜门西大街,1
