name,count
Zhichun Road,2732
Zhongguancun South Road,2706
中关村东路,2203
中关村南四街,1219
Haidian South Road,950
Zhongguin Village East Road,336
京承高速,291
G6辅路,236
中关村南一条,217
中关村南三条,211
North 4th Ring Road,196
Beijing-Lasa Expwy,195
中关村大街,187
Dahuisi Road,158
South Zhongguancun Street,156
Xingjiekou South Street,145
北四环西路,135
Xizhimen Avenue,132
Xinggui Road,129
北四环中路,125
Kexueyuan South Road,105
Daliushu Road,100
西直门外大街,95
阜成门外大街,83
北四环东路,73
Zhongguancun Main Street,72
大运村路,68
展览馆路,67
知春路,64
East Zhongguancun Road,59
北四环西路辅路,59
Outer Xizimen Str,55
阜成门内大街,50
Inner Fuchengmen Str,48
西直门内大街,45
海淀黄庄东天桥,43
Zhanlanguan Road,34
Jinsi Alley,30
德胜门外大街,30
北三环中路,29
Zaojunmiao Road,29
Outer Fuchengmen Str,26
Inner Xizhimen Str,25
Wenjin Street,24
South Third Zhongguancun Street,23
North 3rd Ring Road,22
North 4rd Ring Road,22
中关村南三街,21
Jiaotong University Road,20
Zhongguancun North Street,18
京承高速辅路,17
E. Xisi Str,16
西直门外南路,15
Di'anmen West Street,13
大泥湾路,12
中关村南大街,10
N. Xihuangchenggen Str,9
邱门外大街,9
Jianguomen Inner Avenue,8
South Xueyuan Road,8
高梁桥路,7
北展广场,6
高梁桥斜街,6
W. Beijingzhan Str,6
知春里弯巷,6
北三环西路,5
海淀路,5
中关村南一街,4
高梁桥,4
Yushuguan Bridge,4
Xueyuan South Road,4
京藏高速,3
北苑南路辅路,3
锦什坊街,3
Baita'an Road,3
东升南路,3
健安西街,3
苏州街,3
中关村北二街,2
首都体育馆南路,2
North 5th Ring Road,2
芙蓉东路,2
北太平庄路,2
Zizhuyuan Road,2
北沙滩桥,2
Xianmen Str,2
高粱桥斜街,2
Baiwanzhuang Str,2
西四南大街,2
Xizhimen Outer Avenue,2
北极阁路,2
Yingxia Street,2
清河桥,1
运潮减河绿道,1
S. Xihuangchenggen,1
Beijing Railway Station Street,1
W. Di'anmen Street,1
辛店路,1
Di'anmen West,1
学院路,1
校园北路,1
科院北一街,1
Xuezhi Bridge,1
通济路,1
南草厂街,1
人民大学北路,1
阜成门南大街,1
银泉路,1
健翔桥,1
