name,count
Nanlishi Road,4550
云岗路,2935
北京-港澳高速公路,2688
Guanan Street,2054
广安路,1858
Outer Xibianmen Str,1730
Jinggang'ao Expressway,1319
N. Fuchengmen Str,1278
Guananmen Outer Avenue,1243
北三环东路,1159
North 3rd Ring Road,1113
Zhichun Road,1009
北三环中路,990
Yuetan North,879
Fuxingmen Inner Avenue,862
West Chang'an Street,802
周口店路,787
水口子街,765
N. Dongsi Str,765
Guangan Road,614
福宫路,609
Xueyuan Road,601
Jingan West Street,557
康泉路,555
西直门北大街,533
Zhongguancun Main Street,519
阜成门外大街,519
西三环,513
N. Xisi Str,426
Qingniangou Road,418
南营房路,408
西四环南路,390
Fuxingmen Outer Avenue,388
Beiheyuan Street,381
Lugouqiao Nanlu,355
G6辅路,355
North 4th Ring Road,348
北四环西路,333
E. Hepingli Str,332
京港澳高速公路,312
北四环西路辅路,309
北土城西路,306
知春路,304
地安门东大街,291
South Zhongguancun Street,289
Liufang North Street,284
Beilishi Road,282
新苑路,272
East Chang'an Street,270
Yuetan South Street,265
Anyuan lu,256
西二环,244
安定路,241
阜成门内大街,239
东四北大街,232
W. Hepingli Str,225
Outer Fuchengmen Str,224
长辛店大街,219
Xiangshan Road,217
Yonghegong Street,213
阜成门南大街,212
北苑路,206
Zhang Zizhong Road,206
Xizhimen North Street,205
Jiaodaokou East Street,201
Beijing-Lasa Expwy,199
门框胡同,196
西直门南大街,188
京承高速,188
Nanheyan Street,186
North Middle 3rd Ring Road,181
Inner Andingmen Str,181
园博绿道,180
Guozijian Str,176
西直门内大街,175
Anzhen Road,174
Inner Fuchengmen Str,174
和平里东街,172
大运村路,169
Mei Chang Street,168
S. Dongsi Str,168
王佐路,167
Beicaochang Alley,162
南礼士路,161
Huixin Xijie,160
Meishouguanhou Str,158
G4辅路,157
西三环中路,157
Xuanwumen Inner Avenue,153
Dengshikou Str,146
Chengfu Road,145
Xueyuan South Road,140
三里河东路,140
Donghuamen Str,137
S. Jiaodaokou Str,131
颐和园路,130
Deshengmen Inner Street,127
Lincui Road,124
Inner Xizhimen Str,124
中关村东路,122
Yingxia Street,121
Xinjiekouwai Street,116
Jian'an Donglu,115
西三环北路,109
东三环中路,108
Inner Guanqumen Str,106
中关村大街,105
一棵松路,102
Zhixin Road,98
北京西站南路,97
E. Xinjiekou Str,96
裕民西路,95
Xingjiekou South Street,95
West 3rd Ring Road,93
前桃园胡同,93
4th Zhenwumiao Road,92
South Beijing West Station Road,89
明光西路,89
East Dianmen Street,87
Jiaodaokou South Street,87
Chegongzhuang Avenue,83
May 4th Street,82
学院路,80
Sanlihe East Road,80
Jingshan Fore Street,78
S. Xihuangchenggen,77
域清街,77
W. Deshengmen Str,76
Liangguochang Alley,73
Xizhimen South,71
乐道巷,70
Dongzhimenwai Xiejie,70
西土城路,70
阀东桥,68
W. Dengshikou Str,65
Zhongguancun North Street,64
Dongzhimen Outer Street,63
北三环西路,62
Langfang Ertiao,61
张家坟路,60
Xizhimen Avenue,60
qiubao shi jie,59
Xiangheyuan Road,58
志新西路,57
2nd Nanlishi Road,57
花园北路,56
德胜门西大街,56
中关村南大街,55
煤市街,55
西三环南路,55
香山路,54
Maimai Street,52
Outer Xizimen Str,48
E. 3rd Ring Road,45
北礼士路,45
Wenjin Street,45
西坝河路,43
N. Xingjiekou Str,43
马连道路,41
西直门外大街,41
飞航路,41
Jiaodaokoubei Ertiao,41
达官营巷,41
Huapichang Alley,40
Xiang Shan South Road,40
Sanlitun South Road,40
校园南路,40
健安东路,39
香河园路,38
Di'anmen West,37
Jiaodaokoubei Toutiao,36
Anding Lu,36
W. Shoupakou Str,35
Kexueyuan South Road,34
万明园北巷,34
Langfang Santiao,34
Baimicang Alley,34
镇岗塔路,33
大泥湾路,33
红莲路,33
Xiguan Alley,32
E. Jiaodaokou Str,31
北土城东路,31
Fangjia Alley,30
South Lianhuachi Road,30
Inner Deshengmen Str,28
Qianmen Street,28
Meishouguan Back Street,27
朝阳党校路,27
Baiwanzhuang Str,27
Longfusi Street,27
South Qisheng Road,26
Liangshidian jie,26
和平里北街,24
宛平桥,24
South Xueyuan Road,23
Gongrentiyuchang North Road,23
景山前街,23
South Xibahe Road,22
Hangkong Alley,22
Zhengjue Alley,22
Heishanhu Road,22
北二环,21
Gugong Wumen Wai,20
右堤路,20
京新高速,19
Madian Donglu,19
横二条,17
胜古北路,17
Nanchizi Str,16
Huayuan West Street,16
Xuezhi Bridge,15
Nanchang Street,15
Zhongguin Village East Road,15
Anding Road,15
Dongzhimen North,14
花园路,14
Fuxiang Alley,14
东直门外斜街,14
Datun Road,14
S. Fuchengmen Str,13
Huayuan Str,13
北四环中路,13
Rendahuitang West,12
大齐家胡同,12
京港澳高速辅路,12
Wangfujing Street,12
红枫路,12
Gugong Dongmen Wai,12
Sanlihe East,11
North Shida Road,11
Guanqumen Outer Avenue,11
小井桥,11
Fuqiang Hutong,11
海淀路,10
Guangze Alley,10
景岳路,10
大栅栏西街,10
Zhongguancun Street,9
Youfang Alley,9
丰体南路,9
程庄路,9
Shuiche Alley,9
校园东路,9
Houbanbi Str,9
卧佛寺路,9
2nd Zhenwumiao Road,9
西坝河西路,8
南礼士路三条,8
Fengfu Hutong,8
罗庄中路,8
国英胡同,7
东教场胡同,7
Xizhimen Outer Street Side Road,7
Qianmenxihe Str,7
Houyingfang Alley,7
邱门外大街,7
京承高速辅路,6
Taipingqiao Road,6
North Shuangyushu Road,6
Donghuangchengennan Street,6
农展馆南路,6
海淀黄庄东天桥,6
北上坡路,6
Di'anmen West Street,6
关西南街,6
Bei He Yan Street,6
颁赏胡同,5
Wu Si Daije,5
Tielu Alley,5
外金水桥,5
Taipingqiao Street,5
铁狮子胡同,5
塔院西街,5
Kehui Road,5
牡丹园东街,5
太阳宫中路,5
长阳大街,5
West Rendahuitang Road,5
N. Hepingli Str,5
鲜鱼口街,5
枫林路,5
前牛角胡同,5
Langfang Toutiao,5
科域路,4
Qinghua East Road,4
Tonglinge Road,4
Yangmeizhu,4
West Guangchang Road,4
人民大学南路,4
锦什坊街,4
手帕口西街,4
ANDINGMEN DONGDAJIE,4
Outer Di'anmen Str,4
东三环,4
垂杨柳北二街,4
垂杨柳北一街,4
前门西大街,4
Qinian Street,4
北太平庄路,4
Lize Road,3
科技园路,3
Xijiaomin Xiang,3
Xihai West,3
京藏高速,3
科荟桥,3
Qinlao Alley,3
Houyuan'ensi Alley,3
知春里弯巷,3
高梁桥路,3
中关村南一街,3
Guanqumennei Street,3
Dongsi West Street,3
Xiaoqudeng Alley,2
Fuyou Street,2
郭公庄路,2
万丰路辅路,2
Dongsi 5th Alley,2
East 3rd Ring Road North,2
East Zhongguancun Road,2
蓟门里北路,2
E. Xibianmen Str,2
Zizhuyuan Road,2
塔院东街,2
香山南路,2
正阳门西地下通道,2
Yongan Bridge,2
西绒线胡同,2
东三环北路,2
永祥西巷,2
SE Outer Dongzimen Str,2
复兴路,2
小屯西路,2
新东路,2
北四环东路,2
South 3rd Ring Road,2
Beitaipingzhuang Avenue,2
北二里庄路,1
Xizhimen Outer Avenue,1
Wanshousi Road,1
North 5th Ring Road,1
南三环,1
北土城东路辅路,1
裕民中路,1
Luojia Hutong,1
Xianmen,1
校园中路,1
王府仓胡同,1
Xitucheng Road,1
Zhongguancun South Road,1
East Mingguang Road,1
Xiaotun Road,1
万丰路,1
Lianyiyuan East Road,1
Xishiku Street,1
Taipingqiao Str,1
银泉路,1
East Dazhongsi Road,1
Heqing Road,1
清华南路,1
中关村北大街辅路,1
丰台南路,1
丰益仓路,1
蜈蚣街,1
Wangpi Hutong,1
大栅栏街,1
前门西后河沿街,1
Xiang-Quan Roundabout,1
北沙滩路,1
国图桥,1
Qinghua West Road,1
