name,count
Zhichun Road,1006
Haidian South Road,711
Linyedaxuebei Road,575
北四环中路,542
西三环,498
North 4th Ring Road,491
苏州街,484
北四环西路,480
西三环北路,465
Chengfu Road,458
京开高速,456
Xueqing Road,370
万泉河路,363
京开高速辅路,328
Xueyuan Road,294
展春园西路,259
静淑苑路,257
North 3rd Ring Road,243
Wangzhuang Road,230
Jingkai Expressway,212
Ba Gou Road,207
西三环中路,207
Qinghua East Road,203
大运村路,203
北四环东路,182
西三环南路,182
South 3rd Ring Road,174
W. Gulou Str,158
Sanlitun South Road,152
Zhongguancun South Road,147
E 3rd Ring Road,145
望京西路,139
东三环北路,137
知春路,127
West Chang'an Street,124
北三环东路,121
Shuangqing Road,119
西直门北大街,118
北三环中路,102
Anding Lu,102
Fuxingmen Inner Avenue,97
Gongrentiyuchang North Road,95
N. Fuchengmen Str,92
中关村东路,89
Outer Deshengmen Str,88
德胜门外大街,85
南三环西路,83
Outer Di'anmen Str,83
Xizhimen North Street,83
西土城路,79
HAIDIAN South Road,77
Zhongguin Village East Road,77
Outer Andingmen Str,76
Beijing-Lasa Expwy,68
Donganmen Street,66
North 4rd Ring Road,65
N 4th Ring Rd. W,65
S. 3rd Ring Road,65
N 4th Ring Rd. E,64
Inner Andingmen Str,61
双清路,60
West 3rd Ring Road,58
中关村南一条,57
Zhongguancun Main Street,56
Wangfujing Street,54
Qianhai East,54
S. Jiaodaokou Str,54
北四环西路辅路,52
Meishouguanhou Str,50
G6辅路,46
蓟门里北路,45
Rendahuitang West,44
Donghuamen Str,44
Xiaowei Alley,43
西二环,43
Jiaodaokou South Street,42
Yingxia Street,42
安定路,41
East 3rd Ring Road,41
West Rendahuitang Road,38
南三环,35
Dongdan Santiao,35
Gugong Wumen Wai,35
复兴门北大街,32
Heqing Road,31
安定门外大街,31
学院路,30
East Chang'an Street,27
Jinyu Hutong,27
罗庄中路,24
Qianhai South,22
Qianhai North,21
锡拉胡同,20
Hehua Market,20
Anding Road,18
San Li Tun Back Street,16
校园北路,16
Di'anmen West,15
Meishouguan Back Street,14
West Guangchang Road,13
中关村大街,13
Deshengmenwai Street,12
3rd Ring Road,12
E. Meishouguan Str,11
京新高速,10
东管头南街,9
海淀黄庄东天桥,9
Kexueyuan South Road,8
万柳华府北街,8
阜成门南大街,8
E. 3rd Ring Rd. E,7
Beixing Road,7
北京民俗小吃街,7
德胜门北桥,7
Changwa Road,7
三元桥,7
Chegongzhuang Avenue,6
Gugong Dongmen Wai,6
Xitucheng Road,6
Fuxingmen Outer Avenue,6
北土城东路,6
Andingmenwai Street,6
宏福路,6
Jiaodaokoubei Toutiao,6
中关村北一条,5
主马路,5
Fangjia Alley,5
Jiaodaokoubei Ertiao,5
德外桥,5
Xiaoyou Alley,5
帅府园胡同,5
复兴路,5
新发地北桥,5
Donghuangchengennan Street,5
校园南路,5
Yuetan North,4
中关村北一街,4
Yuetan South Street,4
科翔路,4
健翔园南路,4
五道口北巷,4
Longfusi Street,4
Dagexiang,4
Yongkang Alley,4
北林银杏大道,4
北三环西路,4
Houhai Jiadao,4
人民大学北路,4
Dongsi West Street,3
Big Sweet Well Alley,3
财经东路,3
Xiwei Hutong,3
Wanquanhe Road,3
Zhuzhong Alley,3
North 5th Ring Road,3
海淀三山五园绿道,3
海淀公园路,3
中关村南一街,3
阜通西大街,3
阜通西大街辅路,3
健翔桥,3
荷清路,3
Tanghua Alley,3
三才堂路,3
健安西街,3
Malang Hutong,2
East Wanliu Road,2
双清绿道,2
农展馆南路,2
育芳园北路,2
Caihuying South Road,2
Sanlitun East 2nd St,2
昆明湖东路,2
小月河西路,2
Zhixin East Road,2
Jiaodaokou East Street,2
中关村南三街,2
Tonglinge Road,2
HAIDIAN St,2
冰窖口胡同,2
Qianmachang Alley,2
Xitao Alley,2
Xinkai Hutong,2
成府路,2
E. Jiaodaokou Str,1
大纱帽胡同,1
Jiugulou Str,1
Dashibei Alley,1
Fuxing Road,1
W. Di'anmen Street,1
南四环西路,1
西红门桥,1
菜户营南路,1
Xuezhi Bridge,1
胜古北路,1
蓝靛厂北路,1
Yongan Bridge,1
Di'anmen West Street,1
Qingniangou Road,1
Zhang Zizhong Road,1
和平里北街,1
Nanheyan Street,1
石板房南路,1
Gugong Ximen Wai,1
南湖中园二条,1
Dajinsi Alley,1
前八家路,1
湖景东路,1
