name,count
北四环西路,5895
Zhongguancun Main Street,4905
颐和园路,4366
北四环西路辅路,3740
北四环中路,3333
South Zhongguancun Street,3056
North 4th Ring Road,2939
Zhongguancun North Street,2779
海淀路,2692
North 3rd Ring Road,2690
东三环北路,2277
北三环西路,1711
北三环东路,1639
Chengfu Road,1570
花园北路,1536
中关村大街,1443
北三环中路,1211
Xizhimen Avenue,1060
北土城西路,963
Sanlihe Road,894
G6辅路,814
西四环北路,812
Xinjiekouwai Street,800
北四环东路,795
Beichen Donglu,791
Beijing-Lasa Expwy,784
Tuanjiehu Road,767
西三环北路,685
Xinxi Road,667
Jingmi Road,665
East 3rd Ring Road,643
阜成门外大街,630
苏州街,621
花园东路,615
E 3rd Ring Road,612
花园路,610
Outer Fuchengmen Str,548
N. Xisi Str,542
Zhichun Road,499
西直门外大街,399
首都机场辅路,398
Sanlitun South Road,396
Xueyuan Road,366
Sanlitun East 5th Street,365
Xingjiekou South Street,359
圆明园西路,359
中关村东路,350
展览馆路,349
Wenhuiyuan Road,338
德胜门外大街,336
海淀三山五园绿道,316
West Chang'an Street,315
京密路,292
万泉河路,291
North 4rd Ring Road,282
West Jintai Road,281
西三环,278
Fuxing Road,271
Zhanlanguan Road,271
莲花池东路,270
Zhongguin Village East Road,264
N. Fuchengmen Str,263
西二环,262
Wan Liu Zhong Road,254
Sanlitun Road,249
Fucheng Avenue,242
中关村北一街,237
Xuanwumen Inner Avenue,225
南四环西路,225
Sanlihe East,214
地安门东大街,214
East 3rd Ring Road North,210
East 4th Ring Road,199
Dahuisi Road,198
Yongding Road,193
清溪书屋路,193
Sanlitun Dongsijie,188
西四环中路,186
农大南路,180
阜成门内大街,174
Fuxingmen Inner Avenue,172
Nongyeguan South Street,171
东四环中路,171
N 4th Ring Rd. E,153
Fuxingmen Outer Avenue,151
Zhongguancun Street,149
大泥湾路,147
西四环南路,146
N. Xingjiekou Str,146
西直门北大街,141
同庆街,137
新街口北大街,137
东四环北路,137
Dongsishitiao Street,133
Yushuguan Bridge,132
Gongrentiyuchang North Road,130
Chang Chun Qiao Road,130
吴家村路,129
Xuanwumen West Avenue,125
Fucheng Lu,123
高梁桥斜街,118
3rd Ring Road,118
Yi He Yuan Road,117
Baiyun Road,115
Guozijian Str,113
新街口外大街,113
Zizhuyuan Road,112
Outer Xizimen Str,111
North Middle 3rd Ring Road,111
Qianmen Street,110
Shuangqing Road,110
Haidian South Road,107
惠新西街辅路,105
复兴路,105
East Guangchang Road,104
Qinian Street,103
East Chang'an Street,103
复兴门北大街,102
Yaojiayuan Road,102
高梁桥路,100
北洼路,98
望京西路,98
燕东园北小街,97
Nanlishi Road,97
紫竹院路,92
西单北大街,92
首都体育馆南路,91
Yuetan South Street,88
中关村北大街辅路,88
Jingshan Fore Street,88
Outer Deshengmen Str,87
Narnia,87
Caihuying South Road,87
中关村南三街,87
中关村南大街,87
North 5th Ring Road,86
Ba Gou Road,86
W. Qianmen Str,84
南四环中路辅路,84
Airport Expressway,83
Huajiadi Jie,83
阜成路,82
北太平庄路,82
South Xueyuan Road,81
E. 3rd Ring Rd. E,81
农展馆南路,79
Kexueyuan South Road,78
N 4th Ring Rd. W,78
Guanan Street,77
Xiangheyuan Road,75
Outer Xibianmen Str,74
朝阳北路,72
金沟河路,71
Jiangtai Road,71
Dongzhimenwai Xiejie,70
复兴门南大街,70
三里河东路,69
Qianmenxihe Str,68
West Xinghuo Road,68
邱门外大街,68
冬奥村南街,67
水口子街,66
Sanlihe East Road,65
S. 3rd Ring Road,64
North Chaoyang Road,64
木樨地北滨河路,63
西四南大街,61
成府路,61
Huixin Xijie,60
Guangqu Road,59
菜户营南路,59
Laiguangying East Road,57
Qinghua East Road,56
东管头南街,55
East Lianhuachi Road,55
邱德拔路,54
知春路,54
Zhixin Road,54
三里河路,54
青塔西路,53
南三环西路,53
May 4th Street,53
Wenjin Street,50
North Shuangyushu Road,50
南四环中路,50
清华南路,50
香河园路,50
北土城东路,50
Beitaipingzhuang Avenue,50
Xizhimen Outer Street Side Road,50
南湖南路,50
人民大学南路,48
Chegongzhuang Avenue,46
塔院东街,46
Wanquanzhuang Road,46
Inner Fuchengmen Str,45
中顶庙街,45
广顺南大街辅路,45
South Chaoyang Park Road,44
Jianguomen Inner Avenue,44
宣武门西大街,44
西三环中路,44
中关村南一条,44
Beijing Station East Street,43
Linyedaxuebei Road,43
复兴门外大街,43
Daliushu Road,43
Shibei Alley,42
Di'anmen West Street,42
Anyuan lu,42
京顺东街,41
中关村北一条,40
Xueqing Road,40
德胜门北桥,39
LUGU Street,39
慧忠路,38
S. Xisi Str,38
Chegongzhuang West Street,38
E. Xisi Str,37
East Sanlihe Road,37
南湖中园二条,37
大成路,37
崇文门西大街辅路,37
安定路,36
Qianmen East Street,35
SW Gaolianqiao Str,35
芙蓉北路,35
邮通街,33
阜通西大街辅路,33
Dongzhimen Outer Street,32
前门大街,32
Zhang Zizhong Road,32
West 4th Ring Road,32
Huguosi Str,31
Xizhimen North Street,31
Zhongguancun South Road,31
East Qianmen Road,31
Jianguo Road,30
Jianchang Hutong,30
广顺南大街,29
高粱桥斜街,29
Qinghua West Road,29
South 3rd Ring Road,28
阜成门南大街,28
西直门外南路,28
北展广场,27
学院路,27
N. Xihuangchenggen Str,26
West Rendahuitang Road,26
Lianhuachi East Road,26
Middle Tuanjiehu Road,26
兵马司胡同,25
昆明湖南路,25
阜成路辅路,25
Weigong Street,25
Anding Lu,24
娘娘庙街,24
干面胡同,24
西直门南大街,24
科翔路,24
Guangqu road,24
East Wanliu Road,24
月坛南街,23
小南庄路,23
qiubao shi jie,23
三里河南六巷南侧路,23
双清路,22
京承高速,22
海淀大街,22
东四南大街,22
前门西大街,21
北二环,21
北辰路,21
Deshengmenwai Street,21
Shang Di South Road,20
广渠门内大街,20
三元桥,19
聚兴路,19
泉宗北路,18
Di'anmen West,18
大红门桥环岛,18
大院胡同,18
Sanlitun East 2nd St,17
Xiaoyun Road,17
财经东路,17
Jiaoyu Str,17
北京西站下沉广场,17
East Dianmen Street,17
Aotizhong lu,17
Dongjiaomin Alley,17
Qianxiaojia Alley,17
亮马河南路,16
丰台站北路,16
丰盛胡同,16
Weigongcun Road,16
景山前街,16
Fucheng Road,16
安立路,16
德外桥,16
阜通西大街,15
Hongjing Alley,15
三元桥南地下通道,15
裕民中路,15
Picai Hutong,15
Beijing Railway Station Street,15
N. Yuetan Str,14
Zaojunmiao Road,14
Wudaoying Alley,13
小西门内大街,13
望京环绿道,13
清河南滨河路,13
Baiwanzhuang Str,13
Wanshousi Road,13
西直门内大街,12
新康路,12
宣武门东大街,12
E. Xuanwumen Str,12
冰窖口胡同,12
Bingbuwa Alley,12
健翔园南路,12
Yuetan North,12
Inner Chaoyangmen Str,12
Madian Donglu,12
Jinsi Alley,12
Hujialou North Street,11
1st Shuangyushu Str,11
宣武门西街,11
蓝靛厂路,11
Outer Chaoyangmen Str,11
Tuanjiehu North 1 Street,11
常青路,11
广安路,11
Capital Airport Side Road,10
西坝河路,10
北礼士路,10
Xiaotongjing Hutong,10
West 3rd Ring Road,10
Changwa Road,10
三才堂路,10
East Zhongguancun Road,10
4th Zhenwumiao Road,10
Xueyuan South Road,10
塔院西街,10
北展桥,10
清河桥,10
柳村路,9
Dongshuang Beizifen Road,9
西坝河西路,9
南小市口街,9
清华园石油小区路,9
莲石东路,9
Guanqumennei Street,9
Xizhimen Outer Avenue,9
Zhixin East Road,9
Inner Xizhimen Str,9
求知路,9
Chaoyang Park Road,8
Dagexiang,8
Jian'an Donglu,8
Dongsishitiao,8
Yongan Bridge,8
科院北一街,8
志新西路,8
W. Qianhai Str,8
Lize Road,8
Huichengmen Bridge,8
North Shida Road,8
Sanlitun East 6th Street,7
信悦华庭路,7
万寿寺路,7
鼎成路,7
Shang Di West Road,7
Beichen West Road,7
中关村南一街,7
Fucheng Street,7
Kujiachang Hutong,7
中关村北二街,7
Heqing Road,7
西土城路,7
东四北大街,7
Houyuan'ensi Alley,7
Gaoliangqiao Road,7
Sha Tang Nan Xiang,7
中关村南四街,7
South Kexueyuan Road,7
Qisheng Road,7
鲜鱼口街,7
South Capital Sport Stadium Road,7
人民大学北路,6
Houyingfang Alley,6
Beilishi Road,6
五福里,6
南新仓桥,6
Zhushikou East Avenue,6
河泊厂北巷,6
展春园西路,6
红领巾桥,6
W. Hepingli Str,6
