name,count
中关村东路,13027
Zhongguin Village East Road,11261
Zhichun Road,10640
Chengfu Road,4352
北四环东路,3901
北土城西路,3783
知春路,3726
Huixin Dongjie,3375
北四环中路,3099
北三环中路,2192
North 4th Ring Road,2126
北三环东路,2006
Qingniangou Road,1942
North 3rd Ring Road,1797
Zhongguancun North Street,1685
北四环西路,1555
地安门东大街,1427
北土城东路,1354
South Zhongguancun Street,1172
G6辅路,1171
Beiyuan road,896
Zhongguancun Main Street,883
Beijing-Lasa Expwy,745
Huizhong North Road,734
An Li road,593
East Dazhongsi Road,580
Huixin Xijie,514
Xinggui Road,502
安立路,493
颐和园路,479
Anhua Road,450
E. Hepingli Str,448
安定门外大街,446
Shuangqing Road,429
小营路,424
Beichen West Road,412
北辰路,410
京承高速,405
Nanmofang Road,401
中关村北一条,393
中关村大街,384
安定路,381
东三环北路,343
Anzhen Road,332
North 4rd Ring Road,303
Xueyuan Road,302
Zhixin Road,282
Xueqing Road,278
外馆斜街,262
Datun road,252
Inner Andingmen Str,247
S. Jiaodaokou Str,232
Outer Andingmen Str,224
中关村南四街,215
成府路,211
W. Hepingli Str,203
Beiyuan Road,202
E 3rd Ring Road,201
花园东路,199
Jian'an Donglu,195
Qianmen Street,193
大运村路,186
Dongzhimen Outer Street,182
同庆街,177
广顺南大街辅路,176
East 3rd Ring Road North,169
East Qianmen Road,168
大泥湾路,162
东三环中路,160
N 4th Ring Rd. E,160
紫竹院路,158
Anding Lu,156
Dongzhong Jie,153
Qinghua East Road,153
北三环西路,152
中关村北大街辅路,151
Zhongguancun South Road,150
Outer Di'anmen Str,148
德胜门外大街,145
Paoju Hutong,142
Airport Expressway,138
北四环西路辅路,136
Zizhuyuan Road,134
Haidian South Road,134
North Middle 3rd Ring Road,132
北土城东路辅路,130
阜通西大街辅路,129
西直门北大街,127
Jiaodaokou South Street,126
Chaoyangmen South Minor Street,123
Heqing Road,122
望京西路,116
Liangshidian jie,106
East Dianmen Street,106
煤市街,103
广顺北大街辅路,98
Shuguang West Road,97
ANDINGMEN DONGDAJIE,95
Qinghua West Road,94
南湖南路,94
京哈高速,92
Anyuan lu,92
S. Chaoyangmen Str,91
海淀三山五园绿道,89
财经东路,82
太阳宫中路,81
qiubao shi jie,81
Yingxia Street,79
Waiguanxie,79
慧忠路,76
Kexueyuan South Road,75
West Guangchang Road,73
Zhang Zizhong Road,72
Beijing-Harbin Expressway,72
西土城路,71
Xiangheyuan Road,69
Beijing Railway Station Street,68
Dongzhimen North,67
South Xueyuan Road,64
Zhixin East Road,63
东直门南小街,62
小营北路,61
健安东路,61
Huizhong Lu,60
N. Xisi Str,60
Beichen Donglu,58
Xinjiekouwai Street,58
Beixinqiao No.3 Alley,57
Jingmi Road,55
Anxiang North Road,55
