name,count
Xing Shi Kou Road,1539
Xiang Shan Nan Road,1034
闵庄路,1006
北四环西路,825
中关村东路,639
北四环西路辅路,501
N 4th Ring Rd. W,476
Zizhuyuan Road,396
Xiang Shan South Road,315
West 5th Ring Road,224
阜石路,199
紫竹院路,168
北三环西路,162
Xinggui Road,159
North 5th Ring Road,153
西四环北路,138
Zhichun Road,118
杏石口路,95
Zhongguancun South Road,92
西三环北路,88
北坞村路,80
Wucun North Road,74
中关村南三街,73
中关村北大街辅路,63
North 3rd Ring Road,62
Zhongguin Village East Road,61
Heqing Road,56
Chengfu Road,45
荷清路,45
South Zhongguancun Street,44
Fushi Road,44
射击馆南街,42
阜石路辅路,38
万泉河路,37
Zhongguancun Main Street,23
中关村大街,23
西三环,22
大运村路,21
旱河路,20
巨山路,17
常青园路,16
永引渠北路,16
展春园西路,14
福田公墓路,13
East Zhongguancun Road,13
圆明园西路,8
瀚河园路,7
海淀公园路,7
香山南路,7
知春路,6
North 3rd Ring Road (Sitong Bridge),6
中关村南四街,6
Fucheng Road,5
Yuanmingyuan West Road,5
中关村南一条,4
茶棚路,4
定慧桥,4
上庄大街,4
门头馨东街,3
Wanquanhe Road,3
门头馨西街,2
一棵松路,2
永定河路,2
清琴路,2
Yongding Road,2
Zhongguancun North Street,2
海淀三山五园绿道,2
西冉东街,2
正福寺路,1
海淀黄庄东天桥,1
South Kexueyuan Road,1
Weigongcun Road,1
Wanshousi Road,1
闵庄南路,1
砂石厂路,1
Xiangshan Road,1
Kexueyuan South Road,1
三义庙路,1
North 4th Ring Road,1
丰户营路,1
玉峰路,1
香山路,1
Xiang-Quan Roundabout,1
Shuangqing Road,1
校园北路,1
