name,count
Zhichun Road,13821
Chengfu Road,9889
中关村东路,9028
知春路,4305
北三环西路,4055
Haidian South Road,2759
Xinggui Road,2406
Zhongguin Village East Road,2372
Zhongguancun Main Street,2328
East Dazhongsi Road,1291
中关村南四街,1271
Baita'an Road,876
Yingxia Street,761
高梁桥斜街,644
East Zhongguancun Road,578
Jiaotong University Road,532
中关村大街,513
大运村路,510
大泥湾路,449
SW Gaolianqiao Str,435
展春园西路,276
苏州街,219
海淀黄庄东天桥,146
高粱桥斜街,118
Zhongguancun Street,103
Kexueyuan South Road,80
Zaojunmiao Road,75
清华南路,74
北交大南门路,72
高梁桥路,69
成府路,62
北四环西路,50
Heqing Road,50
Picai Hutong,29
South Third Zhongguancun Street,24
校园北路,20
Zhongguancun South Road,18
South Kexueyuan Road,15
财经东路,13
North Shuangyushu Road,8
西直门站换乘通道,6
North 4th Ring Road,5
中关村北一条,5
知春里弯巷,3
North 3rd Ring Road,2
N. Beizhan St,2
Beiqingyun Lu,1
