name,count
Zhichun Road,246
Kexueyuan South Road,57
知春路,46
西三环,43
Chengfu Road,39
中关村东路,27
Zhongguin Village East Road,18
Zhongguancun North Street,18
青云西街,17
东三环北路,16
Beiqingyun Lu,15
An Li road,12
2nd. Ring Road,12
朝阳北路,10
North 4th Ring Road,10
W. Gulou Str,9
Houhaibeiyuan,9
北三环中路,9
南三环西路,9
S. 3rd Ring Road,9
Lianyiyuan East Road,9
海淀黄庄东天桥,9
北三环东路,8
西三环中路,8
Jianguomen Outer Avenue,8
Yangfang Alley,8
柳村路,7
Yingxia Street,7
Daxiangfeng Alley,7
Ya'er Alley,6
北辰路,6
North Chaoyang Road,6
大泥湾路,6
Xiaoxiangfeng Alley,6
安定门外大街,5
Inner Andingmen Str,5
Chaoyangmen South Minor Street,5
西三环南路,5
德胜门外大街,5
北四环中路,5
Outer Andingmen Str,5
鼓楼外大街,5
东三环中路,5
北四环东路,5
崇文门西大街辅路,5
安定路,4
朝阳门南大街辅路,4
W. Beijingzhan Str,4
Jinbao Street,4
Liuyin Str,4
Xihai West,4
West Gongrentiyuchang Road,4
Ximeichang Alley,4
S. Jiaodaokou Str,4
Xueyuan Road,4
北四环西路,4
Outer Jiugulou Str,3
Dongsishitiao Street,3
Kehui Road,3
成府路,3
Beijing-Lasa Expwy,3
West Side of West Sea,3
东升南路,3
西三环北路,3
莲宝路,3
Beijing Station East Street,3
前门西大街,3
宣武门西大街,3
Jiaodaokou South Street,3
东二环,3
Xuanwumen West Avenue,2
北京西站南路辅路,2
North 3rd Ring Road,2
安立路,2
崇文门西大街,2
万泉河路,2
Gongrentiyuchang (Worker's Stadium) South Road,2
East Chang'an Street,2
N. Guandongdian Str,2
Beijing Railway Station Street,2
North 4rd Ring Road,2
Beichen West Road,2
民族园西路,2
G6辅路,2
Qinghua West Road,2
北土城西路,2
Jianguomen Inner Avenue,1
Huangsi Str,1
化石营东巷,1
地安门东大街,1
West 3rd Ring Road,1
East Dianmen Street,1
王府井南口东通道,1
Houhai Xiyan,1
Daxing Alley,1
Qingniangou Road,1
南三环,1
Beijingzhan West Street,1
Chongwenmen West Avenue,1
宣武门东大街,1
Qianmenxihe Str,1
E. Chongwenmen Str,1
中关村北大街辅路,1
Qianmachang Alley,1
Houhai Jiadao,1
Tanghua Alley,1
松树街,1
Xikoudai Hutong,1
Zhanzi Alley,1
Nanguanfang Hutong,1
Outer Deshengmen Str,1
Datun North Road,1
林萃东路,1
Yumin Road,1
学院路,1
Gongrentiyuchang Road,1
京承高速,1
中关村南四街,1
